dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,17.376673,15.411514,12.339557,6.917135,1.626745,12.934697,3.108764,1.402472,0.142341,0.002503,7.021768,7.792352
cuda,AlbertForQuestionAnswering,4,17.329384,15.368932,12.252090,6.783560,1.625629,12.884095,2.902514,1.656973,0.141361,0.002584,3.460249,7.874266
cuda,BartForCausalLM,4,23.143723,19.718426,16.366018,10.840767,1.639848,17.503151,2.641069,1.721838,0.197441,3.439366,1.865273,11.918557
cuda,BartForConditionalGeneration,2,39.781789,32.279835,29.136377,14.113628,4.303136,21.663965,7.686967,3.824700,1.017414,0.696916,0.442489,12.966450
cuda,BertForMaskedLM,16,21.085386,17.521264,14.209516,7.830778,1.766189,13.567720,2.907895,2.070221,0.265585,0.002719,2.622348,7.676701
cuda,BertForQuestionAnswering,16,20.071103,16.531446,13.797407,7.488293,1.761097,12.792020,3.108799,1.848216,0.264960,0.002682,2.273276,7.241023
cuda,BlenderbotSmallForCausalLM,64,18.041721,15.554027,11.895931,8.082880,1.112442,15.549684,1.884774,1.176896,0.130049,3.429048,2.436937,12.131416
cuda,BlenderbotSmallForConditionalGeneration,64,28.591349,23.575986,19.977987,9.951828,2.596640,16.518482,5.049906,2.560831,0.545181,1.531321,2.319346,10.971233
cuda,CamemBert,16,20.860191,17.356360,14.382303,8.156836,1.746264,12.898950,3.079701,1.818851,0.264629,0.002482,1.267304,6.662078
cuda,DebertaForMaskedLM,4,28.088972,22.301483,19.051210,12.844439,1.727014,20.624206,3.097484,1.834505,0.264959,16.139905,3.429158,25.930953
cuda,DebertaForQuestionAnswering,8,27.687868,22.207385,19.027577,13.276484,1.667843,22.214227,3.044220,1.802278,0.258211,16.726798,3.128456,27.607726
cuda,DebertaV2ForMaskedLM,1,37.931175,27.368491,24.157012,14.043152,2.154670,21.383460,3.474492,2.356737,0.496866,35.811232,1.445076,45.819643
cuda,DebertaV2ForQuestionAnswering,2,35.907697,25.288615,22.091127,11.805101,2.494768,19.503497,4.433403,2.931185,0.509404,35.635025,46.344678
cuda,DistilBertForMaskedLM,128,15.206994,13.628300,10.093797,6.940732,0.930172,11.170806,1.745714,0.880821,0.110904,3.437051,8.282573,8.683459
cuda,DistilBertForQuestionAnswering,256,14.967196,13.353427,10.248837,7.026337,0.942643,11.429233,1.825044,0.877146,0.108119,3.731776,10.396825,9.166134
cuda,DistillGPT2,16,15.014984,13.315373,9.673802,6.750229,1.007172,11.436184,1.891751,0.872366,0.098482,0.999131,4.035552,6.774359
cuda,ElectraForCausalLM,32,27.656272,24.015898,20.390968,14.016127,1.781618,27.638638,3.133267,1.916528,0.267838,1.802501,8.303371,17.380396
cuda,ElectraForQuestionAnswering,64,21.263015,17.711921,14.088237,7.721750,1.811798,17.414207,3.572760,1.606236,0.282404,0.002566,2.901317,11.684341
cuda,GPT2ForSequenceClassification,4,20.353942,16.954772,13.669870,8.126727,2.053149,11.229144,3.024064,1.573920,0.224602,0.285360,1.451588,5.597585
cuda,GoogleFnet,16,18.326696,16.206743,12.573847,9.554137,1.080728,17.881195,1.684137,0.909211,0.112826,3.963469,2.071918,13.496151
cuda,LayoutLMForMaskedLM,16,21.641567,17.775267,14.335462,7.872594,1.783233,13.670210,3.174382,1.870793,0.270342,1.945148,2.598161,9.696978
cuda,LayoutLMForSequenceClassification,16,21.475785,17.666187,14.202874,7.795658,1.779431,14.820313,4.130257,1.817800,0.267940,6.237559,6.823750,15.214344
cuda,M2M100ForConditionalGeneration,16,45.145498,35.728267,32.569592,18.123527,4.037860,29.707523,6.994722,4.264392,0.564861,16.023437,21.351437,32.075027
cuda,MBartForCausalLM,4,22.026842,18.564907,15.441277,10.003854,1.680601,16.928568,2.687617,1.744750,0.190207,3.478875,1.866257,12.260820
cuda,MBartForConditionalGeneration,2,41.644468,34.228741,30.872420,15.991632,4.367056,23.447656,7.933393,3.911107,0.994184,0.733166,0.399628,12.971863
cuda,MT5ForConditionalGeneration,16,33.280798,26.948073,24.097695,12.343108,3.256318,19.789251,5.456718,2.192185,0.442116,39.528226,73.963719,50.839272
cuda,MegatronBertForCausalLM,4,34.737343,27.411454,24.280064,12.233572,3.788601,19.091660,6.333274,3.441413,0.704436,0.969501,3.085054,11.949144
cuda,MegatronBertForQuestionAnswering,8,35.335624,28.046577,24.489129,12.287984,3.741759,19.877906,6.242339,3.407479,0.708515,1.445488,2.074586,13.117430
cuda,MobileBertForMaskedLM,64,52.213411,36.621264,32.874252,11.596198,5.142692,26.635690,9.505357,5.552074,2.328087,18.568575,33.692419,39.328484
cuda,MobileBertForQuestionAnswering,128,50.476673,35.205753,31.953195,11.741377,4.663055,27.537308,9.835995,5.531391,2.316511,15.158535,29.848771,36.624754
cuda,PLBartForCausalLM,8,18.320873,16.287603,13.304694,10.182391,0.910306,16.099484,1.506016,0.907772,0.100618,2.096642,1.590663,9.018067
cuda,PLBartForConditionalGeneration,4,30.059153,24.941068,21.767415,14.278384,2.213399,22.927764,3.613304,2.134711,0.265421,3.028959,2.185154,14.113663
cuda,PegasusForCausalLM,32,21.920873,18.624316,15.506418,10.204689,1.616253,17.707453,2.640606,1.707503,0.188477,3.923891,2.332222,13.216388
cuda,PegasusForConditionalGeneration,32,38.755510,34.460784,31.270830,16.639969,3.835332,25.436896,7.326924,3.868304,0.698078,2.238192,1.886008,15.276134
cuda,RobertaForCausalLM,16,20.345596,16.850593,13.894109,7.706178,1.758766,12.068428,3.427058,1.605620,0.263471,0.002584,1.642497,6.294018
cuda,RobertaForQuestionAnswering,16,20.370168,16.885981,13.921423,7.703785,1.755268,11.744252,3.066123,1.821440,0.258178,0.002632,0.925920,5.970135
cuda,Speech2Text2ForCausalLM,256,17.074176,15.217661,12.176350,9.284668,0.798372,14.897439,1.463721,0.890397,0.104598,2.493118,3.770693,8.994658
cuda,T5ForConditionalGeneration,4,24.811481,20.588367,17.532888,9.531115,2.406122,14.635310,3.715302,1.601813,0.281933,3.234385,9.050765,10.964475
cuda,T5Small,4,24.951994,20.731736,17.669437,9.698003,2.424884,14.822323,3.726891,1.593568,0.285133,3.251983,9.200812,11.021829
cuda,XGLMForCausalLM,8,33.743061,27.989013,24.861592,13.474297,3.705019,22.903784,5.980387,3.670384,0.396422,8.903625,5.321940,22.403929
cuda,XLNetLMHeadModel,8,52.122318,44.931958,41.676424,22.158537,4.750961,29.639470,14.901891,3.862183,0.840065,11.364142,13.235364
cuda,YituTechConvBert,16,29.224870,24.244913,21.090330,11.581838,2.976552,23.458896,5.051679,2.382267,0.435765,1.026156,12.717815,16.138999
