dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,AlbertForMaskedLM,4,1.940785,0.000164
cuda,AlbertForQuestionAnswering,4,2.075092,0.000192
cuda,AllenaiLongformerBase,4,8.924993,0.005028
cuda,BartForCausalLM,4,3.565757,0.000580
cuda,BartForConditionalGeneration,2,7.648737,0.000462
cuda,BertForMaskedLM,16,3.506662,0.000149
cuda,BertForQuestionAnswering,16,3.492446,0.000154
cuda,BlenderbotForCausalLM,4,6.552799,0.001137
cuda,BlenderbotSmallForCausalLM,64,2.633423,0.000421
cuda,BlenderbotSmallForConditionalGeneration,64,5.090394,0.000269
cuda,CamemBert,16,3.675611,0.000158
cuda,DebertaForMaskedLM,4,5.744033,0.002705
cuda,DebertaForQuestionAnswering,8,5.763216,0.002672
cuda,DebertaV2ForMaskedLM,1,10.895558,0.005008
cuda,DebertaV2ForQuestionAnswering,2,10.896725,0.004986
cuda,DistilBertForMaskedLM,128,1.708428,0.000122
cuda,DistilBertForQuestionAnswering,256,1.810751,0.000160
cuda,DistillGPT2,16,1.846609,0.000178
cuda,ElectraForCausalLM,32,3.590901,0.000230
cuda,ElectraForQuestionAnswering,64,3.554791,0.000154
cuda,GPT2ForSequenceClassification,4,3.415765,0.000272
cuda,GoogleFnet,16,2.199810,0.000854
cuda,LayoutLMForMaskedLM,16,3.849943,0.000186
cuda,LayoutLMForSequenceClassification,16,3.831311,0.000152
cuda,M2M100ForConditionalGeneration,16,7.408923,0.000905
cuda,MBartForCausalLM,4,3.525354,0.000583
cuda,MBartForConditionalGeneration,2,7.630430,0.000458
cuda,MT5ForConditionalGeneration,16,6.246985,0.000399
cuda,MegatronBertForCausalLM,4,7.574767,0.000261
cuda,MegatronBertForQuestionAnswering,8,7.561311,0.000261
cuda,MobileBertForMaskedLM,64,15.398729,0.000611
cuda,MobileBertForQuestionAnswering,128,15.500550,0.001434
cuda,OPTForCausalLM,2,3.435716,0.000580
cuda,PLBartForCausalLM,8,2.198866,0.000317
cuda,PLBartForConditionalGeneration,4,5.526278,0.000530
cuda,PegasusForCausalLM,32,3.407084,0.000673
cuda,PegasusForConditionalGeneration,32,4.365262,0.000537
cuda,RobertaForCausalLM,16,3.542852,0.000147
cuda,RobertaForQuestionAnswering,16,3.525492,0.000175
cuda,Speech2Text2ForCausalLM,256,1.965086,0.000382
cuda,T5ForConditionalGeneration,4,4.318972,0.000269
cuda,T5Small,4,4.343827,0.000305
cuda,TrOCRForCausalLM,32,3.527995,0.000590
cuda,XGLMForCausalLM,8,5.981945,0.001102
cuda,XLNetLMHeadModel,8,7.347420,0.000386
cuda,YituTechConvBert,16,5.128381,0.000304
