dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio,eager_peak_mem,dynamo_peak_mem,calls_captured,unique_graphs,graph_breaks,unique_graph_breaks
cuda,BERT_pytorch,16,0.8782,66.7320,8.4659,0.8854,2.9107,3.2876,538,1,5,4
cuda,Background_Matting,4,0.1874,977.2157,9.3228,0.8165,11.5193,14.1089,183,1,5,4
cuda,LearningToPaint,96,0.8340,16.4368,2.1447,0.7184,0.9495,1.3218,71,1,5,4
cuda,Super_SloMo,6,0.2462,483.1582,8.1368,0.9035,6.3301,7.0063,374,1,5,4
cuda,alexnet,128,0.9966,12.3263,0.4994,0.8767,1.6078,1.8340,22,1,5,4
cuda,attention_is_all_you_need_pytorch,256,0.9611,75.1769,8.1662,0.9238,4.7293,5.1195,548,1,5,4
cuda,dcgan,32,0.7533,2.3877,0.5184,0.8428,0.0788,0.0935,13,1,5,4
cuda,demucs,4,0.9989,75.1487,1.2882,0.9979,5.1817,5.1928,83,4,7,5
cuda,densenet121,4,0.7188,82.2991,14.2704,0.8497,0.6722,0.7910,431,1,5,4
cuda,dlrm,1024,0.9320,3.8928,0.6297,0.9945,4.3721,4.3964,36,1,4,3
cuda,drq,1,0.7451,3.1122,0.7009,0.9800,0.0588,0.0600,30,2,4,3
cuda,fastNLP_Bert,6,0.9616,61.9575,7.8448,0.9109,5.3672,5.8924,445,6,9,6
cuda,functorch_dp_cifar10,64,1.0233,7.7391,1.6536,0.9209,0.1866,0.2026,69,1,5,4
cuda,gat,0,0.0000
cuda,gcn,0,0.0000
cuda,hf_Albert,8,0.9963,75.2384,5.8883,0.9487,6.5757,6.9312,436,1,4,3
cuda,hf_Bart,4,0.9312,59.2532,12.0471,0.9734,5.7607,5.9180,642,9,15,7
cuda,hf_Bert,4,0.9702,40.3055,7.6339,0.8920,4.1537,4.6563,367,1,4,3
cuda,hf_Bert_large,4,0.9588,95.9148,15.2985,0.8872,9.5187,10.7288,715,1,4,3
cuda,hf_BigBird,2,0.8092,240.7489,32.3987,0.9851,6.1191,6.2116,2905,64,60,8
cuda,hf_DistilBert,8,0.9408,41.4682,3.6169,0.8990,4.3259,4.8121,203,1,4,3
cuda,hf_GPT2,4,0.9541,52.5731,7.0476,0.8882,5.7904,6.5194,635,1,4,3
cuda,hf_GPT2_large,4,0.9619,249.5569,22.9789,0.8611,26.2394,30.4707,1883,1,4,3
cuda,hf_Longformer,2,0.5681,246.0028,27.7582,0.8571,5.5763,6.5063,1710,159,130,9
cuda,hf_Reformer,4,0.9907,82.6745,5.0471,0.7855,1.5092,1.9213,490,45,98,10
cuda,hf_T5,8,0.8153,223.6016,10.2917,0.9409,19.2917,20.5037,795,1,4,3
cuda,hf_T5_large,2,0.8643,225.2632,44.8369,0.8482,17.3599,20.4663,2883,1,4,3
cuda,lennard_jones,1000,0.8315,1.4137,0.3742,1.0000,0.0184,0.0184,9,1,5,4
cuda,mnasnet1_0,32,0.7676,35.1223,5.0355,0.9129,1.5432,1.6904,152,1,5,4
cuda,mobilenet_v2,96,0.8433,82.3386,5.2518,0.7665,7.7621,10.1265,153,1,5,4
cuda,mobilenet_v2_quantized_qat,96,0.8529,169.9542,10.5838,0.8329,11.7486,14.1058,203,1,5,4
cuda,mobilenet_v3_large,32,0.8207,33.1118,5.5445,0.8879,1.6504,1.8588,187,1,5,4
cuda,moco,0,0.0000
cuda,nvidia_deeprecommender,256,0.9658,8.8843,0.5026,0.8886,3.2850,3.6969,13,1,5,4
cuda,phlippe_densenet,128,0.8018,31.1773,5.2808,0.9031,1.3470,1.4916,186,1,5,4
cuda,phlippe_resnet,128,0.7560,10.7070,2.0604,0.8597,0.2265,0.2635,71,1,5,4
cuda,pytorch_CycleGAN_and_pix2pix,1,0.9666,13.7711,2.1829,0.9023,0.5091,0.5642,91,1,5,4
cuda,pytorch_stargan,16,0.9500,24.8573,2.5487,1.0123,1.1983,1.1837,56,1,5,4
cuda,pytorch_struct,200,0.7395,5.0914,0.8763,0.5171,0.7118,1.3767,41,1,5,4
cuda,pytorch_unet,1,0.2734,213.5495,3.6135,0.8208,3.5526,4.3282,71,1,5,4
cuda,resnet152,32,0.8218,100.9998,15.3476,0.9150,6.2670,6.8493,515,1,5,4
cuda,resnet18,16,0.7903,11.7124,2.0764,0.8028,0.5302,0.6605,69,1,5,4
cuda,resnet50,32,0.8760,43.6592,5.2340,0.8775,3.0606,3.4877,175,1,5,4
cuda,resnet50_quantized_qat,32,0.8272,107.1638,10.0345,0.9473,6.6301,6.9988,163,1,5,4
cuda,resnext50_32x4d,8,0.7756,26.3972,5.2578,0.8881,1.2823,1.4439,175,1,5,4
cuda,sage,0,0.0000
cuda,shufflenet_v2_x1_0,128,0.7828,43.3188,5.8930,0.9151,2.8612,3.1266,271,1,5,4
cuda,soft_actor_critic,256,0.6663,1.8993,0.4389,0.9689,0.0329,0.0340,17,2,4,3
cuda,speech_transformer,32,0.8968,60.3316,9.7734,0.9115,1.1026,1.2097,767,9,14,6
cuda,squeezenet1_1,32,1.0084,10.5247,1.1266,0.8293,0.7692,0.9276,66,1,5,4
cuda,tacotron2,0,0.0000
cuda,timm_efficientnet,32,0.7032,52.6162,7.6207,0.7906,3.0650,3.8769,362,1,5,4
cuda,timm_nfnet,128,0.9899,195.4339,8.6845,0.8889,13.2213,14.8736,615,1,5,4
cuda,timm_regnet,32,0.8732,105.3007,9.2135,0.8656,6.6276,7.6564,520,1,5,4
cuda,timm_resnest,32,0.8814,35.1984,2.8313,0.9225,2.3733,2.5728,148,1,5,4
cuda,timm_vision_transformer,32,0.9670,31.5579,5.0357,0.9359,2.5476,2.7221,373,1,5,4
cuda,timm_vovnet,32,0.8207,45.8099,4.9743,0.7570,2.7052,3.5737,208,1,5,4
cuda,torchrec_dlrm,0,0.0000
cuda,tts_angular,64,0.9664,9.6534,0.3298,1.0017,0.3909,0.3902,2,1,6,5
cuda,vgg16,64,1.0000,107.4561,0.6635,0.6744,6.5739,9.7479,40,1,5,4
cuda,yolov3,16,0.8473,117.4031,8.1298,0.8557,7.7353,9.0402,262,1,5,4
