dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,34.088097,29.868966,26.718747,15.678412,4.630507,23.813353,8.539850,5.031310,0.545841,102.218623,13.099416
cuda,beit_base_patch16_224,64,19.826214,17.230310,13.178976,8.185998,1.434335,13.298463,3.257125,1.691969,0.227353,2.881872,6.689196
cuda,botnet26t_256,128,24.483872,21.856008,17.719718,13.265845,2.241195,19.359925,6.135712,2.377562,0.126433,52.394807,8.477431
cuda,cait_m36_384,4,46.929332,37.642269,34.334239,15.069435,5.435080,30.124587,12.405451,6.350387,1.895486,18.833352,21.414412
cuda,coat_lite_mini,128,22.420925,19.788047,16.589318,11.732355,2.011275,23.005669,6.726635,2.622574,0.220818,38.598804,13.434110
cuda,convit_base,64,21.134637,18.410775,14.394042,8.713668,2.258182,15.696569,4.147396,2.071274,0.245805,8.447486,9.402757
cuda,convmixer_768_32,32,19.044044,17.548250,13.482798,5.737950,3.115873,9.881219,2.518152,1.716629,0.254658,7.493016,3.041511
cuda,convnext_base,64,23.767371,18.952129,14.962124,8.569119,2.816563,17.240824,4.593726,2.360722,0.437331,7.011315,11.689548
cuda,crossvit_9_240,128,26.629165,22.970559,18.797075,10.486253,3.073279,22.304071,6.089530,2.933192,0.375997,32.052130,15.147104
cuda,cspdarknet53,64,25.932945,21.168871,18.062141,10.127361,3.026249,15.746464,4.429815,2.363811,0.314427,55.718507,9.126743
cuda,deit_base_distilled_patch16_224,64,18.235794,16.116128,11.920473,7.411722,1.210389,13.685325,2.712270,1.505233,0.185581,4.165821,7.604882
cuda,dla102,128,33.242641,28.880393,25.793511,13.143480,4.792388,19.449596,7.132175,3.514843,0.519195,39.574753,11.470884
cuda,dm_nfnet_f0,128,24.006755,18.893515,15.599542,7.728944,3.453892,15.098837,4.635119,2.091291,0.252017,28.711213,11.349516
cuda,dpn107,32,41.537689,34.182223,30.740483,15.530470,5.729267,23.581895,7.288245,4.006778,0.512710,27.225059,14.217078
cuda,eca_botnext26ts_256,128,25.521231,23.061384,18.880931,13.864135,2.751031,19.387998,5.919271,2.413538,0.147192,60.076783,8.764643
cuda,ese_vovnet19b_dw,128,17.112476,15.283715,10.996402,7.959343,1.346455,13.317174,3.500412,1.438705,0.104533,47.574487,6.807544
cuda,fbnetc_100,128,26.350577,22.670151,19.141659,11.466315,3.010110,16.991747,4.251045,2.501151,0.271813,95.741756,8.758131
cuda,fbnetv3_b,128,37.677404,31.675008,28.506746,15.401433,5.017790,23.526689,7.928645,3.750452,0.612008,104.704803,13.522229
cuda,gernet_l,128,21.323525,17.607672,14.509924,8.072280,2.278625,12.588242,3.091001,1.670591,0.209090,45.654407,6.987757
cuda,ghostnet_100,128,35.727586,30.312230,27.190316,15.614450,4.373418,26.481884,7.188084,4.244090,0.449294,177.455023,15.564758
cuda,gluon_inception_v3,128,34.567425,30.500797,27.382701,16.188816,4.437096,24.536556,8.688175,5.079086,0.555001,100.571912,13.400682
cuda,gluon_xception65,32,37.690200,32.002600,28.129815,12.918340,4.932624,18.116596,6.558299,3.162743,0.662372,31.116790,10.937754
cuda,gmixer_24_224,128,24.406366,20.344901,16.206515,8.730112,2.031980,16.857717,5.467143,2.597317,0.384415,6.241040,10.388430
cuda,gmlp_s16_224,128,24.737983,21.186203,17.028602,9.632210,2.511332,19.011973,4.982958,2.591797,0.369819,12.708493,12.109646
cuda,hrnet_w18,128,94.954067,86.133478,81.883341,38.368133,17.329675,53.867876,26.042582,11.219639,4.837085,84.962790,34.105099
cuda,inception_v3,128,35.770587,31.838241,27.504351,16.283713,4.639494,24.619124,8.666408,5.073778,0.552657,98.444127,13.303988
cuda,jx_nest_base,32,32.633829,27.609877,24.273906,14.593328,3.219051,26.276932,8.955720,3.692289,0.531299,19.679713,15.528910
cuda,lcnet_050,128,17.359285,15.663261,11.825720,8.097269,1.679585,12.255495,2.709414,1.367654,0.113482,69.106006,6.112948
cuda,mixer_b16_224,128,15.036704,13.322450,10.017207,6.392280,1.112844,11.124835,2.102134,1.032431,0.131265,5.303552,5.943987
cuda,mixnet_l,128,33.655945,27.082147,23.716995,13.763245,3.865321,21.888835,5.866377,3.386860,0.470193,101.385319,12.284260
cuda,mnasnet_100,128,22.882705,19.810856,16.369123,10.656827,2.416990,15.538093,3.557912,1.844177,0.193562,90.168471,7.672415
cuda,mobilenetv2_100,128,23.613564,20.490530,17.046242,10.742191,2.544382,16.041011,3.767937,1.864542,0.209501,95.927224,8.033315
cuda,mobilenetv3_large_100,128,23.879877,20.959764,17.492057,11.213762,2.781193,18.219524,4.201738,2.159353,0.231045,115.235459,9.969507
cuda,mobilevit_s,64,36.946058,33.170518,29.785592,22.396798,3.406394,36.610790,12.812561,6.430258,0.326167,128.665818,17.848581
cuda,nfnet_l0,128,22.761583,18.468969,15.102603,7.641260,2.567295,15.308120,4.607080,2.007253,0.249228,37.263487,10.723629
cuda,pit_b_224,64,19.473948,17.163083,13.748739,8.840780,1.494397,15.334764,3.764682,1.756483,0.211887,11.971400,8.131588
cuda,pnasnet5large,16,66.327482,58.470254,54.939216,27.026094,10.842216,40.721867,18.137199,9.506000,1.762534,48.664935,25.339606
cuda,poolformer_m36,64,35.675030,30.486233,27.125197,15.359701,5.334882,28.324773,14.013499,5.882883,0.538838,26.465166,18.638609
cuda,regnety_002,128,21.835384,18.409279,14.998473,9.071963,2.223703,14.541083,3.589934,1.772792,0.221451,67.541472,7.873246
cuda,repvgg_a2,128,21.849957,18.179104,14.813103,8.222117,2.408988,12.162177,3.216719,1.530553,0.197129,27.921787,6.547121
cuda,res2net101_26w_4s,64,54.184374,47.182037,43.775438,21.227769,7.710550,30.846815,13.202219,6.486955,1.440894,56.432760,17.966343
cuda,res2net50_14w_8s,128,50.375026,43.592878,40.208736,19.696029,6.665485,30.686406,12.681357,6.154907,1.178053,35.523207,18.809752
cuda,res2next50,128,30.151692,26.815938,23.328488,12.496999,3.938984,19.574344,6.883706,3.588698,0.461330,35.983788,11.326131
cuda,resmlp_12_224,128,13.500826,11.756073,8.291798,5.781590,0.828559,20.559811,1.968087,1.171402,0.119233,7.280316,15.681813
cuda,resnest101e,64,48.339417,40.916413,37.535591,17.687856,6.608216,28.313478,10.696191,5.555426,1.088455,75.866710,18.407151
cuda,rexnet_100,128,30.936242,26.815819,23.447199,15.266822,3.268788,25.872744,5.834538,2.891433,0.298958,235.366302,14.663138
cuda,sebotnet33ts_256,64,29.901642,26.307283,22.855454,16.478154,3.367042,23.584153,7.768420,3.464052,0.199207,70.913518,10.669097
cuda,selecsls42b,128,19.262734,17.367712,14.008508,9.100918,1.905381,15.402722,4.227535,1.953339,0.156394,56.276350,8.351561
cuda,spnasnet_100,128,25.490871,21.891891,18.532901,11.375105,2.968564,17.231174,4.309033,2.490068,0.260198,92.476907,9.048021
cuda,swin_base_patch4_window7_224,64,39.951508,33.934598,30.554383,18.620912,4.041358,34.442124,12.442918,5.399195,0.607749,37.029445,20.493404
cuda,swsl_resnext101_32x16d,32,30.027681,26.114871,22.651817,10.229357,4.433604,14.924069,5.002342,2.592675,0.434704,11.234659,9.479213
cuda,tf_efficientnet_b0,128,25.519015,21.993827,18.510000,11.402787,2.794222,19.224967,5.036132,2.382455,0.276122,105.816127,10.825868
cuda,tf_mixnet_l,128,34.227104,27.546887,24.196662,14.250229,3.855419,22.883007,6.244342,3.602309,0.471650,101.098247,12.785893
cuda,tinynet_a,128,28.187909,24.213975,20.765964,12.466327,3.518892,19.688222,5.307723,2.661488,0.343031,109.860730,11.233290
cuda,tnt_s_patch16_224,128,29.422831,24.928786,21.524478,10.823169,3.156073,19.756086,6.375077,3.142669,0.600357,12.949869,12.382336
cuda,twins_pcpvt_base,64,38.348854,31.366095,28.035283,14.706157,4.809079,27.602158,9.830344,4.459869,0.995882,58.894237,18.092769
cuda,visformer_small,128,18.954471,17.100327,13.661578,8.938834,2.154263,13.720723,2.814593,1.372533,0.162601,31.545271,7.085702
cuda,vit_base_patch16_224,64,17.004521,14.802637,11.308968,7.003993,1.416586,12.456474,2.305667,1.375367,0.177187,3.802198,6.989448
cuda,volo_d1_224,64,26.935998,23.263853,19.812351,11.771855,3.088379,20.744991,6.516703,3.309364,0.398766,21.383248,12.295184
cuda,xcit_large_24_p8_224,5,47.774865,39.540753,36.067765,17.046330,7.611562,32.467953,13.438025,6.587099,1.673388,31.673717,23.583064
