dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,adv_inception_v3,128,1.361934,6.153021
cuda,botnet26t_256,128,1.170254,2.635478
cuda,cait_m36_384,2,4.266292,20.767304
cuda,convmixer_768_32,32,1.166893,4.319658
cuda,convnext_base,32,1.870082,6.801932
cuda,crossvit_9_240,64,1.843128,7.080131
cuda,cspdarknet53,64,1.675306,4.063992
cuda,deit_base_distilled_patch16_224,64,1.176266,3.895061
cuda,densenet121,64,2.963187,9.858798
cuda,dla102,64,1.687047,7.432867
cuda,dm_nfnet_f0,128,2.301592,5.952657
cuda,dpn107,32,2.933941,9.161178
cuda,eca_botnext26ts_256,64,1.233102,3.007178
cuda,eca_halonext26ts,64,1.346168,3.365896
cuda,ecaresnet101d,64,2.152472,9.484940
cuda,ese_vovnet19b_dw,128,0.900314,1.961131
cuda,fbnetc_100,128,1.493551,3.642156
cuda,fbnetv3_b,128,2.491170,6.605124
cuda,gernet_l,128,1.479131,3.354353
cuda,ghostnet_100,128,1.389940,6.042509
cuda,gluon_inception_v3,128,1.396093,6.381768
cuda,gluon_senet154,32,3.547675,18.271533
cuda,gluon_xception65,32,1.806789,7.990885
cuda,gmixer_24_224,64,1.759190,7.184551
cuda,gmlp_s16_224,64,1.642798,6.204139
cuda,hardcorenas_a,128,1.174006,2.552142
cuda,hrnet_w18,2,5.464916,30.349530
cuda,inception_v3,128,1.481177,6.481074
cuda,lcnet_050,128,0.873217,1.627311
cuda,legacy_senet154,32,3.187315,18.229720
cuda,mixer_b16_224,64,0.997440,2.690492
cuda,mixnet_l,64,4.085125,8.107773
cuda,mnasnet_100,128,1.247526,2.997200
cuda,mobilenetv2_100,128,1.229263,2.786793
cuda,mobilenetv3_large_100,128,1.249914,3.274778
cuda,nasnetalarge,16,5.666408,33.983642
cuda,nfnet_l0,64,1.956283,6.029634
cuda,pnasnet5large,16,4.422669,23.136723
cuda,poolformer_m36,64,2.151513,6.939279
cuda,regnety_002,128,1.335235,3.839880
cuda,repvgg_a2,128,1.432668,2.796276
cuda,res2net101_26w_4s,64,2.788453,14.972854
cuda,res2net50_14w_8s,2,2.426906,12.923716
cuda,res2next50,2,1.389425,6.087924
cuda,resmlp_12_224,128,0.927468,2.328408
cuda,resnest101e,32,3.205712,14.572829
cuda,resnet18,128,0.597442,1.062765
cuda,rexnet_100,128,1.557500,4.581599
cuda,sebotnet33ts_256,64,1.419082,3.982913
cuda,selecsls42b,128,0.803137,2.407996
cuda,spnasnet_100,128,1.499597,3.647161
cuda,swsl_resnext101_32x16d,32,1.638319,6.817986
cuda,tf_efficientnet_b0,128,1.605892,4.722333
cuda,tf_mixnet_l,64,4.366298,8.169112
cuda,tinynet_a,128,1.715061,5.612982
cuda,tnt_s_patch16_224,64,2.321770,10.221796
cuda,visformer_small,128,1.068927,3.412100
cuda,vit_base_patch16_224,64,1.120985,3.699085
cuda,volo_d1_224,64,1.795253,7.066992
cuda,xcit_large_24_p8_224,5,3.583199,17.953267
