dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,12.052184,10.459329,4.530030,1.727043,8.753598,3.379849,1.182888,0.155298,1.473510,6.030942
cuda,AlbertForQuestionAnswering,4,12.220972,10.616360,4.592408,1.706225,9.013173,3.368745,1.160877,0.148028,1.105833,6.206104
cuda,AllenaiLongformerBase,4,62.013276,53.259907,31.628414,6.326367,39.071234,17.628214,5.934964,0.451942,3.132488,14.112636
cuda,BartForCausalLM,4,16.897454,13.760596,6.944445,2.018821,10.000702,3.644207,1.573261,0.275580,1.447677,5.176053
cuda,BartForConditionalGeneration,2,42.075080,34.398535,17.441609,6.036939,21.836907,9.563734,3.909571,1.054908,1.230830,11.300176
cuda,BertForMaskedLM,16,16.793242,13.570110,6.517951,2.300626,9.296938,3.849776,1.625747,0.293867,2.080347,5.408831
cuda,BertForQuestionAnswering,16,16.958811,13.712737,6.615446,2.285979,9.338783,3.564291,1.889002,0.288155,1.673539,5.356696
cuda,BlenderbotForCausalLM,4,32.473571,25.653239,12.766826,4.422364,17.178183,7.114668,3.477835,0.696878,4.120210,9.035109
cuda,BlenderbotSmallForCausalLM,64,10.791548,8.817507,4.313472,1.495694,6.515116,2.435829,1.086224,0.175130,3.766250,2.110490
cuda,BlenderbotSmallForConditionalGeneration,64,28.162222,22.923157,11.138684,3.826817,15.146473,7.067814,2.671537,0.582057,1.838030,8.024144
cuda,CamemBert,16,16.899940,13.636837,6.569906,2.310014,9.196922,3.591028,1.885415,0.288856,0.990725,5.281410
cuda,DebertaForMaskedLM,4,29.782369,23.172010,14.146817,2.767312,17.959110,5.151640,2.239626,0.365738,2.549083,6.804493
cuda,DebertaForQuestionAnswering,8,29.763092,23.133054,14.126117,2.741880,18.098717,5.178024,2.247898,0.359068,2.761485,6.937888
cuda,DebertaV2ForMaskedLM,1,44.262162,31.785943,16.802142,3.687258,20.019045,5.773784,3.136112,0.638143,1.655075,7.280906
cuda,DebertaV2ForQuestionAnswering,2,43.763149,31.733373,16.784889,4.243297,20.715371,7.156503,3.513489,0.640487,0.504014,8.549942
cuda,DistilBertForMaskedLM,128,10.368258,8.969820,5.216609,1.092950,6.841903,2.086806,0.873368,0.132689,3.773118,2.990641
cuda,DistilBertForQuestionAnswering,256,10.580913,8.943994,5.122119,1.102019,7.081342,2.135841,0.880103,0.128728,2.940132,3.115781
cuda,DistillGPT2,16,11.324463,9.939077,6.456003,1.126321,8.306840,2.135255,1.062508,0.117684,2.901359,3.025187
cuda,ElectraForCausalLM,32,18.459089,15.162636,8.007752,2.301301,14.012843,4.198211,1.675110,0.296706,3.925152,8.421242
cuda,ElectraForQuestionAnswering,64,17.138209,13.869983,6.711240,2.302257,11.724427,3.905730,1.645014,0.295431,2.327112,7.655676
cuda,GPT2ForSequenceClassification,4,17.827063,14.959141,8.503755,2.427755,10.359245,3.633091,1.542307,0.256466,2.455187,4.663209
cuda,GoogleFnet,16,11.984035,10.282682,6.711002,1.360601,10.380789,1.894635,1.026437,0.134823,1.788701,5.101011
cuda,LayoutLMForMaskedLM,16,18.808109,15.268974,8.022702,2.178252,10.907675,3.969150,1.665339,0.294354,2.573694,5.362029
cuda,LayoutLMForSequenceClassification,16,19.385407,15.881963,8.725376,2.218715,13.312819,5.168611,1.963661,0.295094,7.544788,7.111325
cuda,M2M100ForConditionalGeneration,16,40.867447,33.042825,15.595984,5.115398,22.548205,9.739186,4.016374,0.792281,8.642083,12.328981
cuda,MBartForCausalLM,4,18.561722,15.565889,8.528358,2.030922,11.556916,3.690092,1.591310,0.275378,1.321376,5.160416
cuda,MBartForConditionalGeneration,2,42.606329,34.690155,17.066912,6.881782,21.598481,9.856467,4.123477,1.096481,0.490134,11.685394
cuda,MT5ForConditionalGeneration,16,28.577452,23.247996,10.782844,3.698079,15.308601,6.670153,2.487414,0.537232,21.933754,8.410442
cuda,MegatronBertForCausalLM,4,32.409957,25.960333,12.149071,5.302140,15.997701,7.861571,3.200756,0.727875,1.835853,9.622977
cuda,MegatronBertForQuestionAnswering,8,32.439906,25.996203,12.179572,4.710967,16.757881,8.351868,3.179832,0.747597,1.559236,9.765887
cuda,MobileBertForMaskedLM,64,36.612316,29.479226,8.328952,5.569778,21.612445,10.666839,4.677711,2.608517,3.805753,19.172327
cuda,MobileBertForQuestionAnswering,128,36.444241,29.310439,8.161634,5.572815,21.397768,10.604193,4.655320,2.515902,2.305296,19.130608
cuda,OPTForCausalLM,2,17.056906,13.959389,7.332763,2.243384,10.033381,3.918973,1.679769,0.278952,1.719967,5.044058
cuda,PLBartForCausalLM,8,10.751231,9.192400,5.484738,1.093730,7.410531,1.854285,1.061244,0.130957,1.200195,3.285468
cuda,PLBartForConditionalGeneration,4,22.045784,18.188123,9.079543,3.015069,13.224428,5.281633,2.482293,0.421049,1.660733,7.298140
cuda,PegasusForCausalLM,32,17.245415,14.183784,7.667847,2.293750,10.825020,3.682966,1.591031,0.283132,1.548375,5.554037
cuda,PegasusForConditionalGeneration,32,30.493150,26.958574,11.364252,4.631818,17.293504,7.553777,3.333153,0.712441,0.656698,10.781293
cuda,RobertaForCausalLM,16,16.928486,13.720365,6.683365,2.313604,9.157328,3.898480,1.643623,0.293004,1.391241,5.128961
cuda,RobertaForQuestionAnswering,16,16.877683,13.665728,6.652467,2.286398,9.062608,3.813027,1.609794,0.286156,0.637928,5.039585
cuda,Speech2Text2ForCausalLM,256,10.787509,9.157206,5.731387,0.943029,8.550665,1.864803,0.977175,0.125482,1.084942,3.815811
cuda,T5ForConditionalGeneration,4,20.756001,17.299730,8.333889,2.575261,11.461183,4.457222,1.806434,0.335298,7.013824,5.831190
cuda,T5Small,4,20.884401,17.409563,8.710882,2.908465,11.483321,4.489982,1.826561,0.336210,7.112415,5.806687
cuda,TrOCRForCausalLM,32,16.776002,13.673958,6.928480,1.983838,10.080581,3.698543,1.571005,0.278613,1.103600,5.236188
cuda,XGLMForCausalLM,8,34.910230,29.010527,14.777356,4.847999,19.957978,8.681839,3.374628,0.824969,21.418227,11.078069
cuda,XLNetLMHeadModel,8,47.772793,40.549957,19.557480,7.663415,23.883224,13.385898,3.759292,0.926030,10.382763,12.660318
cuda,YituTechConvBert,16,25.324093,20.312347,9.725187,3.890819,15.006022,6.090448,2.407887,0.486214,9.302598,9.336935
