dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,BERT_pytorch,16,1.758963,4.691811
cuda,Background_Matting,4,0.819298,3.327853
cuda,LearningToPaint,96,0.536862,0.904089
cuda,Super_SloMo,6,0.995866,2.893221
cuda,alexnet,128,0.346935,0.260282
cuda,attention_is_all_you_need_pytorch,256,1.527000,5.332074
cuda,dcgan,32,0.338725,0.187694
cuda,demucs,4,0.590124
cuda,densenet121,4,1.890829,8.533520
cuda,drq,1,0.385479,0.269978
cuda,fastNLP_Bert,6,1.725019,4.135643
cuda,hf_Albert,8,1.305772,4.255686
cuda,hf_Bart,4,1.764014,5.038636
cuda,hf_Bert,4,1.580400,3.676171
cuda,hf_DistilBert,8,0.781182,1.906491
cuda,hf_GPT2,4,1.628026,3.698779
cuda,hf_Reformer,4,1.807604,0.122608
cuda,mnasnet1_0,32,0.834218,2.434417
cuda,mobilenet_v2,96,0.836265,2.321482
cuda,mobilenet_v3_large,32,0.909564,2.650103
cuda,moco,32,1.826342,0.016423
cuda,nvidia_deeprecommender,256,0.355352,0.110954
cuda,pytorch_CycleGAN_and_pix2pix,1,0.529566,1.696424
cuda,pytorch_stargan,16,0.547437,1.499097
cuda,pytorch_struct,200,0.425753,0.425990
cuda,pytorch_unet,1,0.573639,0.974408
cuda,resnet18,16,0.528781,0.963821
cuda,resnet50,32,0.876369,2.627158
cuda,resnext50_32x4d,8,0.877420,2.656260
cuda,shufflenet_v2_x1_0,128,0.966987,2.947113
cuda,soft_actor_critic,256,0.306381,0.095850
cuda,squeezenet1_1,32,0.472586,0.899366
cuda,timm_efficientdet,1,12.567152,18.906395
cuda,timm_efficientnet,32,1.361239,3.701130
cuda,timm_regnet,32,1.774505,4.777580
cuda,timm_resnest,32,0.600022,1.461043
cuda,timm_vision_transformer,8,0.959693,2.807627
cuda,timm_vovnet,32,0.994049,1.984057
cuda,tts_angular,64,0.463221,0.043425
cuda,vgg16,64,0.399330,0.519429
cuda,yolov3,16,5.973108,5.013302
