dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,adv_inception_v3,128,5.150781,0.000718
cuda,beit_base_patch16_224,64,3.781664,0.000599
cuda,botnet26t_256,128,2.455423,0.000452
cuda,cait_m36_384,4,15.867507,0.001838
cuda,coat_lite_mini,128,2.849625,0.000494
cuda,convit_base,64,3.314532,0.000523
cuda,convmixer_768_32,32,1.501067,0.000130
cuda,convnext_base,64,5.864547,0.000885
cuda,crossvit_9_240,128,5.191829,0.000764
cuda,cspdarknet53,64,4.604062,0.000797
cuda,deit_base_distilled_patch16_224,64,2.690840,0.000518
cuda,dla102,128,5.901949,0.000756
cuda,dm_nfnet_f0,128,4.752191,0.000707
cuda,dpn107,32,8.139246,0.001270
cuda,eca_botnext26ts_256,128,2.498078,0.000481
cuda,eca_halonext26ts,128,2.607244,0.000500
cuda,ese_vovnet19b_dw,128,1.903573,0.000363
cuda,fbnetc_100,128,4.339090,0.000768
cuda,fbnetv3_b,128,7.676753,0.001172
cuda,gernet_l,128,3.958341,0.000703
cuda,ghostnet_100,128,6.469081,0.000669
cuda,gluon_inception_v3,128,5.079734,0.000694
cuda,gluon_xception65,32,7.354135,0.000929
cuda,gmixer_24_224,128,5.138534,0.000805
cuda,gmlp_s16_224,128,5.115008,0.000792
cuda,hrnet_w18,128,7.005921,0.000438
cuda,inception_v3,128,5.053518,0.000731
cuda,jx_nest_base,32,5.682604,0.000840
cuda,lcnet_050,128,1.950872,0.000388
cuda,mixer_b16_224,128,2.324500,0.000417
cuda,mixnet_l,128,6.835089,0.001000
cuda,mnasnet_100,128,3.581710,0.000706
cuda,mobilenetv2_100,128,3.511866,0.000640
cuda,mobilenetv3_large_100,128,3.712440,0.000712
cuda,mobilevit_s,64,4.407000,0.000694
cuda,nfnet_l0,128,4.393134,0.000660
cuda,pit_b_224,64,3.123883,0.000485
cuda,pnasnet5large,16,5.275222,0.000341
cuda,poolformer_m36,64,6.451263,0.001015
cuda,regnety_002,128,3.697613,0.000662
cuda,repvgg_a2,128,3.925917,0.000674
cuda,res2net101_26w_4s,64,11.306181,0.001287
cuda,res2net50_14w_8s,128,9.465533,0.001122
cuda,res2next50,128,4.737689,0.000674
cuda,resmlp_12_224,128,2.195113,0.000426
cuda,resnest101e,64,11.458508,0.001252
cuda,rexnet_100,128,4.632497,0.000729
cuda,sebotnet33ts_256,64,3.407865,0.000604
cuda,selecsls42b,128,2.055917,0.000324
cuda,spnasnet_100,128,4.241343,0.000711
cuda,swin_base_patch4_window7_224,64,7.321309,0.001050
cuda,swsl_resnext101_32x16d,32,5.661232,0.000715
cuda,tf_efficientnet_b0,128,4.420514,0.000750
cuda,tf_mixnet_l,128,7.315864,0.001028
cuda,tinynet_a,128,5.119243,0.000837
cuda,tnt_s_patch16_224,128,6.736002,0.001012
cuda,twins_pcpvt_base,64,11.040812,0.001358
cuda,visformer_small,128,2.220382,0.000381
cuda,vit_base_patch16_224,64,2.627894,0.000460
cuda,volo_d1_224,64,4.493748,0.000714
cuda,xcit_large_24_p8_224,5,13.659056,0.001592
