dev,name,batch_size,speedup
cuda,adv_inception_v3,128,0.9984
cuda,beit_base_patch16_224,64,0.9755
cuda,botnet26t_256,128,0.9511
cuda,cait_m36_384,2,0.7565
cuda,coat_lite_mini,128,0.9986
cuda,convit_base,0,0.0000
cuda,convmixer_768_32,32,0.9998
cuda,convnext_base,0,0.0000
cuda,crossvit_9_240,64,0.9225
cuda,cspdarknet53,64,0.8409
cuda,deit_base_distilled_patch16_224,64,0.9981
cuda,densenet121,64,0.8956
cuda,dla102,64,1.0005
cuda,dm_nfnet_f0,128,1.0071
cuda,dpn107,32,0.8080
cuda,eca_botnext26ts_256,128,0.8265
cuda,eca_halonext26ts,128,0.8305
cuda,ecaresnet101d,64,0.9963
cuda,ese_vovnet19b_dw,128,0.9066
cuda,fbnetc_100,128,0.8417
cuda,fbnetv3_b,128,0.8232
cuda,gernet_l,128,0.8494
cuda,ghostnet_100,128,0.9991
cuda,gluon_inception_v3,128,0.9983
cuda,gluon_senet154,32,0.9655
cuda,gluon_xception65,32,0.9984
cuda,gmixer_24_224,64,0.8795
cuda,gmlp_s16_224,64,0.9937
cuda,hardcorenas_a,128,0.9139
cuda,hrnet_w18,128,0.9987
cuda,inception_v3,128,0.9986
cuda,jx_nest_base,64,0.9994
cuda,lcnet_050,128,0.8714
cuda,legacy_senet154,32,0.9625
cuda,levit_128,128,0.8726
cuda,mixer_b16_224,64,0.9991
cuda,mixnet_l,64,0.8290
cuda,mnasnet_100,128,0.8571
cuda,mobilenetv2_100,128,0.8744
cuda,mobilenetv3_large_100,128,0.8684
cuda,mobilevit_s,64,0.8074
cuda,nasnetalarge,16,1.0026
cuda,nfnet_l0,128,0.8154
cuda,pit_b_224,64,0.9986
cuda,pnasnet5large,16,1.0090
cuda,poolformer_m36,64,0.9988
cuda,regnety_002,128,0.9098
cuda,repvgg_a2,128,0.8280
cuda,res2net101_26w_4s,64,0.9859
cuda,res2net50_14w_8s,128,0.9996
cuda,res2next50,128,0.9988
cuda,resmlp_12_224,128,1.0021
cuda,resnest101e,32,0.9543
cuda,resnet18,128,0.9978
cuda,rexnet_100,128,0.8542
cuda,sebotnet33ts_256,64,0.8182
cuda,selecsls42b,128,0.9985
cuda,spnasnet_100,128,0.8264
cuda,swin_base_patch4_window7_224,64,0.9990
cuda,swsl_resnext101_32x16d,32,0.9948
cuda,tf_efficientnet_b0,128,0.7932
cuda,tf_mixnet_l,64,0.8347
cuda,tinynet_a,128,0.7571
cuda,tnt_s_patch16_224,64,0.9969
cuda,twins_pcpvt_base,32,0.8316
cuda,visformer_small,128,0.9999
cuda,vit_base_patch16_224,64,0.9987
cuda,volo_d1_224,64,0.9977
cuda,xcit_large_24_p8_224,0,0.0000
