dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,BERT_pytorch,16,0.8227,8.7500,0.8680
cuda,Background_Matting,4,1.0159,5.2375,0.9670
cuda,LearningToPaint,96,0.9752,2.1132,0.7529
cuda,Super_SloMo,6,0.9962,5.4981,0.9672
cuda,alexnet,128,0.9956,0.6046,0.8304
cuda,attention_is_all_you_need_pytorch,256,0.9070,8.3502,0.9417
cuda,dcgan,32,0.9097,0.5298,0.8126
cuda,demucs,4,1.0001,0.3515,1.0005
cuda,densenet121,4,0.8962,14.6829,0.8640
cuda,dlrm,2048,0.9208,0.9190,0.9914
cuda,drq,1,0.8010,0.6336,0.8570
cuda,fastNLP_Bert,6,0.8941,7.7347,0.8863
cuda,functorch_dp_cifar10,64,0.9361,2.0834,0.8171
cuda,hf_Albert,8,0.9577,7.2565,0.9358
cuda,hf_Bart,4,0.8204,9.5913,0.8142
cuda,hf_Bert,4,0.8402,7.8364,0.8516
cuda,hf_BigBird,2,0.7995,14.8174,0.9652
cuda,hf_DistilBert,8,0.9724,3.5365,0.8711
cuda,hf_GPT2,4,0.9874,6.9871,0.8501
cuda,hf_GPT2_large,4,0.9943,23.5466,0.8535
cuda,hf_Longformer,0,0.0000
cuda,hf_Reformer,4,0.9981,4.5840,0.9965
cuda,hf_T5,8,0.9425,10.1731,0.9361
cuda,hf_T5_large,2,0.8611,48.2731,0.8480
cuda,lennard_jones,1000,0.7515,0.4029,1.0017
cuda,mnasnet1_0,32,0.9865,5.0463,0.8833
cuda,mobilenet_v2,96,0.9870,4.8356,0.7731
cuda,mobilenet_v3_large,32,0.9747,5.4601,0.8761
cuda,moco,0,0.0000
cuda,nvidia_deeprecommender,256,0.9968,0.4974,0.8678
cuda,pytorch_CycleGAN_and_pix2pix,1,0.8953,2.6759,0.8593
cuda,pytorch_stargan,16,1.0101,2.5065,0.9837
cuda,pytorch_struct,0,0.0000
cuda,pytorch_unet,1,0.9899,2.4451,0.8651
cuda,resnet18,16,0.9454,2.0852,0.7831
cuda,resnet50,32,0.9854,5.3352,0.8678
cuda,resnext50_32x4d,8,0.9071,5.5415,0.8655
cuda,shufflenet_v2_x1_0,128,0.9957,5.8385,0.8740
cuda,soft_actor_critic,256,0.7377,0.4146,0.8575
cuda,speech_transformer,32,0.8271,9.8145,0.9029
cuda,squeezenet1_1,32,0.9229,1.5670,0.8191
cuda,tacotron2,64,0.7662,27.8391,0.4034
cuda,timm_efficientdet,1,0.7978,43.5562,0.8393
cuda,timm_efficientnet,32,0.7902,7.5973,0.7738
cuda,timm_nfnet,128,0.9959,8.8273,0.9055
cuda,timm_regnet,32,0.9181,9.7790,0.8445
cuda,timm_resnest,32,1.0117,3.0798,0.8913
cuda,timm_vision_transformer,8,0.8610,5.2422,0.8772
cuda,timm_vision_transformer_large,8,0.9922,16.9935,0.8071
cuda,timm_vovnet,32,0.8751,4.9179,0.7690
cuda,tts_angular,64,0.9333,0.3128,1.0037
cuda,vgg16,64,0.9974,1.0104,0.7280
cuda,yolov3,16,0.9909,9.3373,0.8354
