dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,4.345612,23.398074,9.676451,3.127978,14.999418,8.391744,3.538360,0.300152,1.231051,9.868918
cuda,botnet26t_256,128,1.851538,12.744909,7.496253,2.117355,11.183059,5.913506,2.065311,0.122756,0.668469,6.550093
cuda,cait_m36_384,2,22.391217,35.612420,9.187135,4.910602,18.088442,11.365854,4.777642,0.579079,0.695179,14.881675
cuda,coat_lite_mini,128,2.120379,11.531742,4.638412,2.640072,13.637676,6.239153,2.336654,0.162618,0.223291,11.966962
cuda,convit_base,32,2.408966,15.267030,7.655677,2.364414,16.453096,4.847724,1.914230,0.194144,0.834608,12.126328
cuda,convmixer_768_32,32,3.660550,13.194148,3.317342,1.330632,4.508509,2.617169,1.105855,0.176752,0.924229,3.577042
cuda,convnext_base,32,5.186928,16.827018,5.727400,2.751772,20.265933,8.248008,3.062699,0.266624,1.181056,18.654529
cuda,cspdarknet53,64,4.415678,15.565465,5.757616,1.809231,8.035471,4.224990,1.724535,0.207961,0.309977,4.840971
cuda,dla102,64,5.228822,23.087602,7.161730,2.350481,11.771803,6.813414,2.568203,0.293596,0.427819,7.598968
cuda,dm_nfnet_f0,128,3.922109,18.431628,5.621263,2.117680,8.805782,5.574567,1.460094,0.207538,0.993670,6.846751
cuda,dpn107,32,7.776135,28.178030,8.931964,2.928338,14.654562,7.780560,2.835518,0.339764,1.440570,10.352122
cuda,eca_botnext26ts_256,64,1.960522,13.322779,7.666227,2.414498,10.900049,6.253239,2.489588,0.135990,0.552196,6.285642
cuda,eca_halonext26ts,64,2.005049,15.933427,9.844032,2.706456,15.070321,9.515747,2.780016,0.142544,0.841479,8.866699
cuda,ese_vovnet19b_dw,128,1.397969,8.088406,4.239969,0.852951,6.335016,3.342907,1.312839,0.106747,0.197141,3.360786
cuda,fbnetc_100,128,3.647002,14.414062,5.706433,1.645434,8.175913,3.820325,1.700747,0.198637,0.796815,5.041090
cuda,fbnetv3_b,128,6.910981,24.777678,9.169489,3.215060,13.562335,7.755032,2.766873,0.360171,1.275306,9.105535
cuda,gernet_l,128,3.300133,11.868875,3.886579,1.296141,5.572554,2.894445,1.232140,0.165910,0.725005,3.818098
cuda,ghostnet_100,128,5.197318,21.515430,8.824217,2.624580,14.301262,7.167540,3.448079,0.297333,0.382430,8.652853
cuda,gluon_inception_v3,128,4.420984,23.121163,9.167042,3.195119,13.897015,8.484326,3.546169,0.296430,1.226243,9.336967
cuda,gluon_xception65,32,7.710825,25.377155,7.172506,2.915269,10.389788,6.412237,2.120764,0.351095,1.282532,7.655783
cuda,gmixer_24_224,64,4.197729,12.243344,3.290485,1.650521,8.212073,5.337709,1.784429,0.213802,0.429668,7.147090
cuda,gmlp_s16_224,64,4.172074,16.563837,6.001818,2.247540,11.862169,8.026032,2.443767,0.203569,0.360389,8.653342
cuda,hrnet_w18,2,47.090019,75.572154,16.187869,6.341086,28.844751,19.545375,5.633873,0.833679,3.331935,22.958628
cuda,inception_v3,128,4.375495,22.929554,9.122337,3.137408,13.967840,8.557975,3.551843,0.296608,1.226946,9.396360
cuda,jx_nest_base,32,5.016974,22.428382,9.552104,3.908257,18.098097,11.178184,3.792871,0.350396,1.296224,13.954694
cuda,lcnet_050,128,1.375919,8.089233,3.752424,1.027910,5.112960,2.724575,1.071478,0.111151,0.469413,2.922915
cuda,mixer_b16_224,64,1.569942,7.744677,2.227824,1.182542,4.875691,2.999550,0.997861,0.103367,0.622030,4.546185
cuda,mixnet_l,64,8.453267,19.957526,7.460663,2.402169,12.466986,6.252527,2.694902,0.344851,0.366668,7.944157
cuda,mnasnet_100,128,2.677236,11.881619,4.887896,1.598527,6.568939,3.348298,1.471230,0.163494,0.663157,4.043704
