dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,BERT_pytorch,16,1.0090,1.4542,1.0016
cuda,Background_Matting,4,0.9996,0.7547,1.0195
cuda,LearningToPaint,96,1.0018,0.4097,1.0000
cuda,Super_SloMo,6,0.9991,0.8317,1.0035
cuda,alexnet,128,0.9992,0.1937,0.9445
cuda,attention_is_all_you_need_pytorch,256,1.0065,1.1168,1.0037
cuda,dcgan,32,0.9897,0.1987,0.9723
cuda,demucs,4,0.9975,0.3575,1.0005
cuda,densenet121,4,1.0015,1.7474,1.0000
cuda,dlrm,2048,0.9927,0.4626,1.0000
cuda,drq,1,0.9984,0.1866,1.0000
cuda,fastNLP_Bert,6,0.9975,1.4130,1.0000
cuda,functorch_dp_cifar10,64,1.0003,0.3304,1.0000
cuda,hf_Albert,8,1.0007,1.1053,1.0000
cuda,hf_Bart,4,1.0153,1.4410,1.0004
cuda,hf_Bert,4,1.0371,1.2966,0.9998
cuda,hf_BigBird,2,0.9931,7.1456,1.0030
cuda,hf_DistilBert,8,0.9987,0.5098,0.9992
cuda,hf_GPT2,4,1.0200,1.2752,1.0008
cuda,hf_GPT2_large,4,1.0004,4.7511,0.9995
cuda,hf_Longformer,2,0.9650,4.9885,1.0006
cuda,hf_Reformer,4,0.9983,2.1925,0.3924
cuda,hf_T5,8,0.9998,2.0197,1.0000
cuda,hf_T5_large,2,1.0208,12.1530,1.0000
cuda,lennard_jones,1000,0.9569,0.1850,0.9962
cuda,mnasnet1_0,32,0.9969,0.6936,1.0005
cuda,mobilenet_v2,96,0.9987,0.6457,1.0002
cuda,mobilenet_v3_large,32,1.0021,0.7474,0.9998
cuda,moco,32,0.9961,1.7727,1.0040
cuda,nvidia_deeprecommender,256,0.9988,0.2173,0.9432
cuda,pytorch_CycleGAN_and_pix2pix,1,0.9987,0.4271,0.9977
cuda,pytorch_stargan,16,0.9962,0.3771,1.0012
cuda,pytorch_struct,200,0.9902,0.2563,1.0000
cuda,pytorch_unet,1,0.9991,0.4099,0.9966
cuda,resnet18,16,0.9957,0.3996,1.0018
cuda,resnet50,32,1.0022,0.7362,1.0005
cuda,resnext50_32x4d,8,1.0022,0.7596,1.0019
cuda,shufflenet_v2_x1_0,128,0.9998,0.8030,0.9998
cuda,soft_actor_critic,256,0.9824,0.2488,1.0000
cuda,speech_transformer,32,1.0220,1.6356,0.9978
cuda,squeezenet1_1,32,0.9939,0.2873,1.0000
cuda,tacotron2,64,0.9771,12.4020,0.9948
cuda,timm_efficientdet,1,0.9818,18.7512,1.0321
cuda,timm_efficientnet,32,0.9554,1.5579,1.0007
cuda,timm_nfnet,128,0.9995,1.7221,0.9798
cuda,timm_regnet,32,0.9782,1.9936,1.0005
cuda,timm_resnest,32,1.0020,0.5451,1.0000
cuda,timm_vision_transformer,8,1.0083,0.7987,1.0005
cuda,timm_vision_transformer_large,8,0.9994,2.1793,0.9991
cuda,timm_vovnet,32,0.9146,1.3646,1.0042
cuda,tts_angular,64,1.0328,0.2604,1.0037
cuda,vgg16,64,0.9995,0.2179,0.9918
cuda,yolov3,16,0.9990,2.6295,0.9977
