dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.810479,7.258425,2.963895,10.711982,4.228496,1.641101,0.312123,8.653523,6.540766
cuda,Background_Matting,4,1.712785,6.538706,2.706368,11.931103,5.209813,2.170107,0.219753,7.877791,8.190951
cuda,LearningToPaint,96,0.720457,4.260326,1.269915,6.592553,1.501548,0.623421,0.077767,23.156657,3.639454
cuda,Super_SloMo,6,1.978761,8.085818,3.387191,10.801367,5.558229,2.129727,0.139307,6.191529
cuda,alexnet,128,0.138981,1.712169,0.224177,3.023427,0.918772,0.277516,0.015320,1.541609
cuda,attention_is_all_you_need_pytorch,256,2.249302,7.398602,2.136120,10.459241,4.509784,1.770060,0.359921,9.268379,5.319065
cuda,dcgan,32,0.137805,2.015766,0.193585,2.676600,0.213858,0.093172,0.012992,6.399383,0.862194
cuda,demucs,4,0.274848
cuda,densenet121,4,4.131880,20.137169,7.830609,35.611789,17.486427,6.580486,0.775973,337.678281,23.574597
cuda,dlrm,1024,0.265094,1.203426,0.175899,2.167016,0.374944,0.124537,0.015024,1.147553
cuda,drq,1,0.246878,1.803456,0.149344,2.931999,0.169133,0.084835,0.015305,1.286225
cuda,fastNLP_Bert,6,2.757728,8.469634,2.179536,11.609367,4.057315,1.672790,0.306958,4.296281,5.431574
cuda,hf_Albert,8,2.224051,3.728767,1.876285,7.104289,3.281725,1.155534,0.145611,5.340224,2.998390
cuda,hf_Bart,4,3.199903,8.984578,3.147936,13.075380,4.935026,2.008966,0.401777,4.116999,7.610434
cuda,hf_Bert,4,2.865522,5.489748,2.431376,8.176103,3.831325,1.539444,0.289065,5.437735,0.398269
cuda,hf_DistilBert,8,1.191320,3.397348,1.277727,5.534883,1.989263,0.836815,0.122263,3.469281,2.095593
cuda,hf_GPT2,4,2.736328,4.882441,1.995536,7.949455,3.496682,1.425320,0.255454,5.154249,1.841429
cuda,hf_GPT2_large,4,8.879364,13.503903,6.220159,21.126493,11.066723,4.013465,1.320927,14.994497,1.520054
cuda,hf_Reformer,4,2.409457,7.766587,0.739720,8.488292,1.155975,0.593638,0.051708,3.131924,1.496095
cuda,hf_T5,8,3.388297,7.065408,2.490010,10.848771,4.228467,1.570414,0.299310,5.757209,6.392695
cuda,hf_T5_large,2,17.419308,22.858964,10.265850,37.873900,20.752129,5.916796,2.427994,23.319006,25.785231
cuda,lennard_jones,1000,0.108086,0.967295,0.078810,1.547186,0.072873,0.046331,0.006582,0.663175
cuda,mnasnet1_0,32,1.559327,8.821018,2.778708,13.109893,5.065677,2.013340,0.254000,93.974580,7.156547
cuda,mobilenet_v2,96,1.684421,9.036664,2.574096,13.653052,5.497990,2.115860,0.286038,53.083682,7.291702
cuda,mobilenet_v3_large,32,1.707840,8.904702,3.101762,15.320853,6.054272,2.283101,0.280170,139.835018,9.619328
cuda,nvidia_deeprecommender,256,0.177855,1.297632,0.133469,2.378727,0.126670,0.072843,0.010119,1.221087,0.437743
cuda,pytorch_CycleGAN_and_pix2pix,1,0.658160,2.744924,1.215869,4.741983,1.854600,0.715124,0.075131,3.380636
cuda,pytorch_stargan,16,0.657685,2.281034,0.819282,3.798310,0.978850,0.336142,0.048660,2.373100,18.132186
cuda,pytorch_struct,200,0.291291,1.222358,0.149971,2.804353,0.263678,0.140801,0.023096,1.743394,16.229020
cuda,pytorch_unet,1,0.792705,3.990634,1.176155,6.785267,2.324302,0.997464,0.083328,0.664092,4.014581
cuda,resnet152,32,4.859123,16.619796,8.321521,23.682298,11.399585,4.669196,1.260232,49.939098,15.668387
cuda,resnet18,16,0.680724,4.710494,1.141216,7.339415,1.983525,0.812276,0.075663,29.110718,3.806641
cuda,resnet50,32,1.664023,8.139731,2.737906,13.216626,4.574286,2.225744,0.261453,49.321691,7.909456
cuda,resnext50_32x4d,8,1.683686,7.639592,2.335225,12.605402,4.366373,1.960038,0.250600,81.099995,7.392534
cuda,shufflenet_v2_x1_0,128,1.983191,8.688312,2.585416,14.434424,5.867725,2.735450,0.322329,50.813428,8.435140
cuda,soft_actor_critic,256,0.162722,1.609526,0.069303,2.560222,0.070469,0.041656,0.006442,1.024594
cuda,speech_transformer,32,3.254117,8.008641,2.403760,12.721240,4.907391,2.179127,0.296995,7.249037
cuda,squeezenet1_1,32,0.295543,3.663586,0.528577,6.552160,1.874809,0.796183,0.050044,45.343563,3.431925
cuda,tacotron2,64,6.706259,16.344818,2.833147,19.706197,5.597767,3.247808,0.462231,3.414234,7.185329
cuda,timm_efficientdet,1,13.737094,24.019233,11.913906,38.744081,21.058572,7.010608,1.793927,187.365218,27.895046
cuda,timm_efficientnet,32,2.838256,9.424431,3.851681,15.633244,6.543975,2.668749,0.357502,123.856295,10.185222
cuda,timm_nfnet,128,3.073843,9.500948,6.136738,15.892329,7.407629,2.479979,0.301213,29.664330,12.718768
cuda,timm_regnet,32,3.579041,8.716514,3.728749,14.590116,6.078242,2.525918,0.440550,51.965877,9.742703
cuda,timm_resnest,32,0.913574,6.898738,1.470674,11.800745,4.400946,1.663811,0.112649,60.601288,6.418869
cuda,timm_vision_transformer,8,1.539295,4.879704,2.296913,10.905229,3.147152,1.377594,0.207560,14.449667,8.404124
cuda,timm_vision_transformer_large,8,5.177258,12.188878,7.377721,29.302276,11.216669,5.009879,1.233320,9.975685,25.433983
cuda,timm_vovnet,32,2.012814,6.673683,2.339501,11.774753,4.541060,1.753036,0.169590,71.308517,7.515848
cuda,tts_angular,64,0.121300,0.959495,0.047317,1.475498,0.027521,0.014441,0.001469,0.565260
cuda,vgg16,64,0.202713,1.807294,0.330186,2.945303,0.871729,0.368252,0.027573,1.604207
cuda,yolov3,16,2.815450,41.126229,5.082290,1024.972484,17.024679,6.711642,0.418781,48.291102,989.322468
