dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,3.097030,14.497566,4.891139,24.386654,11.285448,5.218692,0.634961,37.348362,56.037842,52.582533
cuda,beit_base_patch16_224,64,2.022435,6.251749,2.140141,9.753376,3.762457,1.575818,0.245108,0.923453,1.800822,6.664941
cuda,botnet26t_256,128,1.895452,11.469792,2.595949,17.495431,7.820570,2.949149,0.176213,17.458011,30.455431,26.150864
cuda,cait_m36_384,4,6.402685,14.488231,8.659924,25.869594,14.048331,5.640724,1.799357,6.671933,7.161520,27.075045
cuda,coat_lite_mini,128,1.750220,7.698347,2.576697,15.866282,6.892610,2.379243,0.216698,11.065930,44.890703,21.902956
cuda,convit_base,64,2.013242,6.553471,2.572907,13.156096,5.794686,2.261069,0.282624,4.595653,6.025525,13.887337
cuda,convmixer_768_32,32,2.259306,6.880599,3.654956,11.193111,4.140759,2.296731,0.348992,6.289818,7.027833,14.379874
cuda,convnext_base,64,2.365127,8.947811,5.119911,18.401747,9.570835,3.230021,0.526640,11.022388,32.451308,25.761031
cuda,crossvit_9_240,128,2.972164,8.693418,3.594857,15.028466,7.219609,2.726819,0.398931,8.148697,9.078002,18.230877
cuda,cspdarknet53,64,3.673464,9.440323,3.419665,15.177130,5.837610,2.607971,0.409284,38.308309,54.820762,47.599797
cuda,deit_base_distilled_patch16_224,64,1.574503,5.558720,2.035203,12.462548,4.017554,1.503155,0.216027,2.810086,2.662406,11.844548
cuda,dla102,128,3.481891,13.893831,5.415628,21.711949,9.537302,3.858073,0.710641,26.348114,46.600286,39.782793
cuda,dm_nfnet_f0,128,3.053913,9.949759,6.267493,16.105202,7.458600,2.448913,0.294530,17.802566,29.220246,30.416584
cuda,dpn107,32,6.312985,14.603844,5.524880,26.722170,11.800843,5.541367,0.657111,30.268188,78.685929,48.163847
cuda,eca_botnext26ts_256,128,2.077967,12.304540,3.113499,18.565062,8.168917,2.886461,0.190448,23.861773,30.502572,33.321258
cuda,ese_vovnet19b_dw,128,1.335345,7.456321,1.568681,12.374698,4.264838,1.838460,0.144820,17.573075,34.316197,24.112837
cuda,fbnetc_100,128,3.164219,10.435623,3.437477,16.529359,6.370881,2.494475,0.379881,36.702663,61.596903,46.352347
cuda,fbnetv3_b,128,5.317952,14.479192,5.505854,22.794574,10.745418,4.008531,0.803231,43.532420,65.926749,57.571144
cuda,gernet_l,128,3.129105,7.807850,2.788676,12.272200,4.167900,1.960141,0.305604,16.840612,25.360850,24.199069
cuda,ghostnet_100,128,4.430596,13.804744,4.405293,25.936759,11.412658,4.790913,0.538612,106.444852,149.162951,123.402643
cuda,gluon_inception_v3,128,3.005638,14.414380,5.094541,24.362869,10.909668,5.513605,0.632057,37.278627,56.283626,52.500627
cuda,gluon_xception65,32,4.001494,13.515515,5.456198,19.850039,9.035395,3.747831,0.933192,18.418839,28.475796,30.442102
cuda,gmixer_24_224,128,2.685672,7.101975,2.739530,12.617231,5.345908,2.299085,0.377495,4.497282,10.223129,12.881707
cuda,gmlp_s16_224,128,2.386452,11.431274,4.804374,17.469771,8.824296,3.050327,0.435696,5.804248,10.193382,16.819204
cuda,hrnet_w18,128,12.095802,41.622039,22.810166,56.873952,31.535063,10.511567,5.091455,58.320170,71.402148,96.992618
cuda,inception_v3,128,3.042759,14.459065,4.867466,24.398690,11.191235,5.338870,0.643469,37.503518,55.745215,52.762550
cuda,jx_nest_base,32,3.117125,12.600513,5.200553,24.180077,13.088974,4.296922,0.674349,11.388860,22.037676,28.370294
cuda,lcnet_050,128,1.566262,6.747284,1.891417,10.669316,3.816177,1.500686,0.151604,19.407086,34.245274,25.286264
cuda,mixer_b16_224,128,1.196078,5.971066,2.465926,8.647722,2.990219,1.091682,0.144666,3.918776,7.300980,9.147459
cuda,mixnet_l,128,4.831072,13.505243,3.946527,21.218220,8.553128,3.894441,0.603968,30.163024,58.945586,41.987905
cuda,mnasnet_100,128,2.486892,8.739564,2.504596,13.594264,5.158222,1.983867,0.266338,25.959159,46.559054,33.413072
cuda,mobilenetv2_100,128,2.587289,9.225231,2.548651,14.160318,5.296547,2.336395,0.296122,27.444245,48.026031,35.031877
cuda,mobilenetv3_large_100,128,2.517690,9.744873,2.797707,16.242384,6.257322,2.317598,0.297909,32.283388,56.050184,41.682594
cuda,mobilevit_s,64,2.956360,21.298570,5.359346,41.844831,23.490718,11.246341,0.384631,32.478772,61.456841,58.508537
cuda,nfnet_l0,128,2.763595,7.625001,2.898416,13.012324,5.302170,2.046210,0.293381,12.151434,22.901109,20.774494
cuda,pit_b_224,64,1.799348,6.267446,2.539661,10.776624,4.406120,1.770294,0.238556,0.223375,3.347859,7.375492
cuda,pnasnet5large,16,8.592350,30.632416,11.488917,47.561116,23.989065,10.297218,3.289466,55.999928,96.859514,84.840966
cuda,poolformer_m36,64,2.672191,17.185622,8.102303,32.136860,16.115464,5.871441,0.777182,14.744033,26.295508,38.045748
cuda,regnety_002,128,2.482883,7.930367,2.489960,13.519694,5.124555,2.049628,0.282092,28.631989,43.197010,36.808532
cuda,repvgg_a2,128,3.104412,7.607375,2.529154,12.078655,4.425879,1.608654,0.241978,9.074038,11.986778,16.167724
cuda,res2net101_26w_4s,64,6.010239,21.515683,8.431585,34.013146,17.795868,6.850455,1.767540,48.516569,64.474980,69.774238
cuda,res2net50_14w_8s,128,5.194896,19.354951,7.101567,33.156070,15.759714,6.811480,1.365329,94.542423,131.691038,115.731164
cuda,res2next50,128,3.047419,12.772413,4.402029,21.003129,8.955665,3.784214,0.580419,32.385320,43.060850,45.179967
cuda,resmlp_12_224,128,1.023752,4.231076,1.478288,10.711174,2.709587,1.077088,0.132053,2.922520,6.971464,10.939289
cuda,resnest101e,64,6.201446,16.937656,7.105002,29.887738,15.026999,6.382333,1.316489,24.953070,49.499813,45.326387
cuda,rexnet_100,128,3.130785,11.829632,3.674931,19.625050,7.756013,3.213137,0.356663,47.954245,86.101051,59.563376
cuda,sebotnet33ts_256,64,2.539722,13.686134,3.806236,22.074795,10.412300,3.690319,0.272180,30.407758,42.318330,42.708451
cuda,selecsls42b,128,1.315157,7.499510,2.131792,12.708186,5.159667,1.768696,0.197145,18.535200,31.070524,25.950820
cuda,spnasnet_100,128,3.374011,10.266320,3.437432,15.691484,6.296712,2.399646,0.356440,33.070686,55.190315,42.054363
cuda,swin_base_patch4_window7_224,64,5.160226,16.307418,5.900382,29.445470,15.339189,5.862245,0.642962,19.380748,24.312060,38.642776
cuda,swsl_resnext101_32x16d,32,3.435692,12.188482,4.931293,18.007429,7.758966,3.186031,0.650172,20.029756,30.878353,30.970070
cuda,tf_efficientnet_b0,128,2.910554,10.120508,3.394683,16.790640,6.835350,2.723039,0.349281,30.522981,49.738445,40.710721
cuda,tf_mixnet_l,128,5.181688,13.884104,3.984594,21.823481,9.015541,4.452315,0.618632,30.630012,59.466422,42.716059
cuda,tinynet_a,128,3.643436,10.834503,3.995472,18.126780,7.960180,3.094645,0.442066,44.781823,66.606536,56.225914
cuda,tnt_s_patch16_224,128,3.443167,9.912138,4.735937,16.691387,8.438093,3.121342,0.651035,3.494315,2.782261,15.216584
cuda,twins_pcpvt_base,64,5.001509,13.705090,6.811932,25.157882,13.393127,4.726209,1.218605,30.342380,69.863644,48.880163
cuda,visformer_small,128,1.510108,9.174007,3.096267,13.601269,5.178745,2.003976,0.222193,18.418640,34.885028,26.041356
cuda,vit_base_patch16_224,64,1.554943,5.304107,2.004933,11.107847,3.420692,1.378923,0.208261,2.633702,2.726516,10.529644
cuda,volo_d1_224,64,2.355690,10.147716,4.205242,16.567269,8.506485,3.082782,0.425641,5.205982,7.529857,15.988344
cuda,xcit_large_24_p8_224,5,5.866271,17.832000,10.641878,29.276510,16.780303,6.147182,1.696190,8.502460,14.797414,30.973412
