dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,AlbertForMaskedLM,4,2.697231,0.000186
cuda,AlbertForQuestionAnswering,4,2.649681,0.000171
cuda,AllenaiLongformerBase,4,11.431274,0.005384
cuda,BartForCausalLM,4,5.692615,0.000182
cuda,BartForConditionalGeneration,2,11.964701,0.000444
cuda,BertForMaskedLM,16,5.269819,0.000143
cuda,BertForQuestionAnswering,16,5.208118,0.000165
cuda,BlenderbotForCausalLM,4,11.400177,0.000313
cuda,BlenderbotSmallForCausalLM,64,3.823785,0.000136
cuda,BlenderbotSmallForConditionalGeneration,64,7.697712,0.000275
cuda,CamemBert,16,5.246172,0.000163
cuda,DebertaForMaskedLM,4,7.248244,0.002926
cuda,DebertaForQuestionAnswering,8,7.282537,0.002936
cuda,DebertaV2ForMaskedLM,1,15.292318,0.005489
cuda,DebertaV2ForQuestionAnswering,2,15.109609,0.005513
cuda,DistilBertForMaskedLM,128,2.595215,0.000117
cuda,DistilBertForQuestionAnswering,256,2.545706,0.000124
cuda,DistillGPT2,16,2.572498,0.000155
cuda,ElectraForCausalLM,32,7.755278,0.000317
cuda,ElectraForQuestionAnswering,64,5.289341,0.000160
cuda,GPT2ForSequenceClassification,4,4.852024,0.000261
cuda,LayoutLMForMaskedLM,16,5.578290,0.000180
cuda,LayoutLMForSequenceClassification,16,5.493030,0.000161
cuda,M2M100ForConditionalGeneration,16,12.021883,0.000659
cuda,MBartForCausalLM,4,5.686630,0.000223
cuda,MBartForConditionalGeneration,2,11.810385,0.000425
cuda,MT5ForConditionalGeneration,16,8.072782,0.000426
cuda,MegatronBertForCausalLM,4,10.324321,0.000243
cuda,MegatronBertForQuestionAnswering,8,10.282003,0.000244
cuda,MobileBertForMaskedLM,64,17.091499,0.000656
cuda,MobileBertForQuestionAnswering,128,17.159892,0.000649
cuda,OPTForCausalLM,2,4.772375,0.000203
cuda,PLBartForCausalLM,8,3.117889,0.000118
cuda,PLBartForConditionalGeneration,4,6.200515,0.000216
cuda,PegasusForCausalLM,32,5.897796,0.000348
cuda,PegasusForConditionalGeneration,32,5.412144,0.000612
cuda,RobertaForCausalLM,16,5.450693,0.000155
cuda,RobertaForQuestionAnswering,16,5.465311,0.000155
cuda,Speech2Text2ForCausalLM,256,3.387459,0.000290
cuda,T5ForConditionalGeneration,4,5.811734,0.000277
cuda,T5Small,4,5.847533,0.000290
cuda,TrOCRForCausalLM,32,5.890004,0.000200
cuda,XGLMForCausalLM,8,9.579695,0.000484
cuda,XLNetLMHeadModel,8,10.718554,0.000427
cuda,YituTechConvBert,16,11.202443,0.000399
