dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio,eager_peak_mem,dynamo_peak_mem,calls_captured,unique_graphs,graph_breaks,unique_graph_breaks
cuda,BERT_pytorch,16,0.9908,52.8691,4.8400,1.0003,2.5823,2.5815,542,2,15,7
cuda,Background_Matting,4,0.9986,126.0189,3.1492,1.0127,6.0323,5.9569,187,2,13,7
cuda,LearningToPaint,96,0.9869,11.1636,1.4007,0.9192,0.6671,0.7257,75,2,13,7
cuda,Super_SloMo,6,0.9973,79.7084,2.7380,1.0014,3.7536,3.7482,378,2,13,7
cuda,alexnet,128,0.9987,9.8371,0.4854,0.9454,1.3373,1.4145,26,2,13,7
cuda,attention_is_all_you_need_pytorch,256,0.9873,56.9855,4.3970,0.9648,3.5980,3.7294,552,2,13,7
cuda,dcgan,32,0.8687,2.3978,0.4445,0.9647,0.0573,0.0594,17,2,13,7
cuda,demucs,4,0.9996,53.6871,1.4288,0.9661,4.3409,4.4932,89,7,16,8
cuda,densenet121,4,0.9870,60.2519,7.5612,0.9944,0.5013,0.5041,435,2,13,7
cuda,dlrm,1024,0.9437,4.8983,0.3710,0.9995,4.3716,4.3737,40,2,7,5
cuda,drq,1,0.9545,3.5022,0.6730,0.9877,0.0620,0.0627,34,3,12,7
cuda,fastNLP_Bert,6,0.9802,56.5011,5.1032,1.0003,4.1226,4.1216,451,9,18,9
cuda,functorch_dp_cifar10,64,0.9653,10.4472,1.2131,0.9953,0.1920,0.1929,73,2,13,7
cuda,gat,0,0.0000
cuda,gcn,0,0.0000
cuda,hf_Albert,8,0.9956,68.5737,2.4769,0.9599,5.8962,6.1425,440,2,12,7
cuda,hf_Bart,4,0.9690,77.4462,6.1724,0.9087,4.8273,5.3125,646,2,12,7
cuda,hf_Bert,4,0.9943,40.3628,5.0091,0.9645,3.3479,3.4713,371,2,12,7
cuda,hf_Bert_large,4,0.9941,82.5686,10.2611,0.9845,7.9635,8.0890,719,2,12,7
cuda,hf_BigBird,2,0.9515,194.7891,12.7898,0.9493,5.2433,5.5234,2911,67,69,12
cuda,hf_DistilBert,8,0.9954,32.5746,2.4885,0.9262,3.1594,3.4111,207,2,12,7
cuda,hf_GPT2,4,0.9946,48.8149,4.6344,0.9357,4.6124,4.9296,639,2,12,7
cuda,hf_GPT2_large,4,0.9830,212.5433,14.9911,0.9663,22.5399,23.3266,1887,2,12,7
cuda,hf_Longformer,2,0.8291,135.6928,11.3083,0.8565,4.1911,4.8934,1716,162,139,13
