dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,26.444511,24.128830,20.214368,12.084339,1.931391,23.015912,3.607035,1.350781,0.158300,1.768871,12.985040
cuda,AlbertForQuestionAnswering,4,25.537805,23.302429,19.498526,11.773136,1.862033,20.802129,3.516276,1.332147,0.155090,1.396879,11.009164
cuda,AllenaiLongformerBase,4,82.519705,72.221415,68.650664,45.401683,6.400233,58.025361,18.305797,5.679725,0.470639,3.307106,19.441180
cuda,BartForCausalLM,4,28.285277,24.244664,20.146081,11.585736,2.204823,18.149251,4.627589,1.897093,0.350055,2.304117,8.907519
cuda,BartForConditionalGeneration,2,58.575157,46.803690,43.426829,20.988401,7.450651,27.496239,10.889122,4.808514,1.426964,0.478439,14.318079
cuda,BertForMaskedLM,16,32.017094,27.067244,23.022158,13.466929,2.310081,22.812568,4.606761,2.001535,0.340613,5.950373,11.806766
cuda,BertForQuestionAnswering,16,30.334308,25.046861,21.671190,12.543436,2.533916,18.568229,4.212519,1.955491,0.340906,5.641795,8.708622
cuda,BlenderbotForCausalLM,4,41.705943,31.776988,29.077055,12.111056,4.878678,20.390805,8.497017,3.834138,1.036651,13.766795,3.807307
cuda,BlenderbotSmallForCausalLM,64,17.503506,14.556844,11.188867,5.439550,1.678990,9.866346,2.516602,1.291795,0.204092,6.201767,2.354770
cuda,BlenderbotSmallForConditionalGeneration,64,40.488322,32.790889,29.385553,14.492382,4.042565,20.671097,7.206678,3.259184,0.749428,1.227208,10.463546
cuda,CamemBert,16,32.587704,27.490948,23.429982,13.778111,2.317180,21.154503,4.656296,1.987919,0.351103,4.958116,9.846132
cuda,DebertaForMaskedLM,4,37.376816,31.297099,27.395122,18.859440,2.178487,30.530241,4.957510,2.136965,0.321906,1.983250,14.065804
cuda,DebertaForQuestionAnswering,8,37.164521,30.780805,26.861195,18.478958,2.150707,29.604052,4.661420,2.102305,0.313594,2.555357,13.491871
