dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.616074,6.745811,2.399530,10.171871,4.071869,1.567057,0.311718,8.959648,6.114883
cuda,Background_Matting,4,1.697609,5.670272,2.683719,9.737528,5.089367,2.190164,0.223904,6.843300
cuda,LearningToPaint,96,0.689498,2.823586,0.953547,4.004966,1.381815,0.535889,0.075850,2.171890
cuda,Super_SloMo,6,1.979980,8.305449,3.005914,11.221049,5.911267,2.199624,0.140135,6.012108
cuda,alexnet,128,0.139931,1.681657,0.224885,3.021855,0.911234,0.277576,0.015469,1.571800
cuda,attention_is_all_you_need_pytorch,256,2.240990,7.523075,2.268683,10.047814,4.193383,1.685026,0.346944,9.517422,5.116601
cuda,dcgan,32,0.137792,1.352770,0.192653,1.995309,0.190766,0.082197,0.012675,0.842906
cuda,demucs,4,0.296039
cuda,densenet121,4,3.992573,15.139616,6.900386,22.214781,12.961839,4.171412,0.642071,14.225637
cuda,drq,1,0.247730,1.846385,0.146855,2.930149,0.167611,0.083108,0.015045,1.238473
cuda,fastNLP_Bert,6,2.742826,8.280188,2.176433,11.301701,3.659404,1.663224,0.297119,4.320785,5.489216
cuda,functorch_dp_cifar10,64,0.419467,3.301465,1.581967,5.742704,2.118890,0.691001,0.072090,4.066739,2.847382
cuda,hf_Albert,8,2.247524,3.838839,1.951474,7.188661,3.184994,1.121666,0.143541,5.389166,2.596531
cuda,hf_Bart,4,3.157226,8.353406,3.226727,12.546959,4.327972,1.938549,0.398309,4.112924,7.550729
cuda,hf_Bert,4,2.662711,4.878842,2.249636,7.386975,3.123464,1.441121,0.286210,4.852120,0.415767
cuda,hf_DistilBert,8,1.175530,2.957809,1.269929,5.058705,1.553128,0.782768,0.118397,3.421433,1.819220
cuda,hf_GPT2,4,2.633202,5.037139,2.167973,7.862128,3.331393,1.360512,0.250766,5.079799,1.992832
cuda,hf_GPT2_large,4,8.798917,14.269001,8.305683,20.646845,10.729300,4.010030,1.274826,14.949699,1.426286
cuda,hf_Longformer,2,9.009113,86.327683,7.777539,92.091066,70.898738,4.405513,0.401763,0.738531,13.847063
cuda,hf_Reformer,4,2.234397,7.949063,0.733885,8.883494,1.500211,0.585571,0.051142,3.182737,1.703713
cuda,hf_T5,8,3.442615,7.024752,2.767442,10.677090,4.109885,1.539125,0.285805,5.754783,6.561350
cuda,hf_T5_large,2,17.507897,22.405176,10.464319,36.576007,19.874590,5.859499,2.285163,23.705927,25.109030
cuda,lennard_jones,1000,0.108903,0.991685,0.073967,1.559706,0.071695,0.045578,0.006509,0.646376
cuda,mnasnet1_0,32,1.540918,6.294194,2.348141,8.681980,3.764747,1.499343,0.209136,4.993940,2.454191
cuda,mobilenet_v2,96,1.654147,6.738708,2.687927,8.493255,3.896046,1.606513,0.250744,4.539031
cuda,mobilenet_v3_large,32,1.708067,6.565066,2.565060,9.811032,4.250129,1.673036,0.242746,6.144229,29.553853
cuda,nvidia_deeprecommender,256,0.172171,1.169329,0.136581,2.270547,0.125312,0.072948,0.010128,1.244124,0.422284
cuda,pytorch_CycleGAN_and_pix2pix,1,0.659154,2.091293,0.981971,4.561210,1.823128,0.654048,0.061477,3.485354
cuda,pytorch_stargan,16,0.649180,3.284376,0.957821,4.771829,1.413177,0.593283,0.060446,28.947085,2.489485
cuda,pytorch_struct,200,0.296419,1.281851,0.179634,2.886717,0.231732,0.132479,0.021816,1.795755,18.644969
cuda,pytorch_unet,1,0.789302,3.427209,1.191037,5.335540,2.097439,0.843400,0.088399,3.142622
cuda,resnet152,32,4.846593,11.844010,7.757710,15.602474,8.630238,3.240853,0.926037,11.799989,2.490631
cuda,resnet18,16,0.658140,3.403827,1.101089,4.822737,1.736081,0.644703,0.072139,2.556012,2.495195
cuda,resnet50,32,1.634567,5.315815,2.278685,7.711714,3.482325,1.343223,0.211755,4.767482,2.476248
cuda,resnext50_32x4d,8,1.627477,4.670846,2.155241,7.232941,3.065412,1.329792,0.198155,4.810196,2.808155
cuda,shufflenet_v2_x1_0,128,1.850140,6.378109,2.514960,9.316859,4.258712,2.142431,0.281694,5.554142
cuda,soft_actor_critic,256,0.162014,1.588787,0.068816,2.558428,0.070477,0.042103,0.006409,1.043090
cuda,speech_transformer,32,3.395633,8.356503,2.932017,12.302369,4.417058,2.104167,0.293082,7.209362
cuda,squeezenet1_1,32,0.295945,2.346649,0.504950,4.139336,1.515320,0.756837,0.044973,2.312649
cuda,timm_efficientdet,1,14.176068,20.744106,12.865484,34.623441,19.123872,5.875878,1.354638,46.305688,27.187909
cuda,timm_efficientnet,32,2.803002,7.179202,3.149481,10.765639,4.694371,2.219006,0.299084,6.852793,37.390563
cuda,timm_nfnet,128,3.020859,4.774863,3.654723,10.993201,4.642530,1.715933,0.265564,9.992019,0.667174
cuda,timm_regnet,32,3.605342,6.166222,3.250620,9.519149,4.499621,1.727244,0.338779,6.744450,20.947227
cuda,timm_resnest,32,0.952448,5.446361,1.350898,8.670586,3.454021,1.285272,0.100606,38.489024,4.624798
cuda,timm_vision_transformer,8,1.506471,4.254458,1.636874,10.258540,2.830178,1.302855,0.213620,14.918334,7.713738
cuda,timm_vision_transformer_large,8,5.109830,11.628031,6.301572,28.122080,9.755165,5.333355,1.234902,10.846246,23.045206
cuda,timm_vovnet,32,1.979207,5.192191,1.914771,8.530842,4.027378,1.459150,0.156752,5.324996,2.234033
cuda,tts_angular,64,0.113205,0.956323,0.047654,1.463860,0.027357,0.014665,0.001484,0.557133
cuda,vgg16,64,0.203056,1.953525,0.328144,3.104799,0.866481,0.367143,0.027490,1.489239
cuda,yolov3,16,2.775078,8.771424,3.987580,12.842295,6.496599,2.368873,0.350325,8.195999
