dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,adv_inception_v3,128,3.140294
cuda,beit_base_patch16_224,64,2.201011
cuda,botnet26t_256,128,2.035932
cuda,cait_m36_384,4,6.351470
cuda,coat_lite_mini,128,1.996203
cuda,convit_base,64,2.181791
cuda,convmixer_768_32,32,2.421548
cuda,convnext_base,64,2.704391
cuda,crossvit_9_240,128,3.089888
cuda,cspdarknet53,64,3.740457
cuda,deit_base_distilled_patch16_224,64,1.691521
cuda,dla102,128,3.590497
cuda,dm_nfnet_f0,128,3.161578
cuda,dpn107,32,6.566885
cuda,eca_botnext26ts_256,128,2.158860
cuda,eca_halonext26ts,128,2.217090
cuda,ese_vovnet19b_dw,128,1.596148
cuda,fbnetc_100,128,3.270310
cuda,fbnetv3_b,128,5.321588
cuda,gernet_l,128,3.127068
cuda,ghostnet_100,128,4.576134
cuda,gluon_inception_v3,128,3.116927
cuda,gluon_xception65,32,4.116724
cuda,gmixer_24_224,128,2.792751
cuda,gmlp_s16_224,128,2.462788
cuda,hrnet_w18,128,11.442790
cuda,inception_v3,128,3.103286
cuda,jx_nest_base,32,3.096184
cuda,lcnet_050,128,1.675078
cuda,mixer_b16_224,128,1.415214
cuda,mixnet_l,128,4.816275
cuda,mnasnet_100,128,2.624221
cuda,mobilenetv2_100,128,2.703529
cuda,mobilenetv3_large_100,128,2.645925
cuda,mobilevit_s,64,3.053352
cuda,nfnet_l0,128,2.863951
cuda,pit_b_224,64,1.882035
cuda,pnasnet5large,16,8.745039
cuda,poolformer_m36,64,2.807538
cuda,regnety_002,128,2.616009
cuda,repvgg_a2,128,3.089984
cuda,res2net101_26w_4s,64,6.077318
cuda,res2net50_14w_8s,128,5.176369
cuda,res2next50,128,3.008438
cuda,resmlp_12_224,128,1.298285
cuda,resnest101e,64,6.219261
cuda,rexnet_100,128,3.252377
cuda,sebotnet33ts_256,64,2.653603
cuda,selecsls42b,128,1.707004
cuda,spnasnet_100,128,3.280217
cuda,swin_base_patch4_window7_224,64,5.066938
cuda,swsl_resnext101_32x16d,32,3.481196
cuda,tf_efficientnet_b0,128,3.051223
cuda,tf_mixnet_l,128,5.274735
cuda,tinynet_a,128,3.489794
cuda,tnt_s_patch16_224,128,3.533132
cuda,twins_pcpvt_base,64,5.008966
cuda,visformer_small,128,1.583562
cuda,vit_base_patch16_224,64,1.676610
cuda,volo_d1_224,64,2.485859
cuda,xcit_large_24_p8_224,5,5.791567
