dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio,eager_peak_mem,dynamo_peak_mem,calls_captured,unique_graphs,graph_breaks,unique_graph_breaks
cuda,adv_inception_v3,128,1.5094,106.3079,153.7477,0.8904,7.4412,8.3574,317,2,13,7
cuda,beit_base_patch16_224,64,1.3429,75.5454,33.2354,0.9285,8.0382,8.6575,472,2,13,7
cuda,botnet26t_256,128,1.3906,71.4204,87.7239,0.8239,6.5538,7.9551,340,2,15,7
cuda,cait_m36_384,4,1.3473,124.3364,105.8367,0.8632,13.2405,15.3383,1345,2,13,7
cuda,coat_lite_mini,128,1.9383,58.2712,85.1701,0.8402,7.4215,8.8333,463,2,13,7
cuda,convit_base,64,1.5506,105.1006,43.0440,1.0948,11.7728,10.7534,501,2,13,7
cuda,convmixer_768_32,32,1.0018,300.4790,34.0020,0.9762,6.9724,7.1425,234,2,7,5
cuda,convnext_base,64,1.4843,82.6219,54.1563,0.8505,9.3938,11.0450,498,2,13,7
cuda,crossvit_9_240,128,1.6237,50.3446,83.6992,0.7526,6.2898,8.3575,603,2,13,7
cuda,cspdarknet53,64,1.2081,73.3428,96.6939,0.9097,5.7233,6.2912,442,2,15,7
cuda,deit_base_distilled_patch16_224,64,1.2513,67.7683,40.0239,0.9353,7.6517,8.1806,380,2,13,7
cuda,dla102,128,1.5259,112.6702,91.7288,0.9536,9.7714,10.2471,419,2,13,7
cuda,dm_nfnet_f0,128,1.4586,87.0811,69.3723,1.0130,7.5870,7.4898,619,2,13,7
cuda,dpn107,32,1.0696,99.5075,92.0880,0.8833,6.1719,6.9873,746,2,15,7
cuda,eca_botnext26ts_256,128,1.4257,74.3920,96.0962,0.8738,8.7111,9.9692,370,2,15,7
cuda,ese_vovnet19b_dw,128,1.3376,46.3816,74.8328,0.9047,5.5337,6.1163,161,3,15,8
cuda,fbnetc_100,128,1.3449,58.5822,135.7825,0.8596,3.7569,4.3706,384,3,15,8
cuda,fbnetv3_b,128,1.3005,84.4382,168.1243,0.9228,5.8569,6.3471,610,2,15,7
cuda,gernet_l,128,1.0342,70.4839,78.2909,0.8499,4.6338,5.4520,409,2,15,7
cuda,ghostnet_100,128,1.8228,49.4999,238.3372,0.8807,2.9281,3.3247,328,2,15,7
cuda,gluon_inception_v3,128,1.5094,106.3367,153.6197,0.8904,7.4412,8.3574,317,2,13,7
cuda,gluon_xception65,32,1.0715,92.6371,88.1598,0.8831,7.2849,8.2488,356,2,13,7
cuda,gmixer_24_224,128,1.7356,68.0570,47.9836,1.1129,9.0260,8.1101,635,2,13,7
cuda,gmlp_s16_224,128,1.7967,76.3994,55.5176,1.1858,12.2402,10.3224,491,2,13,7
cuda,hrnet_w18,128,1.3481,207.0581,228.0449,0.8918,8.6762,9.7290,1373,2,7,5
cuda,inception_v3,128,1.5086,106.2676,151.8774,0.8904,7.4412,8.3574,317,2,13,7
cuda,jx_nest_base,32,1.3671,73.2647,80.1855,0.6693,8.8309,13.1951,862,2,13,7
cuda,lcnet_050,128,1.6854,17.7607,95.9515,0.8050,1.3628,1.6929,168,2,15,7
cuda,mixer_b16_224,128,1.3624,85.3449,31.6771,0.9510,9.5366,10.0283,227,2,13,7
cuda,mixnet_l,128,1.1704,155.3610,151.0383,0.8687,7.8238,9.0065,677,2,15,7
cuda,mnasnet_100,128,1.4296,42.7103,123.0879,0.8683,3.1775,3.6594,305,3,15,8
cuda,mobilenetv2_100,128,1.3776,45.2390,127.1539,1.0266,5.3429,5.2043,304,2,15,7
cuda,mobilenetv3_large_100,128,1.4223,41.0260,157.9431,0.8770,3.1753,3.6206,315,2,15,7
cuda,mobilevit_s,64,1.4185,57.4528,154.3054,0.9557,7.1866,7.5197,520,3,15,8
cuda,nfnet_l0,128,1.4904,75.5426,76.3518,0.9215,6.5084,7.0629,550,2,13,7
cuda,pit_b_224,64,1.4284,82.7445,42.5117,0.8578,10.8027,12.5929,426,2,13,7
cuda,pnasnet5large,16,0.9125,216.6162,151.1590,1.1712,10.5997,9.0506,958,2,9,5
cuda,poolformer_m36,64,1.3284,109.3138,94.3322,0.8768,10.7806,12.2949,699,2,13,7
cuda,regnety_002,128,1.3769,26.6390,105.6131,0.7602,1.5587,2.0505,368,2,15,7
