dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler_base,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,19.164397,17.187906,13.623941,8.125134,1.823321,13.560035,3.209984,1.474370,0.146894,6.377752,9.397513
cuda,AlbertForQuestionAnswering,4,19.012315,17.065901,13.498131,8.060250,1.812642,13.527057,3.190640,1.451003,0.141451,3.017939,9.397679
cuda,BartForCausalLM,4,21.378742,18.298822,14.485892,8.617779,2.054926,13.571025,2.844492,1.594802,0.249800,1.544978,9.347687
cuda,BartForConditionalGeneration,2,43.977375,36.482212,32.668856,17.278042,5.213266,22.375873,7.921352,3.974057,1.037909,0.440769,16.218148
cuda,BertForMaskedLM,16,22.262743,18.772120,15.252064,8.920827,1.934736,13.736134,2.911899,1.902658,0.267582,2.612523,9.495806
cuda,BertForQuestionAnswering,16,22.679486,19.210690,15.801754,9.402296,1.948321,14.114721,2.899378,1.887241,0.272179,2.290746,9.439345
cuda,BlenderbotForCausalLM,4,32.756835,26.460970,23.279489,11.629076,4.204698,17.695403,5.538724,3.136809,0.660256,9.250502,14.799568
cuda,BlenderbotSmallForCausalLM,64,14.465685,12.290145,9.213612,5.262429,1.441390,8.738623,2.050732,1.104927,0.151764,2.879642,6.514602
cuda,BlenderbotSmallForConditionalGeneration,64,30.117884,25.063245,21.982056,11.820887,3.237639,16.543076,5.115875,2.670264,0.557866,2.304918,11.930749
cuda,CamemBert,16,23.886918,20.268915,16.191793,9.453677,1.968145,13.232637,2.918802,1.899312,0.268142,1.253644,8.589897
cuda,DebertaForMaskedLM,4,30.241963,24.747803,21.426222,14.552698,2.103714,22.175780,3.172309,1.863226,0.257463,3.480428,12.513972
cuda,DebertaForQuestionAnswering,8,30.999900,25.326939,21.841716,15.341903,2.062149,23.739061,3.435641,1.874008,0.257176,3.154529,13.186145
cuda,DebertaV2ForMaskedLM,1,43.881970,32.363317,28.712406,17.350280,2.492237,23.662140,3.825737,2.456581,0.487217,1.366516,13.701940
cuda,DebertaV2ForQuestionAnswering,2,41.718363,30.823416,27.235945,16.134214,2.811353,23.236314,4.905736,3.420904,0.502584,15.224289
cuda,DistilBertForMaskedLM,128,16.881015,15.060202,11.505849,8.350995,1.033099,12.373179,1.783592,0.900472,0.110758,8.586089,6.350756
cuda,DistilBertForQuestionAnswering,256,17.148715,15.316328,11.693455,8.545609,1.024402,13.204731,1.641147,1.073255,0.106700,10.397013,6.952140
cuda,DistillGPT2,16,16.627098,14.655220,10.711749,7.676079,1.125937,11.801697,1.897840,0.898071,0.101816,3.996830,6.504180
