dev,name,batch_size,speedup,abs_latency,compilation_latency,compression_ratio
cuda,BERT_pytorch,16,0.9691,55.4222,3.2455,1.0016
cuda,Background_Matting,4,0.9961,127.7208,2.3241,1.0115
cuda,LearningToPaint,96,0.9807,11.4860,0.9695,0.9971
cuda,Super_SloMo,6,0.9950,79.6627,1.9760,1.0108
cuda,alexnet,128,0.9607,10.1410,0.3263,1.0001
cuda,attention_is_all_you_need_pytorch,256,0.9682,56.0432,2.9003,1.0033
cuda,dcgan,32,0.8943,2.3171,0.3019,1.0066
cuda,demucs,4,0.9680,55.3128,0.8580,0.9977
cuda,densenet121,4,0.9263,58.0330,5.3738,1.0000
cuda,detectron2_fcos_r_50_fpn,0,0.0000
cuda,dlrm,1024,0.9903,4.4408,0.3272,1.0000
cuda,drq,1,0.9113,3.4513,0.4901,0.9461
cuda,fastNLP_Bert,6,0.9844,57.0673,3.4449,1.0023
cuda,functorch_dp_cifar10,64,0.9363,11.0535,0.8112,1.0000
cuda,hf_Albert,8,0.9941,69.1082,2.0135,0.9999
cuda,hf_Bart,4,0.9751,58.6446,4.2317,1.0009
cuda,hf_Bert,4,0.9789,42.0127,3.3975,0.9998
cuda,hf_Bert_large,4,1.0156,83.5122,7.1020,1.0000
cuda,hf_BigBird,2,0.9694,195.4892,10.7865,0.9863
cuda,hf_DistilBert,8,0.9592,32.8459,1.6604,1.0002
cuda,hf_GPT2,4,1.0103,49.5639,2.9131,1.0004
cuda,hf_GPT2_large,4,0.9757,214.8222,9.2947,0.9993
cuda,hf_Longformer,2,0.9116,142.0470,8.9998,0.8361
cuda,hf_Reformer,4,0.9816,84.4411,2.4446,0.9237
cuda,hf_T5,8,0.9928,176.1532,3.6167,1.0000
cuda,hf_T5_large,2,1.0045,220.7712,16.1501,1.0000
cuda,lennard_jones,1000,0.8815,1.7517,0.2728,1.0000
cuda,mnasnet1_0,32,0.9813,24.1926,2.1172,0.9986
cuda,mobilenet_v2,96,0.9900,48.5036,2.2361,0.9997
cuda,mobilenet_v3_large,32,0.9884,27.1964,2.3530,0.9995
cuda,moco,32,0.9748,50.9062,25.4056,0.9882
cuda,nvidia_deeprecommender,256,0.8938,11.4505,0.3295,0.9437
cuda,phlippe_densenet,128,0.9854,24.2136,2.2365,1.0000
cuda,phlippe_resnet,128,0.9760,9.4626,0.9417,1.0000
cuda,pytorch_CycleGAN_and_pix2pix,1,0.9490,14.1140,0.8624,1.0000
cuda,pytorch_stargan,16,0.9864,14.9297,0.8516,0.9974
cuda,pytorch_struct,200,0.9057,5.0702,0.5017,1.0000
cuda,pytorch_unet,1,0.9928,40.2774,1.0594,0.9999
cuda,resnet152,32,0.9661,67.4743,7.0551,0.9995
cuda,resnet18,16,0.9377,10.4063,0.9713,1.0064
cuda,resnet50,32,0.9824,26.9852,2.2219,1.0003
cuda,resnext50_32x4d,8,0.9156,21.8944,2.2064,1.0021
cuda,shufflenet_v2_x1_0,128,0.9905,34.2208,2.4388,0.9989
cuda,soft_actor_critic,256,0.8908,1.5922,0.3161,0.9686
cuda,speech_transformer,32,0.9601,63.5336,4.2535,0.9940
cuda,squeezenet1_1,32,0.9761,10.4732,0.6613,1.0000
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,1,0.9366,138.3897,16.1773,1.0331
cuda,timm_efficientnet,32,0.9347,38.1185,3.6965,1.0000
cuda,timm_nfnet,128,0.9942,122.3967,3.8287,0.9135
cuda,timm_regnet,32,0.9647,62.5048,4.8056,1.0006
cuda,timm_resnest,32,0.9868,23.8971,1.2976,0.9996
cuda,timm_vision_transformer,8,0.9491,31.3106,2.1870,0.9989
cuda,timm_vision_transformer_large,8,0.9630,192.4622,7.6587,0.9987
cuda,timm_vovnet,32,0.8922,29.9165,2.4042,1.0018
cuda,tts_angular,64,0.9699,7.0022,0.2679,0.9973
cuda,vgg16,64,0.9871,66.9382,0.4256,0.9999
cuda,yolov3,16,0.9878,69.1259,3.7005,0.9989
