,Compiler,torchbench,huggingface,timm_models
eager,eager,1.00x,1.01x,1.00x
aot_eager,aot_eager,1.00x,1.00x,1.00x
aot_cudagraphs,aot_cudagraphs,1.20x,1.30x,1.06x
aot_nvfuser,aot_nvfuser,1.10x,0.0x,1.17x
inductor,inductor,1.75x,2.16x,1.44x
