dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,BERT_pytorch,16,2.8824,103.9035,0.9502
cuda,Background_Matting,4,1.2004,101.5728,0.9231
cuda,LearningToPaint,96,1.7240,65.5396,0.7252
cuda,Super_SloMo,0,0.0000
cuda,alexnet,128,1.1635,23.6916,0.7434
cuda,attention_is_all_you_need_pytorch,256,1.3357,210.4420,0.6002
cuda,dcgan,32,2.3444,15.3472,0.8357
cuda,demucs,4,1.0013,0.2709,1.0005
cuda,densenet121,4,2.1236,350.9255,0.8660
cuda,dlrm,0,0.0000
cuda,drq,1,2.6765,22.1577,0.7259
cuda,fastNLP_Bert,6,1.3984,137.2145,0.9010
cuda,functorch_dp_cifar10,64,4.3737,69.8992,0.4121
cuda,hf_Albert,8,2.3107,81.6119,1.1441
cuda,hf_Bart,4,1.6351,137.1782,0.8298
cuda,hf_Bert,4,1.7779,64.7334,0.8889
cuda,hf_BigBird,2,0.9548,57.3913,0.8093
cuda,hf_DistilBert,0,0.0000
cuda,hf_GPT2,4,1.7798,77.1705,1.0995
cuda,hf_GPT2_large,4,1.7130,177.8882,1.0246
cuda,hf_Longformer,0,0.0000
cuda,hf_Reformer,4,1.1553,70.7808,0.3742
cuda,hf_T5,8,1.8489,110.7326,1.1550
cuda,hf_T5_large,2,2.2581,401.1923,0.8877
cuda,lennard_jones,1000,1.7963,4.7364,0.9924
cuda,mnasnet1_0,32,2.3712,165.7701,0.7606
cuda,mobilenet_v2,96,1.5178,128.5113,1.0101
cuda,mobilenet_v3_large,32,2.7455,147.0638,0.8035
cuda,moco,32,1.5678,245.1009,0.9285
cuda,nvidia_deeprecommender,256,0.8607,12.2357,0.6871
cuda,pytorch_CycleGAN_and_pix2pix,1,2.9375,35.2415,0.8396
cuda,pytorch_stargan,16,1.3096,138.7311,0.7736
cuda,pytorch_struct,0,0.0000
cuda,pytorch_unet,1,1.3441,49.2353,0.8648
cuda,resnet18,16,2.4356,58.1289,0.5978
cuda,resnet50,32,1.6006,16.6210,0.8680
cuda,resnext50_32x4d,8,3.0231,83.1587,0.7630
cuda,shufflenet_v2_x1_0,128,1.5751,97.4486,0.8569
cuda,soft_actor_critic,256,1.6338,6.6998,0.7879
cuda,speech_transformer,32,3.5338,137.1586,0.7583
cuda,squeezenet1_1,32,2.2860,25.1414,0.8607
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,0,0.0000
cuda,timm_efficientnet,32,1.9171,114.8413,1.2929
cuda,timm_nfnet,128,1.5080,102.3133,1.0954
cuda,timm_regnet,32,1.2446,102.5547,0.9267
cuda,timm_resnest,32,1.8046,193.3247,0.8414
cuda,timm_vision_transformer,0,0.0000
cuda,timm_vision_transformer_large,0,0.0000
cuda,timm_vovnet,32,1.2076,95.6220,0.8313
cuda,tts_angular,64,1.0087,2.4154,0.9981
cuda,vgg16,64,1.2536,18.6710,0.7403
cuda,yolov3,0,0.0000
