,Compiler,torchbench,huggingface,timm_models
eager,eager,0.99x,1.00x,1.00x
aot_eager,aot_eager,0.89x,0.89x,0.88x
aot_cudagraphs,aot_cudagraphs,0.41x,0.32x,0.26x
aot_nvfuser,aot_nvfuser,0.86x,1.11x,0.84x
inductor,inductor,0.83x,0.71x,0.92x
