dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,AlbertForMaskedLM,2,1.470346,2.457267
cuda,AlbertForQuestionAnswering,2,1.462641,2.465572
cuda,AllenaiLongformerBase,1,4.764795,8.850277
cuda,BartForCausalLM,2,1.326748,2.153335
cuda,BartForConditionalGeneration,1,4.168727,5.461611
cuda,BertForMaskedLM,64,1.604313,2.198299
cuda,BertForQuestionAnswering,64,1.587214,2.171420
cuda,BigBird,1,7.935893,1.982746
cuda,BlenderbotSmallForCausalLM,64,0.949422,1.359809
cuda,BlenderbotSmallForConditionalGeneration,32,2.906527,3.576271
cuda,CamemBert,1,1.570639,2.136855
cuda,DebertaForMaskedLM,4,3.441163,3.171576
cuda,DebertaForQuestionAnswering,4,3.439529,3.184621
cuda,DistilBertForMaskedLM,16,0.750200,1.086233
cuda,DistilBertForQuestionAnswering,32,0.754857,1.100992
cuda,DistillGPT2,1,0.889914,1.034969
cuda,ElectraForCausalLM,1,1.605820,2.172363
cuda,ElectraForQuestionAnswering,64,1.621512,2.224372
cuda,GPT2ForSequenceClassification,4,1.657340,2.136428
cuda,LayoutLMForMaskedLM,16,1.679553,2.199090
cuda,LayoutLMForSequenceClassification,16,1.681591,2.208395
cuda,M2M100ForConditionalGeneration,2,4.248000,5.482383
cuda,MBartForCausalLM,16,1.328241,2.114003
cuda,MBartForConditionalGeneration,8,4.148902,5.567161
cuda,MT5ForConditionalGeneration,2,4.989547,5.068871
cuda,MegatronBertForCausalLM,2,3.332544,4.584439
cuda,MegatronBertForQuestionAnswering,8,3.183834,4.454362
cuda,MobileBertForMaskedLM,16,7.788308,12.428211
cuda,MobileBertForQuestionAnswering,32,7.836672,12.435963
cuda,OPTForCausalLM,4,1.433100,2.276625
cuda,PLBartForCausalLM,16,0.777500,1.071038
cuda,PLBartForConditionalGeneration,8,2.350938,2.648069
cuda,PegasusForCausalLM,8,1.375696,2.132169
cuda,PegasusForConditionalGeneration,4,4.092802,5.285065
cuda,RobertaForCausalLM,4,1.597505,2.218358
cuda,RobertaForQuestionAnswering,64,1.562566,2.133726
cuda,Speech2Text2ForCausalLM,64,0.854673,1.086906
cuda,T5ForConditionalGeneration,4,3.802696,3.494158
cuda,T5Small,1,3.907324,3.300572
cuda,TrOCRForCausalLM,8,1.317505,2.114451
cuda,XGLMForCausalLM,1,2.604141,4.490332
cuda,XLNetLMHeadModel,4,4.133118,9.879123
cuda,YituTechConvBert,1,2.244920,3.620568
