dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,39.828577,33.939249,29.989048,17.326640,5.874812,26.641866,9.737324,5.176298,0.613375,97.356846,15.566845
cuda,beit_base_patch16_224,64,23.388248,18.963396,14.768832,8.656943,1.979331,13.753542,3.717183,2.100311,0.277077,3.265554,7.238542
cuda,botnet26t_256,128,26.208048,23.198589,19.080370,14.082486,2.510484,21.569206,6.547821,2.821014,0.148700,51.965015,10.142894
cuda,cait_m36_384,4,57.766964,43.834863,40.984696,17.969006,6.212486,35.196702,16.252436,7.859299,2.262646,22.245525,24.588525
cuda,coat_lite_mini,128,25.782930,22.351268,19.266407,13.341936,2.713603,25.775681,7.769629,3.404690,0.235543,43.711412,15.308227
cuda,convit_base,64,23.031745,18.891684,15.856529,8.721453,2.194174,17.418996,5.471244,2.549479,0.297161,8.689913,11.072238
cuda,convmixer_768_32,32,21.828569,20.110420,15.859750,6.726226,3.172538,11.856883,3.840947,2.136436,0.326220,8.571901,2.565767
cuda,convnext_base,64,29.258860,22.477271,18.531587,10.139874,3.759248,19.285017,5.945013,2.966149,0.519057,12.654630,13.145393
cuda,crossvit_9_240,128,33.084609,26.784743,22.622205,12.160867,3.579581,25.889097,7.783111,3.720848,0.480523,32.991248,17.583883
cuda,cspdarknet53,64,31.499232,25.363051,21.460202,11.474060,4.373193,17.181728,4.789203,2.694399,0.337095,52.874180,10.363041
cuda,dla102,128,39.346190,32.794017,29.020603,14.714080,5.046363,22.043248,8.028462,3.981016,0.579765,38.200442,13.043816
cuda,dm_nfnet_f0,128,27.475638,21.293666,18.036010,8.422867,3.933129,16.284253,5.246811,2.328589,0.288621,28.394383,12.041762
cuda,dpn107,32,47.843326,38.176853,34.434398,17.357186,5.625427,26.328952,8.161755,4.855454,0.592199,28.268552,15.444487
cuda,eca_botnext26ts_256,128,25.906192,22.303556,19.374999,13.615738,3.025312,20.592217,6.560197,2.606858,0.166061,54.827760,10.174656
cuda,ese_vovnet19b_dw,128,18.768947,16.234797,12.155833,8.589865,1.982600,13.847657,3.582309,1.696556,0.125891,48.428619,7.346325
cuda,fbnetc_100,128,30.465380,25.239638,21.013088,12.681372,3.633054,18.582072,4.777530,2.591373,0.314349,89.904387,10.033075
cuda,fbnetv3_b,128,44.980633,36.406955,33.261486,17.885098,5.985189,26.819724,9.074241,4.357529,0.655278,106.958117,15.693041
cuda,gernet_l,128,25.338125,19.976438,16.169350,8.671784,2.957392,13.577073,3.354037,1.958359,0.247524,44.654906,8.089081
cuda,ghostnet_100,128,42.782706,34.623765,30.560449,17.681587,5.263743,29.676019,8.924696,4.330369,0.504267,175.609889,17.655387
cuda,gluon_inception_v3,128,38.423896,32.472468,29.456800,16.948983,5.745593,25.993529,9.479147,5.155560,0.600866,95.986476,15.161564
cuda,gluon_xception65,32,43.419776,35.728529,31.890480,14.483853,6.581786,20.661153,7.722746,3.793161,0.738665,29.795710,13.258189
cuda,gmixer_24_224,128,29.882184,23.440455,19.294380,9.604046,2.589585,17.975258,6.128199,3.068467,0.414690,7.075325,11.226690
cuda,gmlp_s16_224,128,30.973531,24.405071,20.243138,11.016061,3.189856,20.788608,6.516792,3.207805,0.444575,12.449331,13.244456
cuda,hrnet_w18,128,104.823200,95.668994,91.385079,42.748704,17.549815,62.919565,29.242596,15.412133,5.145905,84.141001,40.817556
cuda,inception_v3,128,40.784272,34.381286,30.329455,17.484122,5.736174,26.729654,9.531466,5.158160,0.600178,91.655498,15.356425
cuda,jx_nest_base,32,38.443943,31.199543,27.082698,15.698673,4.756404,29.025299,11.033476,4.414599,0.621695,23.662853,18.434822
cuda,lcnet_050,128,19.902521,17.480671,13.241708,8.574587,2.078422,12.985094,3.112559,1.559453,0.132631,71.462591,6.623634
cuda,mixer_b16_224,128,17.362296,14.224329,11.308086,6.632015,1.663588,11.083956,2.255082,1.326790,0.157160,6.075056,6.239582
cuda,mixnet_l,128,39.431934,30.053564,27.251477,15.050292,4.584690,24.279955,7.176942,4.079430,0.551761,100.740339,14.149898
cuda,mnasnet_100,128,24.283729,20.061012,17.161877,10.568796,2.800995,15.868387,4.072068,2.122247,0.223011,82.230313,8.298606
cuda,mobilenetv2_100,128,25.011218,21.075725,18.152061,11.016659,2.739218,16.301641,4.267322,2.475092,0.245992,90.366871,8.231094
cuda,mobilenetv3_large_100,128,26.668870,22.478832,19.581534,12.255866,3.494338,19.028065,4.596607,2.739815,0.269383,123.404319,10.474734
cuda,mobilevit_s,64,37.080629,31.422197,28.513804,19.329317,4.524319,35.776934,14.328512,6.618177,0.413126,100.852365,21.226086
cuda,nfnet_l0,128,25.076324,19.805698,16.828242,8.071383,3.181544,16.004800,5.184464,2.346225,0.292801,37.292259,11.346395
cuda,pit_b_224,64,21.613366,17.937890,15.051844,8.801347,2.126781,14.719079,4.302096,2.176069,0.268547,11.922589,8.206752
cuda,pnasnet5large,16,72.375152,64.456334,61.487694,30.006179,12.354611,44.944396,21.154303,10.291019,2.055957,47.982534,28.201385
cuda,poolformer_m36,64,40.950038,33.403650,30.562074,17.298524,6.500710,30.471909,14.795866,6.443548,0.615683,31.955800,20.065746
cuda,regnety_002,128,24.170753,19.187824,16.397629,9.594163,2.876078,15.067956,3.952765,2.135315,0.253311,68.830271,8.544461
cuda,repvgg_a2,128,23.750221,18.884417,16.005055,8.607257,3.001329,12.903494,3.722589,1.741257,0.221148,24.488323,7.511364
cuda,res2net101_26w_4s,64,62.059509,51.138041,48.334298,23.187408,8.777606,33.375698,15.052098,7.324724,1.544310,58.429738,20.039164
cuda,res2net50_14w_8s,128,56.235762,46.590202,43.754160,20.679801,8.236542,32.538798,14.403481,6.867147,1.257240,36.112157,20.702611
cuda,res2next50,128,33.303771,28.226425,25.318531,13.374951,4.518253,20.773779,7.599844,3.977590,0.509306,35.326694,12.260214
cuda,resmlp_12_224,128,14.767458,11.954644,9.250422,5.866391,1.058136,19.520256,2.218923,1.852748,0.133261,7.876873,14.798936
cuda,resnest101e,64,57.368102,45.937618,43.101907,19.859530,7.595381,31.325413,12.888591,6.318518,1.247573,81.386923,20.346455
cuda,rexnet_100,128,35.010341,29.036089,26.177643,16.485777,4.337178,27.520349,6.271344,3.719125,0.338547,240.116771,15.652739
cuda,sebotnet33ts_256,64,30.023394,25.735633,22.950954,15.501793,3.713147,23.642751,8.597600,3.406637,0.233623,60.986027,12.068315
cuda,selecsls42b,128,20.379172,17.895963,15.023713,9.551430,2.464397,15.782157,4.479645,2.175988,0.184114,55.582829,8.852193
cuda,spnasnet_100,128,27.847116,22.749503,19.855154,11.824602,3.368047,17.571922,4.977330,2.500000,0.295006,93.803847,9.351725
cuda,swin_base_patch4_window7_224,64,44.116999,35.277250,32.457477,18.366249,5.044623,37.253458,14.284130,6.604345,0.735121,31.869400,24.309374
cuda,swsl_resnext101_32x16d,32,34.668282,28.122758,25.199023,11.436487,5.441063,16.151268,5.834448,3.039937,0.498165,11.255684,10.549792
cuda,tf_efficientnet_b0,128,28.892675,23.977791,21.071018,12.615259,3.848043,19.991944,5.401193,2.810990,0.310323,105.259592,11.471109
cuda,tf_mixnet_l,128,40.551898,30.945648,28.114562,15.966528,4.267532,25.740913,7.552233,4.679090,0.575442,102.807651,14.815243
cuda,tinynet_a,128,32.598829,26.722618,23.900396,13.619191,4.083052,21.625316,6.570977,3.175380,0.387480,113.615628,12.385287
cuda,tnt_s_patch16_224,128,35.951160,28.426693,25.689915,12.629052,3.793651,22.648136,8.416823,3.955758,0.759008,13.170132,14.509634
cuda,twins_pcpvt_base,64,48.411868,37.537209,34.751076,17.529378,5.900471,32.189169,13.148193,5.701702,1.443649,69.470600,21.020056
cuda,visformer_small,128,21.160793,18.436030,15.562743,9.969578,2.477598,15.335907,3.610728,1.702916,0.208586,34.467231,8.013229
cuda,vit_base_patch16_224,64,19.214128,16.012733,13.105402,7.680011,1.648643,18.791527,3.595240,1.838734,0.234446,3.904913,12.902734
cuda,volo_d1_224,64,31.070085,25.539299,22.617827,12.769545,3.764586,22.746973,8.009576,3.657305,0.455608,24.835056,14.007328
cuda,xcit_large_24_p8_224,5,59.172765,46.215797,43.369469,20.826529,8.667403,36.641684,16.822333,7.659780,2.031609,36.675471,25.454829
