dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForQuestionAnswering,4,27.297048,25.280202,21.768561,16.118879,7.227565,24.630092,3.188425,1.457381,0.154458,1.244156,3.517855,17.133933
cuda,BartForCausalLM,4,31.229606,26.975352,23.214688,16.535386,7.509216,21.594887,3.496053,2.061965,0.229645,3.573010,1.896679,16.363386
cuda,BartForConditionalGeneration,2,59.352385,47.835903,44.088210,26.020924,20.610196,27.246771,8.966802,5.392343,1.169069,0.707617,0.462857,23.075593
cuda,BertForMaskedLM,16,32.443882,27.437049,23.987981,16.411436,7.745349,22.851075,4.206607,2.244042,0.309544,0.569407,6.390953,14.971744
cuda,BertForQuestionAnswering,16,32.330160,27.371340,23.467116,15.958122,7.588486,21.193298,4.231678,2.219695,0.300417,0.212384,6.037221,13.253747
cuda,BlenderbotSmallForCausalLM,64,24.926852,21.872167,17.819340,12.806383,5.259261,20.325513,2.331473,1.418075,0.164966,3.542394,2.459682,16.471795
cuda,BlenderbotSmallForConditionalGeneration,64,41.336883,34.341939,30.542240,18.284174,12.966897,21.313447,6.716164,3.288851,0.632222,1.603830,2.300335,17.954111
cuda,CamemBert,16,33.081912,28.043771,24.352437,16.745887,7.681149,21.517851,4.464350,2.000942,0.301710,0.580521,5.119700,13.250955
cuda,DebertaForMaskedLM,4,36.711113,30.513009,26.951651,20.123718,6.596983,27.306764,3.665095,2.091375,0.288872,17.146762,3.331454,31.239889
cuda,DebertaForQuestionAnswering,8,36.587060,30.405157,26.846892,19.976813,6.504656,28.537016,3.647552,2.076655,0.285323,18.038970,3.045444,33.417102
cuda,DebertaV2ForMaskedLM,1,54.151898,41.195265,37.588753,25.105965,13.903297,27.647629,4.754182,3.112257,0.565249,37.882947,1.351740,54.931803
