,Compiler,torchbench,huggingface,timm_models
eager,eager,"95%, 57/60","100%, 46/46","100%, 61/61"
aot_eager,aot_eager,"90%, 54/60","100%, 46/46","95%, 58/61"
inductor,inductor,"85%, 51/60","85%, 39/46","92%, 56/61"
inductor_no_cudagraphs,inductor_no_cudagraphs,"88%, 53/60","98%, 45/46","95%, 58/61"
