dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,48.226426,42.902643,38.627520,25.305590,5.643149,36.786763,10.006125,5.705334,0.637104,47.916892,106.086084,65.462520
cuda,beit_base_patch16_224,64,31.486072,28.027396,22.955298,16.488744,6.436811,22.059519,4.334921,2.192368,0.278949,0.870386,2.926083,13.071203
cuda,botnet26t_256,128,31.958499,29.411296,25.075373,19.875468,4.051924,28.098089,6.215415,2.581966,0.157901,29.182051,57.586331,41.620047
cuda,coat_lite_mini,128,34.630515,31.764033,27.520044,21.590463,7.216475,36.056006,7.216329,2.985260,0.244353,15.808455,42.357868,37.665064
cuda,convit_base,64,31.626497,28.450317,24.306759,17.252590,8.115441,25.225744,5.347698,2.566535,0.293101,6.398522,9.937925,22.694268
cuda,convmixer_768_32,32,20.746519,19.313166,15.145815,6.753219,3.152387,13.049206,2.543414,1.747763,0.275424,3.995292,13.682979,3.305602
cuda,convnext_base,64,37.029911,30.440221,25.861702,17.531271,8.530790,28.421499,5.845548,3.156741,0.527406,11.305282,16.779069,31.014243
cuda,crossvit_9_240,128,39.738775,34.891091,30.689483,20.679299,11.730330,31.279855,7.240237,3.697326,0.441835,23.341852,35.765988,45.964337
cuda,cspdarknet53,64,35.958027,30.826673,26.607406,16.720866,3.667021,25.686697,4.912149,3.430406,0.373581,26.983972,57.512380,39.916653
cuda,deit_base_distilled_patch16_224,64,27.003664,24.371584,20.026151,14.429711,6.175506,21.068863,3.726523,1.923870,0.223288,2.758373,3.611423,15.736574
cuda,dla102,128,46.609694,40.705973,36.311690,21.128337,5.514688,29.604215,8.720189,4.205756,0.620371,18.827166,42.482262,33.293812
cuda,dm_nfnet_f0,128,33.652828,28.127567,23.798120,14.429087,4.098527,24.708468,6.231346,2.642694,0.333092,25.708657,30.784412,40.366124
cuda,dpn107,32,57.905686,49.191625,44.954809,27.087059,6.096457,37.805965,8.904253,4.748686,0.619071,16.709753,30.633759,34.051774
cuda,eca_botnext26ts_256,128,33.774208,31.007659,26.737236,20.832673,4.421484,28.935687,6.381865,2.647756,0.179003,32.737603,63.332945,45.443777
cuda,eca_halonext26ts,128,38.523197,35.685013,31.442416,25.375676,4.683506,37.636105,12.117361,4.439099,0.190356,32.749800,66.638379,49.881772
cuda,ese_vovnet19b_dw,128,22.921056,20.834242,16.564913,12.913943,1.871276,20.396216,3.288455,1.636332,0.133000,28.352449,52.475085,37.825028
cuda,fbnetc_100,128,36.660264,32.420385,28.077526,19.246693,3.623670,27.154296,4.706278,3.239669,0.328779,47.062174,101.487329,58.869113
cuda,fbnetv3_b,128,53.400694,45.858437,41.151246,25.613634,6.230914,36.321280,9.090938,4.425186,0.709507,55.102881,106.871639,72.510202
cuda,gernet_l,128,29.883463,25.533948,21.344828,13.468998,2.849395,20.092870,3.473023,2.065106,0.264645,26.218817,50.427192,35.934449
