dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,32.531093,28.587682,25.006690,16.203510,8.077083,19.848622,5.062946,2.193348,0.294940,10.396027,24.764835,22.344149
cuda,Background_Matting,4,27.804181,25.025107,20.833007,13.378359,2.786150,21.162308,5.757520,3.112492,0.251076,13.860248,30.585881,24.654165
cuda,LearningToPaint,96,17.742123,16.630686,12.049592,9.023500,1.228236,14.438269,1.339668,0.788960,0.083795,13.458702,25.874228,20.192889
cuda,Super_SloMo,6,25.070846,22.691144,18.633360,11.768587,2.620251,17.737907,5.446803,2.868321,0.149701,8.062263,16.804139,7.696141
cuda,alexnet,128,8.481614,8.130805,4.156328,3.738919,0.722134,8.601956,0.936349,0.319277,0.016272,4.838014,10.437550,4.677049
cuda,attention_is_all_you_need_pytorch,256,31.967091,28.313391,24.980750,16.029581,9.991314,20.544380,5.048122,2.307660,0.382053,14.652575,31.396973,29.406933
cuda,dcgan,32,8.188673,7.866340,3.841402,3.315879,0.333515,4.553804,0.215014,0.118155,0.013828,0.124426,1.713244
cuda,demucs,4,19.387909,18.355778,14.155123,12.944115,0.674929,19.216059,1.208199,0.695146,0.046549,6.206043,9.242151,13.204637
cuda,densenet121,4,62.530491,55.513132,51.257441,32.236749,7.403846,44.709019,14.579855,6.070176,0.762756,29.857657,57.945000,50.595374
cuda,dlrm,1024,5.974153,5.685281,2.279599,1.834090,1.234455,2.997649,0.332163,0.131479,0.014848,0.152519,2.562630
cuda,drq,1,12.843716,12.328426,6.331837,5.839757,0.750858,8.465364,0.188075,0.106433,0.016712,0.415553,3.809783
cuda,fastNLP_Bert,6,33.850068,29.763909,26.321599,18.811351,7.865846,22.425356,4.479254,2.115499,0.308312,0.364538,6.599988,12.066378
cuda,functorch_dp_cifar10,64,15.859489,14.913293,10.993199,8.174927,1.476619,15.149552,2.207054,0.966069,0.070145,27.935074,37.166318,36.471500
cuda,hf_Albert,8,32.036429,30.001945,25.790586,20.084738,7.566597,28.550287,3.291896,1.497723,0.157786,2.187540,8.405246,18.369164
cuda,hf_Bart,4,40.580189,33.141754,29.564036,19.996498,10.282837,25.044677,4.770934,2.726254,0.328391,4.616618,3.887951,20.233675
cuda,hf_Bert,4,31.499784,26.516457,23.204530,15.722764,7.791909,20.457622,4.431957,2.015583,0.307555,0.577657,8.159084,13.315885
cuda,hf_Bert_large,4,52.440670,41.091852,37.762385,23.112233,15.047557,28.164447,7.952369,3.843935,0.807791,0.657875,11.921946,21.183821
cuda,hf_BigBird,2,77.232715,66.520117,63.005576,36.273101,24.318999,51.227838,20.659489,10.207384,0.590680,14.687263,9.468480,54.664835
cuda,hf_DistilBert,8,19.906168,17.966111,14.275216,10.384440,4.268973,13.601652,1.885077,1.054467,0.129191,1.882406,5.140193,9.475276
cuda,hf_GPT2,4,29.439548,25.725988,21.063347,14.247010,6.583724,16.536452,4.114851,1.896391,0.260757,0.530133,2.850485,9.596571
cuda,hf_Reformer,4,28.145138,25.432790,21.847839,19.242143,2.105967,23.835775,1.434863,0.812879,0.064851,0.456238,5.440358,7.268237
cuda,hf_T5_large,2,112.473377,90.546458,86.642762,52.231036,36.188847,58.922422,16.534587,7.759996,1.785015,6.798582,37.769650,50.651968
