dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,14.239207,12.831042,6.115626,2.041638,8.298765,3.411548,1.300000,0.264972,0.000008,8.154372,4.321897
cuda,Background_Matting,4,14.186332,13.306987,6.990352,2.669557,10.025587,5.336137,2.268869,0.267832,0.497692,6.298698
cuda,LearningToPaint,96,6.284273,5.907190,3.245684,0.964531,3.812135,1.211395,0.581271,0.088461,0.259723,1.829515
cuda,Super_SloMo,6,14.212552,13.122813,7.366163,2.664130,9.994927,5.258592,2.019187,0.116147,0.377401,5.751539
cuda,alexnet,128,1.798990,1.725257,1.447560,0.188920,2.589639,0.698366,0.244999,0.012710,0.132688,1.468735
cuda,attention_is_all_you_need_pytorch,256,29.474878,28.261149,21.310597,2.190876,23.585401,3.718659,1.503175,0.303650,0.536291,9.012502,5.112203
cuda,dcgan,32,1.912059,1.824923,1.383914,0.176598,1.928164,0.176725,0.077314,0.011943,0.109238,0.837497
cuda,demucs,4,0.229120
cuda,densenet121,4,36.314563,34.237402,17.763882,6.385241,22.714463,13.378144,4.192568,0.823907,0.837405,12.431132
cuda,dlrm,1024,1.585124,1.410872,1.015803,0.152379,1.908677,0.332117,0.101322,0.013927,0.114571,1.167530
cuda,drq,1,2.232702,2.058620,1.696984,0.117573,2.643587,0.113517,0.059044,0.012882,0.354956,1.426459
cuda,fastNLP_Bert,6,15.487272,13.983528,8.098331,1.803361,11.523831,3.231175,1.350747,0.249115,0.760846,4.233541,6.082810
cuda,functorch_dp_cifar10,64,5.324651,5.104891,2.847165,1.074854,5.380939,2.073889,0.628026,0.060584,3.495707,7.144928,3.310169
cuda,hf_Albert,8,10.106220,8.842100,3.423169,1.739096,6.614651,2.770637,1.028350,0.139127,3.107971,8.116565,2.664672
cuda,hf_Bart,4,18.908473,17.243133,9.320234,2.657642,13.313489,4.187179,1.715294,0.362035,2.842487,3.624891,9.610792
cuda,hf_Bert,4,13.324033,11.823970,5.804797,1.792468,8.690135,2.869222,1.543496,0.250275,0.688864,5.458169,0.368247
cuda,hf_Bert_large,4,26.022329,23.081579,11.580046,3.605235,15.838439,5.983670,2.388044,0.618625,1.134267,9.175892,0.353678
cuda,hf_DistilBert,8,6.548406,5.936543,2.976986,0.929526,4.893302,1.577486,0.660053,0.112854,2.153528,5.045172,1.855399
cuda,hf_GPT2,4,11.395475,9.879275,4.490123,1.802687,6.438479,2.451230,1.180153,0.217885,2.232148,6.259676,1.879223
cuda,hf_Reformer,4,10.792127,9.115011,7.617167,0.697394,8.342522,1.077495,0.540452,0.048372,2.378114,3.655404,3.837738
cuda,hf_T5_large,2,61.335498,50.605933,21.012361,8.532452,33.975557,18.206799,5.223155,2.239207,5.059254,25.056381,27.016959
cuda,lennard_jones,1000,1.161090,1.104895,0.892922,0.057878,1.405060,0.042729,0.029230,0.005731,0.096457,0.670295
cuda,mnasnet1_0,32,14.230635,13.451593,7.391366,2.575397,8.432821,3.666919,1.568158,0.265298,3.028224,6.739474,2.676611
cuda,mobilenet_v2,96,15.949914,15.104931,8.266318,2.487864,8.930449,4.172135,1.731542,0.316145,0.525470,4.014958
cuda,mobilenet_v3_large,32,14.796568,13.928646,7.378346,2.495143,9.138195,3.963456,1.646242,0.288213,32.395290,36.919035,32.158924
cuda,nvidia_deeprecommender,256,1.476035,1.376969,1.073164,0.100061,2.169523,0.088093,0.045043,0.008355,0.500123,1.702174,0.377823
cuda,pytorch_CycleGAN_and_pix2pix,1,5.374938,5.037243,2.501529,0.884961,4.481379,1.665891,0.643624,0.066509,0.193510,3.100254
cuda,pytorch_stargan,16,6.243864,5.870878,3.068867,0.980119,4.064940,1.066357,0.386867,0.057397,18.928145,38.492286,20.944741
cuda,pytorch_struct,200,1.828601,1.676497,1.111372,0.137654,2.355323,0.166788,0.095374,0.019407,18.208879,19.599766,18.092866
cuda,pytorch_unet,1,7.036706,6.616600,3.657561,1.150568,5.166854,2.093961,1.002212,0.090596,0.252386,2.957608
cuda,resnet152,32,36.673762,34.248908,15.160094,7.239317,16.614974,9.477880,3.286698,1.248173,3.835557,12.819517,2.863586
cuda,resnet18,16,6.777990,6.399035,3.840841,1.154034,4.647510,1.655492,0.700984,0.086523,2.829185,4.829323,2.554832
cuda,resnet50,32,13.601885,12.750024,6.467674,2.316781,7.481845,3.398420,1.386240,0.259037,3.272279,6.866294,2.909735
cuda,resnext50_32x4d,8,12.773397,11.927245,5.654627,2.154021,6.858392,2.922408,1.337038,0.226118,3.191312,6.809485,2.869080
cuda,shufflenet_v2_x1_0,128,15.959593,14.985599,7.953817,2.596652,10.061899,4.758177,2.677097,0.391493,0.255391,5.066493
cuda,soft_actor_critic,256,1.772953,1.653096,1.459932,0.056992,2.367281,0.049094,0.029842,0.005943,0.311796,1.280461
cuda,speech_transformer,32,17.215808,15.533720,8.387973,2.193284,12.324516,4.178232,1.978472,0.273559,0.131857,6.378371
cuda,squeezenet1_1,32,2.535539,2.374225,1.759841,0.399153,3.308262,1.153831,0.525006,0.034242,0.141464,2.101522
cuda,timm_efficientdet,1,58.251193,48.893667,23.265464,10.763551,32.899477,18.175077,5.965474,1.650830,35.436146,47.255190,56.243762
cuda,timm_efficientnet,32,16.451584,14.718379,7.398182,2.755555,10.184777,4.443870,2.193636,0.335335,39.287447,44.944427,38.971615
cuda,timm_nfnet,128,15.184373,13.218481,5.388293,3.196442,11.252177,5.061593,1.744229,0.294735,1.204212,10.394534,0.702522
cuda,timm_regnet,32,17.393186,15.206680,6.889831,3.166948,8.479747,3.947036,1.544927,0.375989,23.184894,28.074164,22.789981
cuda,timm_resnest,32,9.410615,8.906930,5.904159,1.267048,8.265791,3.143293,1.284030,0.113457,34.021446,44.582927,37.840933
cuda,timm_vision_transformer,8,8.823922,8.071923,3.953106,1.345089,7.232702,2.425877,1.327934,0.177482,14.830571,18.519495,19.521293
cuda,timm_vision_transformer_large,8,26.335499,23.843805,9.608122,5.072209,15.743949,7.621431,3.303844,0.975357,12.571515,13.354551,24.001461
cuda,timm_vovnet,32,11.818966,10.490682,5.748884,1.852684,7.974249,3.734666,1.484680,0.179200,3.091429,7.245800,2.742299
cuda,tts_angular,64,1.103516,1.003517,0.900990,0.045589,1.400110,0.026768,0.014480,0.001570,0.094897,0.641724
cuda,vgg16,64,2.076839,1.967739,1.530797,0.269275,2.694635,0.747828,0.315378,0.021847,0.215374,1.657164
cuda,yolov3,16,20.989777,19.449086,10.342112,3.712453,13.153964,6.431694,2.871497,0.463661,0.393823,7.056030
