dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,BERT_pytorch,16,8.311016,5.000991,4.949757
cuda,Background_Matting,4,5.472781,3.437673,3.421883
cuda,LearningToPaint,96,2.126714,1.239446,1.225628
cuda,Super_SloMo,6,6.288894,4.173474,4.158519
cuda,alexnet,128,0.508866,0.203268,0.189914
cuda,attention_is_all_you_need_pytorch,256,8.146585,5.072395,5.057843
cuda,dcgan,32,0.514132,0.226376,0.212959
cuda,demucs,4,1.319069,0.500329,0.486870
cuda,densenet121,4,14.039099,9.042138,9.024808
cuda,dlrm,1024,0.625602,0.315308,0.301835
cuda,drq,1,0.710666,0.244904,0.231105
cuda,fastNLP_Bert,6,7.834623,4.526983,4.511509
cuda,functorch_dp_cifar10,64,1.647844,0.930372,0.917107
cuda,hf_Albert,8,5.929806,4.011321,3.997695
cuda,hf_Bart,4,11.940635,5.586658,5.570177
cuda,hf_Bert,4,7.552990,4.077173,4.062850
cuda,hf_Bert_large,4,15.314540,8.165558,8.145177
cuda,hf_BigBird,2,31.795645,21.270137,21.242782
cuda,hf_DistilBert,8,3.646194,1.995029,1.981585
cuda,hf_GPT2,4,7.226636,4.008084,3.991287
cuda,hf_GPT2_large,4,22.664270,11.753587,11.736336
cuda,hf_Longformer,2,27.175249,18.279876,18.237568
cuda,hf_Reformer,4,4.910725,1.510816,1.490111
cuda,hf_T5,8,10.098365,5.771547,5.757604
cuda,hf_T5_large,2,45.064146,23.877619,23.857248
cuda,lennard_jones,1000,0.371162,0.125463,0.112292
cuda,mnasnet1_0,32,4.967740,3.098615,3.084665
cuda,mobilenet_v2,96,5.236761,3.303168,3.287750
cuda,mobilenet_v2_quantized_qat,96,10.482371,7.898511,7.765490
cuda,mobilenet_v3_large,32,5.450820,3.374326,3.360112
cuda,nvidia_deeprecommender,256,0.495606,0.186283,0.173155
cuda,phlippe_densenet,128,5.192616,3.216975,3.202228
cuda,phlippe_resnet,128,2.015160,1.163383,1.149966
cuda,pytorch_CycleGAN_and_pix2pix,1,2.147032,1.377983,1.364458
cuda,pytorch_stargan,16,2.519816,1.711287,1.697614
cuda,pytorch_struct,200,0.865525,0.423738,0.411546
cuda,pytorch_unet,1,2.719676,1.683527,1.669923
cuda,resnet152,32,15.376530,9.481281,9.463650
cuda,resnet18,16,2.069354,1.202552,1.189036
cuda,resnet50,32,5.182676,3.197733,3.183270
cuda,resnet50_quantized_qat,32,10.004328,7.656979,7.638857
cuda,resnext50_32x4d,8,5.344982,3.294559,3.279423
cuda,shufflenet_v2_x1_0,128,5.738795,3.612355,3.597692
cuda,soft_actor_critic,256,0.428918,0.122674,0.109362
cuda,speech_transformer,32,9.571167,5.806368,5.789641
cuda,squeezenet1_1,32,1.094779,0.480469,0.467300
cuda,timm_efficientnet,32,7.655345,4.177461,4.162744
cuda,timm_nfnet,128,8.974707,4.423478,4.409374
cuda,timm_regnet,32,9.316534,4.511769,4.496818
cuda,timm_resnest,32,2.815422,1.616738,1.602828
cuda,timm_vision_transformer,32,5.016624,3.010846,2.996545
cuda,timm_vovnet,32,5.098139,2.489679,2.475906
cuda,tts_angular,64,0.327020,0.058752,0.045712
cuda,vgg16,64,0.755792,0.327943,0.315123
cuda,yolov3,16,8.168082,4.698967,4.680730
