,Compiler,torchbench,huggingface,timm_models
eager,eager,"97%, 58/60","98%, 45/46","100%, 61/61"
aot_eager,aot_eager,"90%, 54/60","98%, 45/46","95%, 58/61"
inductor,inductor,"85%, 51/60","89%, 41/46","95%, 58/61"
inductor_no_cudagraphs,inductor_no_cudagraphs,"90%, 54/60","98%, 45/46","97%, 59/61"
