dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,adv_inception_v3,128,4.932732,0.002753
cuda,beit_base_patch16_224,64,3.360570,0.001853
cuda,botnet26t_256,128,2.311807,0.001695
cuda,cait_m36_384,4,15.620357,0.006573
cuda,coat_lite_mini,128,2.749657,0.001536
cuda,convit_base,64,3.064215,0.001678
cuda,convmixer_768_32,32,1.272093,0.000157
cuda,convnext_base,64,5.694832,0.003570
cuda,crossvit_9_240,128,4.731883,0.002548
cuda,cspdarknet53,64,4.530581,0.003367
cuda,deit_base_distilled_patch16_224,64,2.512021,0.001449
cuda,dla102,128,5.561794,0.002886
cuda,dm_nfnet_f0,128,4.679510,0.002326
cuda,dpn107,32,7.933662,0.005299
cuda,eca_botnext26ts_256,128,2.562075,0.001609
cuda,eca_halonext26ts,128,2.809711,0.001881
cuda,ese_vovnet19b_dw,128,1.825015,0.001376
cuda,fbnetc_100,128,4.187983,0.003114
cuda,fbnetv3_b,128,7.479746,0.004915
cuda,gernet_l,128,3.872963,0.002787
cuda,ghostnet_100,128,6.118645,0.002401
cuda,gluon_inception_v3,128,4.853485,0.002582
cuda,gluon_xception65,32,7.438152,0.006470
cuda,gmixer_24_224,128,4.674842,0.002639
cuda,gmlp_s16_224,128,4.959415,0.003089
cuda,hrnet_w18,128,6.456339,0.000451
cuda,inception_v3,128,5.233997,0.002907
cuda,jx_nest_base,32,5.669164,0.003257
cuda,lcnet_050,128,1.859904,0.001371
cuda,mixer_b16_224,128,2.116646,0.001448
cuda,mixnet_l,128,6.811263,0.004052
cuda,mnasnet_100,128,3.482784,0.002686
cuda,mobilenetv2_100,128,3.416143,0.002465
cuda,mobilenetv3_large_100,128,3.710908,0.002646
cuda,mobilevit_s,64,4.175230,0.002698
cuda,nfnet_l0,128,4.309781,0.002185
cuda,pit_b_224,64,2.871206,0.001666
cuda,pnasnet5large,16,4.830588,0.000409
cuda,poolformer_m36,64,6.565764,0.003932
cuda,regnety_002,128,3.595160,0.002550
cuda,repvgg_a2,128,3.820680,0.002805
cuda,res2net101_26w_4s,64,11.357823,0.005610
cuda,res2net50_14w_8s,128,9.560652,0.004601
cuda,res2next50,128,4.516527,0.002339
cuda,resmlp_12_224,128,2.176912,0.001440
cuda,resnest101e,64,10.866305,0.005304
cuda,rexnet_100,128,4.613107,0.002997
cuda,sebotnet33ts_256,64,1.795957,0.000951
cuda,selecsls42b,128,1.970498,0.001296
cuda,spnasnet_100,128,4.233151,0.003422
cuda,swin_base_patch4_window7_224,64,6.825438,0.003372
cuda,swsl_resnext101_32x16d,32,5.531041,0.003161
cuda,tf_efficientnet_b0,128,4.276049,0.002959
cuda,tf_mixnet_l,128,7.215702,0.008035
cuda,tinynet_a,128,4.991395,0.003379
cuda,tnt_s_patch16_224,128,6.183015,0.003355
cuda,twins_pcpvt_base,64,10.021694,0.004857
cuda,visformer_small,128,2.124306,0.001194
cuda,vit_base_patch16_224,64,2.504065,0.001475
cuda,volo_d1_224,64,4.297772,0.002439
cuda,xcit_large_24_p8_224,5,13.026451,0.005873
