dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,AlbertForMaskedLM,4,2.024912,0.000290
cuda,AlbertForQuestionAnswering,4,2.070649,0.000300
cuda,AllenaiLongformerBase,4,10.137978,0.004468
cuda,BartForCausalLM,4,4.267704,0.000818
cuda,BartForConditionalGeneration,2,11.417725,0.001298
cuda,BertForMaskedLM,16,5.330942,0.000604
cuda,BertForQuestionAnswering,16,5.343362,0.000602
cuda,BlenderbotForCausalLM,4,8.818472,0.001621
cuda,BlenderbotSmallForCausalLM,64,3.101099,0.000605
cuda,BlenderbotSmallForConditionalGeneration,64,7.306648,0.000915
cuda,CamemBert,16,5.262008,0.000585
cuda,DebertaForMaskedLM,4,6.579519,0.002599
cuda,DebertaForQuestionAnswering,8,6.188080,0.002524
cuda,DebertaV2ForMaskedLM,1,13.225681,0.004826
cuda,DebertaV2ForQuestionAnswering,2,13.101188,0.004905
cuda,DistilBertForMaskedLM,128,2.168733,0.000333
cuda,DistilBertForQuestionAnswering,256,1.922970,0.000290
cuda,DistillGPT2,16,1.934819,0.000315
cuda,ElectraForCausalLM,32,5.408965,0.000627
cuda,ElectraForQuestionAnswering,64,5.291224,0.000599
cuda,GPT2ForSequenceClassification,4,3.942686,0.000529
cuda,GoogleFnet,16,2.717261,0.000919
cuda,LayoutLMForMaskedLM,16,5.610554,0.000684
cuda,LayoutLMForSequenceClassification,16,5.366673,0.000648
cuda,M2M100ForConditionalGeneration,16,11.035857,0.001641
cuda,MBartForCausalLM,4,4.325036,0.000882
cuda,MBartForConditionalGeneration,2,11.675151,0.001407
cuda,MT5ForConditionalGeneration,16,6.985905,0.000841
cuda,MegatronBertForCausalLM,4,11.186526,0.001159
cuda,MegatronBertForQuestionAnswering,8,11.263026,0.001073
cuda,MobileBertForMaskedLM,64,17.575030,0.000602
cuda,MobileBertForQuestionAnswering,128,17.434417,0.000592
cuda,OPTForCausalLM,2,4.005364,0.000829
cuda,PLBartForCausalLM,8,2.531373,0.000482
cuda,PLBartForConditionalGeneration,4,6.616153,0.000917
cuda,PegasusForCausalLM,32,4.162008,0.000845
cuda,PegasusForConditionalGeneration,32,4.177194,0.000512
cuda,RobertaForCausalLM,16,5.241791,0.000602
cuda,RobertaForQuestionAnswering,16,5.294693,0.000630
cuda,Speech2Text2ForCausalLM,256,2.234973,0.000522
cuda,T5ForConditionalGeneration,4,4.992326,0.000702
cuda,T5Small,4,4.973506,0.000670
cuda,TrOCRForCausalLM,32,4.398600,0.000856
cuda,XGLMForCausalLM,8,8.329288,0.001680
cuda,XLNetLMHeadModel,8,10.405409,0.001588
cuda,YituTechConvBert,16,7.614563,0.000883
