dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,botnet26t_256,128,1.123027,2.185687
cuda,convnext_base,32,1.652671,4.802224
cuda,crossvit_9_240,64,1.595599,5.269595
cuda,cspdarknet53,64,1.592584,3.459385
cuda,deit_base_distilled_patch16_224,64,0.967821,2.836044
cuda,densenet121,64,2.842687,8.407294
cuda,dla102,64,1.489485,6.189843
cuda,eca_botnext26ts_256,64,1.193869,2.660608
cuda,eca_halonext26ts,64,1.246646,2.880056
cuda,ese_vovnet19b_dw,128,0.855070,1.622320
cuda,fbnetc_100,128,1.424589,3.050523
cuda,fbnetv3_b,128,2.357286,5.378118
cuda,gernet_l,128,1.414605,2.865706
cuda,ghostnet_100,128,1.294216,5.107974
cuda,gmixer_24_224,64,1.470098,5.088581
cuda,gmlp_s16_224,64,1.400331,4.415689
cuda,hardcorenas_a,128,1.094925,2.103871
cuda,hrnet_w18,2,5.111588,25.277236
cuda,lcnet_050,128,0.842440,1.333615
cuda,mixer_b16_224,64,0.882581,1.864582
cuda,mixnet_l,64,3.903932,6.537568
cuda,mnasnet_100,128,1.161364,2.437900
cuda,mobilenetv2_100,128,1.165574,2.157208
cuda,mobilenetv3_large_100,128,1.192691,2.706313
cuda,mobilevit_s,32,1.521397,4.222557
cuda,nfnet_l0,64,1.837368,5.062977
cuda,regnety_002,128,1.266947,3.190139
cuda,repvgg_a2,128,1.364072,2.350136
cuda,res2net101_26w_4s,64,2.624638,12.525501
cuda,res2net50_14w_8s,2,2.283775,11.274674
cuda,res2next50,2,1.316143,5.243450
cuda,resmlp_12_224,128,0.875617,1.753885
cuda,resnest101e,32,2.934540,11.580606
cuda,resnet18,128,0.578557,0.888770
cuda,selecsls42b,128,0.759693,2.045388
cuda,spnasnet_100,128,1.411998,3.001489
cuda,tf_mixnet_l,64,4.170993,6.601574
cuda,tinynet_a,128,1.588122,4.424216
cuda,tnt_s_patch16_224,64,1.998917,7.896928
cuda,visformer_small,128,0.965862,2.577610
cuda,vit_base_patch16_224,64,0.965691,2.803335
cuda,volo_d1_224,64,1.612567,5.640781
cuda,xcit_large_24_p8_224,5,3.358333,14.733839
