dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.031273,22.831806,2.225646,24.508788,4.257430,1.289873,0.248859,0.000009,55.882229,4.006698
cuda,Background_Matting,4,1.412897,4.851907,1.640058,7.973075,3.878525,2.087053,0.176733,0.406850,5.241245
cuda,LearningToPaint,96,0.582838,2.421830,0.699553,3.221149,0.955888,0.448548,0.065575,0.228082,1.760749
cuda,Super_SloMo,6,1.657209,7.389138,1.905023,8.211902,4.007376,1.712368,0.088486,0.370203,3.161529
cuda,alexnet,128,0.095076,1.481421,0.151200,2.151018,0.368424,0.159453,0.010735,0.134372,0.960579
cuda,attention_is_all_you_need_pytorch,256,1.686463,9.524230,2.065037,12.635678,4.359664,1.515133,0.296692,13.473699,113.140641,18.761651
cuda,dcgan,32,0.112265,1.206110,0.134943,1.798147,0.141659,0.062573,0.010427,0.107803,0.841457
cuda,demucs,4,0.219178
cuda,densenet121,4,3.442559,13.510646,5.091538,19.538614,11.384516,3.610310,0.574002,0.812784,12.160712
cuda,dlrm,2048,0.371276,1.175251,0.267634,1.944980,0.343976,0.106546,0.013631,0.120508,1.165137
cuda,drq,1,0.183311,1.547837,0.095989,2.522181,0.097942,0.048429,0.011285,0.272521,1.350398
cuda,fastNLP_Bert,6,2.012151,20.928127,1.865554,23.439569,3.817631,1.350604,0.249864,12.175899,30.309131,16.648775
cuda,functorch_dp_cifar10,64,0.434247,2.789559,1.064446,5.332314,1.800315,0.735312,0.058383,16.641445,20.292162,16.445350
cuda,hf_Albert,8,1.568426,3.792436,1.588280,6.707412,2.687173,0.978411,0.134986,20.521069,25.809171,25.104550
cuda,hf_Bart,4,2.272522,8.816425,2.738999,12.396973,3.797532,1.601135,0.332851,18.801541,23.122203,25.245200
cuda,hf_Bert,4,1.972476,7.439300,1.923951,9.277959,3.582250,1.198695,0.237219,10.251397,19.456976,14.105167
cuda,hf_BigBird,2,9.433733,5.368910,1.508802,9.110926,2.020929,0.945241,0.180657,9.508698,14.867138,0.870765
cuda,hf_DistilBert,8,0.819833,3.809525,1.071837,5.220389,1.491123,0.637701,0.105140,13.770859,19.479160,16.301090
cuda,hf_GPT2,4,1.929117,15.144098,1.657350,17.306769,3.237868,1.169807,0.202188,9.321425,36.604414,13.222187
cuda,hf_Reformer,4,2.915606,7.840137,0.657534,8.711385,1.050956,0.542940,0.054609,9.473005,15.414359,11.051481
cuda,hf_T5_large,2,16.234519,37.181982,6.558731,46.981103,15.875060,4.569538,1.957961,26.124630,101.136294,42.939329
cuda,lennard_jones,1000,0.065900,0.875162,0.054978,1.400496,0.040376,0.028561,0.005368,0.098054,0.682305
cuda,mnasnet1_0,32,1.291554,5.331734,1.611733,6.980930,2.926502,1.244214,0.182158,15.573866,19.096873,15.304292
cuda,mobilenet_v2,96,1.375081,5.871970,1.797006,7.250184,3.336767,1.358854,0.209759,0.354056,3.615296
cuda,mobilenet_v2_quantized_qat,96,2.239619,8.318522,3.402868,12.042854,6.225473,2.293796,0.489616,7.275726
cuda,mobilenet_v3_large,32,1.387750,5.519394,1.855614,7.717060,3.292969,1.334259,0.212630,28.069705,32.207005,27.755943
cuda,nvidia_deeprecommender,256,0.143483,0.980419,0.097938,2.010991,0.087542,0.044157,0.008121,1.307164,2.441789,1.172961
cuda,pytorch_CycleGAN_and_pix2pix,1,0.503413,2.225204,0.728350,3.892852,1.477661,0.694234,0.064080,0.206690,2.643787
cuda,pytorch_stargan,16,0.541251,1.981123,0.557885,3.296086,0.735930,0.281070,0.050544,99.953196,101.860941,99.764464
cuda,pytorch_struct,200,0.199532,1.153790,0.136605,2.399807,0.152238,0.090888,0.017963,96.013903,97.407068,95.862311
cuda,pytorch_unet,1,0.661319,2.946700,0.761472,4.040577,1.511411,0.605913,0.062427,0.240773,2.129799
cuda,resnet18,16,0.545863,2.960193,0.857390,4.236303,1.340673,0.556705,0.063305,15.427908,17.593218,15.238738
cuda,resnet50,32,1.367314,4.568584,1.648069,6.258527,2.692514,1.089707,0.181310,15.834558,19.254269,15.529996
cuda,resnet50_quantized_qat,32,2.077780,6.632607,3.600435,9.808356,4.705053,1.918513,0.452884,6.926143,14.890529
cuda,resnext50_32x4d,8,1.369091,4.123002,1.559869,5.981025,2.401732,1.094096,0.170272,15.085963,18.591691,14.763894
cuda,shufflenet_v2_x1_0,128,1.560535,5.522799,2.020334,8.167514,3.386685,1.873272,0.263825,0.293797,5.051148
cuda,soft_actor_critic,256,0.109420,1.380322,0.054525,2.237774,0.048126,0.028470,0.005655,0.210578,1.126906
cuda,speech_transformer,32,2.406918,14.219806,2.137403,18.593165,4.577187,1.644499,0.281256,0.000028,120.609057,6.636887
cuda,squeezenet1_1,32,0.234369,1.830590,0.274865,2.508250,0.556997,0.299350,0.028608,0.146581,1.111857
cuda,timm_efficientdet,1,21.804265,18.955486,8.084620,28.656203,15.845725,4.799134,1.301520,345.099329,400.236116,363.261989
cuda,timm_efficientnet,32,2.284787,5.947140,2.147424,8.687078,3.856101,1.578861,0.266356,14.158178,19.149914,13.798491
cuda,timm_nfnet,128,2.633579,9.689012,4.639776,10.059895,5.394008,1.731659,0.256472,2.436608,7.600405,1.824611
cuda,timm_regnet,32,2.967929,5.132994,2.196838,7.256309,3.238987,1.298288,0.306960,16.202032,20.643710,15.732690
cuda,timm_resnest,32,0.754776,4.676787,1.021344,7.334766,2.805064,1.135601,0.088569,75.439536,137.808270,79.160774
cuda,timm_vision_transformer,8,1.049044,4.378967,1.523153,6.910662,2.444152,1.069317,0.172853,103.638941,138.942731,107.763469
cuda,timm_vision_transformer_large,8,3.544161,10.128816,4.813141,15.582749,7.892708,3.248746,0.975682,74.269609,84.736043,84.781571
cuda,timm_vovnet,32,1.781248,4.655200,1.402328,7.228430,3.261861,1.289604,0.138708,14.925257,18.966067,14.652234
cuda,tts_angular,64,0.119962,0.898706,0.043651,1.382966,0.026559,0.013888,0.001522,0.093997,0.624169
cuda,vgg16,64,0.156861,1.524867,0.223620,2.358965,0.548669,0.222222,0.017703,0.250468,1.318199
cuda,yolov3,16,3.621763,42.717005,3.580216,370.234831,14.486989,5.799291,0.332353,33.132967,364.355331,32.630531
