dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.038233,22.604332,2.178427,24.317675,4.229358,1.274577,0.243648,56.475549,3.994537
cuda,Background_Matting,4,1.428076,4.949493,1.618950,7.988428,4.128314,1.753544,0.176105,4.728383
cuda,LearningToPaint,96,0.575379,2.414346,0.697084,3.437378,1.175452,0.451313,0.069280,1.752653
cuda,Super_SloMo,6,1.615375,7.328084,1.881286,8.161699,3.954662,1.686464,0.091806,2.775762
cuda,alexnet,128,0.095532,1.467452,0.152821,2.139108,0.365317,0.160174,0.010726,0.829779
cuda,attention_is_all_you_need_pytorch,256,1.701737,9.443282,2.061221,12.892087,4.719358,1.513882,0.290438,115.943601,5.620142
cuda,dcgan,32,0.115291,1.169389,0.142874,1.746259,0.141051,0.062864,0.010062,0.726330
cuda,demucs,4,0.211530
cuda,densenet121,4,3.338235,13.431124,5.665812,19.436800,10.728621,3.571917,0.562986,11.889611
cuda,drq,1,0.184594,1.605599,0.096674,2.502588,0.097877,0.047986,0.011352,1.000784
cuda,fastNLP_Bert,6,2.102642,20.908538,1.908598,23.844576,4.393266,1.350658,0.239745,29.169431,4.944430
cuda,functorch_dp_cifar10,64,0.432583,2.777979,1.049812,5.419953,1.780608,0.727070,0.056957,3.733592,15.492970
cuda,hf_Albert,8,1.568602,3.802314,1.585073,7.057594,3.021196,0.962847,0.133108,25.465305,4.919740
cuda,hf_Bart,4,2.263109,8.801264,2.733599,11.997762,3.797149,1.587363,0.331459,24.169925,6.416012
cuda,hf_Bert,4,1.991036,7.459934,1.913043,9.272300,3.586462,1.197172,0.236464,19.234122,3.815282
cuda,hf_BigBird,2,9.565728,5.763369,1.478284,9.785171,2.695869,0.934926,0.179481,5.593157,0.879032
cuda,hf_DistilBert,8,0.826739,3.797855,1.071328,5.196718,1.492375,0.639713,0.103993,19.204239,2.518780
cuda,hf_GPT2,4,1.974936,15.086273,1.957624,17.258786,3.248637,1.167707,0.203341,37.008247,4.210460
cuda,hf_GPT2_large,4,7.063978,59.239141,5.058593,64.381848,12.807545,3.356870,0.955247,50.590653,10.443128
cuda,hf_Reformer,4,2.882724,7.973950,0.662595,8.849242,1.064496,0.547429,0.055402,15.280892,1.582928
cuda,hf_T5,8,2.958988,7.675553,1.809052,11.037941,2.821453,1.196940,0.258758,20.822343,5.997069
cuda,hf_T5_large,2,16.254198,36.840308,6.547771,46.665099,15.857990,4.581400,1.966010,100.799253,18.015914
cuda,lennard_jones,1000,0.065850,0.873177,0.055958,1.385576,0.041262,0.028267,0.005695,0.572381
cuda,mnasnet1_0,32,1.296819,5.363776,1.615170,7.366091,2.931716,1.253417,0.184616,3.878078,15.091226
cuda,mobilenet_v2,96,1.386605,5.910352,1.800095,7.596674,3.629910,1.377058,0.212671,3.567084
cuda,mobilenet_v2_quantized_qat,96,2.243433,8.328281,3.428037,12.115245,6.258108,2.286354,0.494280,7.362976
cuda,mobilenet_v3_large,32,1.436045,5.553819,1.867928,8.014091,3.581818,1.335645,0.208129,4.410323,29.790835
cuda,nvidia_deeprecommender,256,0.138926,0.981750,0.101449,1.997046,0.092496,0.044393,0.008013,1.122746,1.169047
cuda,pytorch_CycleGAN_and_pix2pix,1,0.503825,2.271073,0.910018,4.005759,1.476409,0.695850,0.064642,2.686339
cuda,pytorch_stargan,16,0.541521,1.868740,0.565217,3.365677,0.733090,0.453120,0.047069,2.096845,97.117597
cuda,pytorch_struct,200,0.199547,1.141658,0.135592,2.372104,0.152955,0.091034,0.018198,1.377042,94.854921
cuda,pytorch_unet,1,0.648638,2.877131,0.754983,3.988604,1.499332,0.596654,0.062858,1.898586
cuda,resnet18,16,0.540401,3.065663,1.096133,4.294929,1.336782,0.556125,0.062818,2.356964,12.391986
