dev,name,batch_size,speedup,compilation_latency,compression_ratio
cuda,BERT_pytorch,16,1.9012,92.0811,1.0689
cuda,Background_Matting,4,1.1069,16.0163,0.9238
cuda,LearningToPaint,96,1.2074,6.8944,0.7462
cuda,Super_SloMo,6,1.1645,16.4668,1.1912
cuda,alexnet,128,1.1651,2.6911,0.8332
cuda,attention_is_all_you_need_pytorch,256,1.0330,139.7203,0.6183
cuda,dcgan,32,1.0725,2.4053,0.7903
cuda,demucs,4,1.0007,0.1967,0.9886
cuda,densenet121,4,1.3058,43.7205,0.9307
cuda,dlrm,0,0.0000
cuda,drq,1,1.0737,3.1945,0.8778
cuda,fastNLP_Bert,6,1.3445,63.4180,1.0952
cuda,functorch_dp_cifar10,64,1.2407,24.9937,0.4212
cuda,hf_Albert,8,1.6414,41.1320,1.2215
cuda,hf_Bart,4,1.1653,49.9717,1.1284
cuda,hf_Bert,4,1.1396,38.7377,0.9850
cuda,hf_BigBird,2,1.0042,26.6352,1.0393
cuda,hf_DistilBert,8,1.1546,29.5285,0.9466
cuda,hf_GPT2,4,1.4306,63.5210,1.1094
cuda,hf_GPT2_large,4,1.3706,143.1625,1.1258
cuda,hf_Longformer,0,0.0000
cuda,hf_Reformer,4,1.1343,30.7238,0.9882
cuda,hf_T5,8,1.5515,44.8040,1.1507
cuda,hf_T5_large,2,1.5731,202.2279,0.9220
cuda,lennard_jones,1000,0.9452,1.7360,0.9989
cuda,mnasnet1_0,32,1.2734,30.7546,0.8659
cuda,mobilenet_v2,96,1.4088,16.3002,1.1105
cuda,mobilenet_v2_quantized_qat,96,1.4479,27.2946,1.4036
cuda,mobilenet_v3_large,32,1.3795,46.9735,0.8964
cuda,moco,0,0.0000
cuda,nvidia_deeprecommender,256,0.9643,3.7143,0.5598
cuda,pytorch_CycleGAN_and_pix2pix,1,1.3013,8.0926,0.9654
cuda,pytorch_stargan,16,1.0913,104.0851,0.9928
cuda,pytorch_struct,200,1.1633,98.1575,0.4290
cuda,pytorch_unet,1,1.1861,7.7305,0.8608
cuda,resnet18,16,1.2045,20.4971,0.7049
cuda,resnet50,32,1.1695,29.8320,0.8913
cuda,resnet50_quantized_qat,32,1.3947,40.3176,1.4314
cuda,resnext50_32x4d,8,1.2162,30.0266,0.8352
cuda,shufflenet_v2_x1_0,128,1.3689,17.9867,1.0072
cuda,soft_actor_critic,256,0.9565,2.6231,0.9991
cuda,speech_transformer,32,1.5440,147.9389,0.8996
cuda,squeezenet1_1,32,1.2709,3.8616,1.1267
cuda,tacotron2,64,0.9362,106.3780,1.1496
cuda,timm_efficientdet,1,1.5260,488.7670,1.1428
cuda,timm_efficientnet,32,1.2011,34.4653,1.3377
cuda,timm_nfnet,128,1.4222,28.8763,1.0495
cuda,timm_regnet,32,1.0941,35.1600,0.9323
cuda,timm_resnest,32,1.4517,145.0659,0.9697
cuda,timm_vision_transformer,8,1.4121,160.5928,0.8187
cuda,timm_vision_transformer_large,8,1.0331,123.9619,1.0285
cuda,timm_vovnet,32,1.0176,29.7463,0.7339
cuda,tts_angular,64,1.0218,1.6749,0.9884
cuda,vgg16,64,1.1652,3.2422,0.6497
cuda,yolov3,16,1.0647,419.8955,0.9190
