dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,AlbertForMaskedLM,4,2.725008,0.000157
cuda,AlbertForQuestionAnswering,4,2.581696,0.000170
cuda,AllenaiLongformerBase,4,11.520951,0.005320
cuda,BartForCausalLM,4,5.867857,0.000186
cuda,BartForConditionalGeneration,2,12.041630,0.000448
cuda,BertForMaskedLM,16,5.552031,0.000148
cuda,BertForQuestionAnswering,16,5.272321,0.000160
cuda,BlenderbotForCausalLM,4,11.971497,0.000466
cuda,BlenderbotSmallForCausalLM,64,4.019932,0.000141
cuda,BlenderbotSmallForConditionalGeneration,64,7.948481,0.000292
cuda,CamemBert,16,5.584113,0.000161
cuda,DebertaForMaskedLM,4,7.270466,0.002866
cuda,DebertaForQuestionAnswering,8,7.395082,0.002999
cuda,DebertaV2ForMaskedLM,1,15.384089,0.005472
cuda,DebertaV2ForQuestionAnswering,2,15.829521,0.005453
cuda,DistilBertForMaskedLM,128,2.732533,0.000151
cuda,DistilBertForQuestionAnswering,256,2.701542,0.000113
cuda,DistillGPT2,16,2.726879,0.000155
cuda,ElectraForCausalLM,32,8.148524,0.000314
cuda,ElectraForQuestionAnswering,64,5.645717,0.000171
cuda,GPT2ForSequenceClassification,4,4.937288,0.000244
cuda,LayoutLMForMaskedLM,16,6.020147,0.000156
cuda,LayoutLMForSequenceClassification,16,5.946702,0.000165
cuda,M2M100ForConditionalGeneration,16,12.348528,0.000639
cuda,MBartForCausalLM,4,6.029598,0.000196
cuda,MBartForConditionalGeneration,2,12.158459,0.000465
cuda,MT5ForConditionalGeneration,16,8.582772,0.000437
cuda,MegatronBertForCausalLM,4,10.838186,0.000303
cuda,MegatronBertForQuestionAnswering,8,10.826824,0.000311
cuda,MobileBertForMaskedLM,64,18.046288,0.000662
cuda,MobileBertForQuestionAnswering,128,18.299116,0.000623
cuda,OPTForCausalLM,2,4.942763,0.000211
cuda,PLBartForCausalLM,8,3.161516,0.000118
cuda,PLBartForConditionalGeneration,4,6.353745,0.000218
cuda,PegasusForCausalLM,32,6.063763,0.000338
cuda,PegasusForConditionalGeneration,32,5.433059,0.000659
cuda,RobertaForCausalLM,16,5.432242,0.000158
cuda,RobertaForQuestionAnswering,16,5.525894,0.000160
cuda,Speech2Text2ForCausalLM,256,3.112962,0.000282
cuda,T5ForConditionalGeneration,4,5.982445,0.000288
cuda,T5Small,4,5.940864,0.000299
cuda,TrOCRForCausalLM,32,5.891847,0.000216
cuda,XGLMForCausalLM,8,9.744078,0.000459
cuda,XLNetLMHeadModel,8,10.864795,0.000430
cuda,YituTechConvBert,16,11.323309,0.000392
