dev,name,batch_size,_compile,OutputGraph.call_user_compiler
cuda,BERT_pytorch,16,3.434075,0.000579
cuda,Background_Matting,4,2.742985,0.000401
cuda,LearningToPaint,96,1.060787,0.000189
cuda,Super_SloMo,6,2.108549,0.000338
cuda,alexnet,128,0.338125,0.000087
cuda,attention_is_all_you_need_pytorch,256,3.216453,0.000504
cuda,dcgan,32,0.311808,0.000086
cuda,demucs,4,0.994776,0.000274
cuda,densenet121,4,6.844225,0.000881
cuda,dlrm,1024,0.289128,0.000052
cuda,drq,1,0.507682,0.000144
cuda,fastNLP_Bert,6,3.831055,0.000737
cuda,functorch_dp_cifar10,64,0.907033,0.000186
cuda,hf_Albert,8,1.804797,0.000298
cuda,hf_Bart,4,6.762666,0.000880
cuda,hf_Bert,4,4.560981,0.000558
cuda,hf_Bert_large,4,9.608044,0.000992
cuda,hf_BigBird,2,10.342459,0.002514
cuda,hf_DistilBert,8,1.781890,0.000307
cuda,hf_GPT2,4,3.106580,0.000509
cuda,hf_GPT2_large,4,11.181845,0.001404
cuda,hf_Longformer,2,9.468484,0.004591
cuda,hf_Reformer,4,2.460289,0.000703
cuda,hf_T5,8,4.421414,0.000664
cuda,hf_T5_large,2,19.143503,0.002125
cuda,lennard_jones,1000,0.268947,0.000085
cuda,mnasnet1_0,32,2.367281,0.000352
cuda,mobilenet_v2,96,2.434794,0.000371
cuda,mobilenet_v2_quantized_qat,96,3.156637,0.000393
cuda,mobilenet_v3_large,32,2.737620,0.000439
cuda,moco,32,25.289309,0.681108
cuda,nvidia_deeprecommender,256,0.332453,0.000082
cuda,phlippe_densenet,128,2.492461,0.000381
cuda,phlippe_resnet,128,1.014901,0.000184
cuda,pytorch_CycleGAN_and_pix2pix,1,0.874984,0.000169
cuda,pytorch_stargan,16,0.925015,0.000170
cuda,pytorch_struct,200,0.508158,0.000132
cuda,pytorch_unet,1,1.190378,0.000221
cuda,resnet152,32,9.175692,0.001123
cuda,resnet18,16,1.009799,0.000179
cuda,resnet50,32,2.495814,0.000390
cuda,resnet50_quantized_qat,32,3.035047,0.000399
cuda,resnext50_32x4d,8,2.484022,0.000377
cuda,shufflenet_v2_x1_0,128,2.717164,0.000425
cuda,soft_actor_critic,256,0.300514,0.000100
cuda,speech_transformer,32,4.616045,0.000956
cuda,squeezenet1_1,32,0.738089,0.000177
cuda,timm_efficientdet,1,18.583023,0.001870
cuda,timm_efficientnet,32,4.214572,0.000764
cuda,timm_nfnet,128,4.756842,0.000680
cuda,timm_regnet,32,5.252867,0.000847
cuda,timm_resnest,32,1.409649,0.000242
cuda,timm_vision_transformer,8,2.367065,0.000424
cuda,timm_vision_transformer_large,8,9.753129,0.001313
cuda,timm_vovnet,32,2.561875,0.000451
cuda,torchrec_dlrm,32,1.217706,0.000212
cuda,tts_angular,64,0.302910,0.000085
cuda,vgg16,64,0.503526,0.000127
cuda,yolov3,16,4.285367,0.000531
