dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function
cuda,BERT_pytorch,16,9.461207,5.879521,5.829008
cuda,Background_Matting,4,7.264786,4.566918,4.551476
cuda,LearningToPaint,96,2.724418,1.670637,1.656856
cuda,Super_SloMo,6,6.854020,4.738746,4.724765
cuda,alexnet,128,0.603272,0.264601,0.250918
cuda,attention_is_all_you_need_pytorch,256,9.276321,5.915679,5.900704
cuda,dcgan,32,0.608179,0.301074,0.287404
cuda,demucs,4,1.707412,0.736887,0.723259
cuda,densenet121,4,18.158973,11.637312,11.619627
cuda,dlrm,1024,0.605518,0.323989,0.310634
cuda,drq,1,0.809375,0.315209,0.301123
cuda,fastNLP_Bert,6,9.072843,5.296523,5.280317
cuda,functorch_dp_cifar10,64,2.072085,1.177645,1.163144
cuda,hf_Albert,8,6.216778,4.442692,4.427966
cuda,hf_Bart,4,13.792403,6.662749,6.644068
cuda,hf_Bert,4,9.833476,5.156700,5.140862
cuda,hf_Bert_large,4,19.756978,9.946615,9.930188
cuda,hf_BigBird,2,33.005097,22.633646,22.608888
cuda,hf_DistilBert,8,4.538132,2.543078,2.527961
cuda,hf_GPT2,4,7.934746,4.826622,4.812000
cuda,hf_GPT2_large,4,25.741196,14.428174,14.410532
cuda,hf_Longformer,2,27.774066,18.313386,18.275906
cuda,hf_Reformer,4,4.192927,1.633178,1.617135
cuda,hf_T5,8,11.251083,6.997777,6.980519
cuda,hf_T5_large,2,45.700448,26.253691,26.226770
cuda,lennard_jones,1000,0.439039,0.172154,0.158623
cuda,mnasnet1_0,32,6.509759,4.116579,4.101384
cuda,mobilenet_v2,96,7.015311,4.511841,4.495560
cuda,mobilenet_v2_quantized_qat,96,12.683528,9.505716,9.487078
cuda,mobilenet_v3_large,32,7.199855,4.574528,4.559647
cuda,nvidia_deeprecommender,256,0.567160,0.236650,0.223291
cuda,phlippe_densenet,128,6.849076,4.333365,4.313936
cuda,phlippe_resnet,128,2.607071,1.587488,1.573497
cuda,pytorch_CycleGAN_and_pix2pix,1,2.632461,1.742055,1.727532
cuda,pytorch_stargan,16,3.019901,2.086654,2.072206
cuda,pytorch_struct,200,1.046957,0.542268,0.528733
cuda,pytorch_unet,1,3.481191,2.178702,2.164690
cuda,resnet152,32,21.978094,12.782769,12.763231
cuda,resnet18,16,2.676179,1.643574,1.629714
cuda,resnet50,32,6.819707,4.312446,4.296963
cuda,resnet50_quantized_qat,32,12.317265,9.433055,9.414263
cuda,resnext50_32x4d,8,6.707801,4.233170,4.218176
cuda,shufflenet_v2_x1_0,128,7.548186,4.828757,4.813471
cuda,soft_actor_critic,256,0.461790,0.151754,0.137875
cuda,speech_transformer,32,11.354782,6.707420,6.691081
cuda,squeezenet1_1,32,1.405613,0.673233,0.660030
cuda,timm_efficientdet,1,39.018183,20.425802,20.406400
cuda,timm_efficientnet,32,9.557045,5.351690,5.336707
cuda,timm_nfnet,128,10.432204,5.663805,5.648321
cuda,timm_regnet,32,11.295133,6.026205,6.010453
cuda,timm_resnest,32,3.672196,2.203845,2.189041
cuda,timm_vision_transformer,8,6.028399,3.649673,3.634770
cuda,timm_vision_transformer_large,8,22.045443,12.195755,12.176271
cuda,timm_vovnet,32,5.777459,3.223823,3.209703
cuda,torchrec_dlrm,32,2.074176,0.849223,0.835690
cuda,tts_angular,64,0.418229,0.115879,0.102269
cuda,vgg16,64,0.962029,0.454277,0.440588
cuda,yolov3,16,10.534625,6.269255,6.252981
