,Compiler,torchbench,huggingface,timm_models
eager,eager,1.01x,1.01x,1.0x
ts_nvfuser,ts_nvfuser,1.15x,1.13x,1.23x
aot_eager,aot_eager,1.0x,1.0x,1.0x
aot_cudagraphs,aot_cudagraphs,1.17x,1.25x,1.05x
aot_nvfuser,aot_nvfuser,1.23x,1.28x,1.29x
inductor_cudagraphs,inductor_cudagraphs,1.86x,1.95x,1.65x
