dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,BERT_pytorch,16,3.453246
cuda,Background_Matting,4,0.885408
cuda,LearningToPaint,96,0.616171
cuda,Super_SloMo,6,1.300685
cuda,alexnet,128,0.367018
cuda,attention_is_all_you_need_pytorch,256,2.837430
cuda,dcgan,32,0.350331
cuda,densenet121,4,4.359129
cuda,dlrm,2048,0.617109
cuda,drq,1,0.437513
cuda,hf_Albert,8,2.018989
cuda,hf_Bart,4,3.575777
cuda,hf_Bert,4,5.306496
cuda,hf_BigBird,2,9.920295
cuda,hf_DistilBert,8,1.117714
cuda,hf_GPT2,4,4.742380
cuda,hf_Longformer,2,10.612665
cuda,hf_Reformer,4,2.140322
cuda,hf_T5,8,5.249128
cuda,mnasnet1_0,32,0.871849
cuda,mobilenet_v2,96,0.885649
cuda,mobilenet_v3_large,32,1.060798
cuda,moco,32,2.256506
cuda,nvidia_deeprecommender,256,0.366806
cuda,pytorch_CycleGAN_and_pix2pix,1,0.550632
cuda,pytorch_stargan,16,0.572848
cuda,pytorch_struct,200,0.431148
cuda,pytorch_unet,1,0.649854
cuda,resnet18,16,0.565963
cuda,resnet50,32,1.045499
cuda,resnext50_32x4d,8,1.050002
cuda,shufflenet_v2_x1_0,128,1.209433
cuda,soft_actor_critic,256,0.338598
cuda,squeezenet1_1,32,0.509421
cuda,tacotron2,64,16.606884
cuda,timm_efficientdet,1,52.682817
cuda,timm_efficientnet,32,3.278876
cuda,timm_nfnet,128,9.817210
cuda,timm_regnet,32,6.690546
cuda,timm_resnest,32,0.721479
cuda,timm_vision_transformer,8,1.423461
cuda,timm_vovnet,32,2.415947
cuda,tts_angular,64,0.479164
cuda,vgg16,64,0.411680
