dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,2.832770,19.345164,3.661935,9.972470,6.946418,2.505597,0.245909,49.184851,43.572170
cuda,Background_Matting,4,0.522005,15.330493,2.006138,15.868113,9.815218,5.626783,0.146189,63.992416,66.604870
cuda,LearningToPaint,96,0.294106,8.980251,0.667783,2.324403,1.312043,0.754092,0.057601,77.268651,71.308752
cuda,Super_SloMo,6,0.842127,44.918190,2.194863,11.419470,6.654259,4.278970,0.129224,55.200324,23.957414
cuda,alexnet,128,0.147006,5.339336,0.209083,1.743318,1.013204,0.609644,0.017985,15.388363,12.006124
cuda,attention_is_all_you_need_pytorch,256,2.165744,57.143229,3.779372,10.345370,6.484805,3.271793,0.304392,133.597785,90.689227
cuda,dcgan,32,0.138426,2.901988,0.167689,0.505063,0.263191,0.141497,0.012642,15.225122,13.002037
cuda,densenet121,4,3.523530,76.234029,3.918985,41.346772,25.687994,13.906108,0.335834,379.209495,348.715313
cuda,drq,1,0.265439,4.838953,0.091375,0.398915,0.190737,0.096038,0.020487,9.225008,4.883967
cuda,fastNLP_Bert,6,3.876202,20.047133,3.235351,8.737947,5.500730,2.758504,0.261773,63.094016,55.115842
cuda,hf_Albert,8,1.689412,14.428724,3.164842,7.745444,5.027243,2.322776,0.182461,73.219466,69.784348
cuda,hf_Bart,4,2.951475,15.425735,4.410893,10.851274,6.643311,3.636603,0.342520,52.441578,52.406260
cuda,hf_Bert,4,4.880828,13.750516,3.525068,7.792844,4.907008,2.448988,0.245166,15.987285,13.650785
cuda,hf_GPT2,4,4.181318,30.088647,2.891312,8.165159,5.163155,2.546916,0.222961,52.158732,33.206483
cuda,hf_Reformer,4,1.818718,30.269209,1.013138,4.545821,2.813538,1.489089,0.069623,45.169822,20.500814
cuda,mnasnet1_0,32,0.460492,14.213923,1.553067,6.457869,3.803508,2.188207,0.141592,137.167310,131.034093
cuda,mobilenet_v2,96,0.470381,14.680540,2.031763,6.986132,4.234576,2.273040,0.157537,142.196937,136.609139
cuda,mobilenet_v3_large,32,0.632066,26.045065,2.044341,8.218927,4.724991,2.707007,0.181855,144.331337,128.629485
cuda,nvidia_deeprecommender,256,0.165238,1.532323,0.119548,0.357622,0.180874,0.087590,0.011995,17.664318,16.615375
cuda,pytorch_CycleGAN_and_pix2pix,1,0.263670,11.592397,1.175231,7.303198,4.271191,2.769561,0.095580,22.139756,19.066282
cuda,pytorch_stargan,16,0.261741,6.095165,0.785274,1.865935,1.101146,0.570629,0.059842,30.995789,27.583889
cuda,pytorch_unet,1,0.331060,11.763929,0.853652,4.097731,2.497022,1.342513,0.063588,31.224139,24.441816
cuda,resnet18,16,0.280689,8.219361,0.716480,3.305136,2.017147,1.031649,0.055044,61.061385,56.890439
cuda,resnet50,32,0.621787,3.031600,1.593598,6.312592,3.755399,2.120646,0.140976,71.734129,76.679743
cuda,resnext50_32x4d,8,0.652897,11.693923,1.462672,5.698687,3.365077,1.904807,0.136388,89.583138,85.121735
cuda,shufflenet_v2_x1_0,128,0.756616,14.669926,2.207112,8.596851,5.088743,3.036552,0.164593,110.428367,106.793337
cuda,soft_actor_critic,256,0.200010,1.681305,0.063976,0.239006,0.103890,0.053062,0.008003,6.432136,5.058150
cuda,squeezenet1_1,32,0.248499,8.472478,0.346089,2.892358,1.704026,1.006716,0.047915,13.709633,8.487924
cuda,timm_efficientnet,32,2.820364,24.868451,2.231229,9.254561,5.547649,3.063880,0.201333,120.402364,107.107801
cuda,timm_nfnet,128,9.405601,39.014360,4.832059,14.157880,9.342316,3.977561,0.340428,87.130247,67.290215
cuda,timm_regnet,32,6.146478,17.802609,1.995607,7.585263,4.261753,2.524654,0.224694,98.837728,90.719104
cuda,timm_resnest,32,0.460333,31.572576,1.451214,8.764147,5.347225,2.978472,0.089132,90.859147,69.540827
cuda,timm_vision_transformer,8,1.042725,21.932721,3.269249,7.936729,5.026801,2.470944,0.202513,100.731012,90.085461
cuda,timm_vovnet,32,2.097195,14.833044,1.652129,10.226735,6.197510,3.482494,0.114249,168.854125,165.955722
cuda,vgg16,64,0.174597,6.319176,0.235862,1.994630,1.125026,0.732293,0.029475,16.130650,12.050151
