dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,BERT_pytorch,16,3.459722
cuda,Background_Matting,4,0.879328
cuda,LearningToPaint,96,0.595565
cuda,Super_SloMo,6,1.291444
cuda,alexnet,128,0.365736
cuda,attention_is_all_you_need_pytorch,256,2.824527
cuda,dcgan,32,0.358562
cuda,densenet121,4,4.455925
cuda,dlrm,2048,0.637899
cuda,drq,1,0.444359
cuda,hf_Albert,8,2.007662
cuda,hf_Bart,4,3.460661
cuda,hf_Bert,4,5.296983
cuda,hf_BigBird,2,9.941860
cuda,hf_DistilBert,8,1.112330
cuda,hf_GPT2,4,4.675394
cuda,hf_Longformer,2,10.658637
cuda,hf_T5,8,5.152871
cuda,mnasnet1_0,32,0.878686
cuda,mobilenet_v2,96,0.886394
cuda,moco,32,2.235734
cuda,nvidia_deeprecommender,256,0.380184
cuda,pytorch_CycleGAN_and_pix2pix,1,0.580347
cuda,pytorch_stargan,16,0.596939
cuda,pytorch_struct,200,0.425771
cuda,pytorch_unet,1,0.660235
cuda,resnet18,16,0.566898
cuda,resnet50,32,1.045818
cuda,resnext50_32x4d,8,1.038964
cuda,shufflenet_v2_x1_0,128,1.207466
cuda,soft_actor_critic,256,0.334358
cuda,squeezenet1_1,32,0.532134
cuda,tacotron2,64,17.434371
cuda,timm_efficientdet,1,53.307186
cuda,timm_efficientnet,32,3.276307
cuda,timm_nfnet,128,9.836029
cuda,timm_regnet,32,6.705775
cuda,timm_resnest,32,0.731439
cuda,timm_vision_transformer,8,1.433930
cuda,timm_vovnet,32,2.386661
cuda,tts_angular,64,0.473623
cuda,vgg16,64,0.412622
