dev,name,batch_size,speedup
cuda,BERT_pytorch,16,1.0121
cuda,Background_Matting,4,0.9997
cuda,LearningToPaint,96,1.0037
cuda,Super_SloMo,6,0.9998
cuda,alexnet,128,0.9975
cuda,attention_is_all_you_need_pytorch,256,1.0115
cuda,dcgan,32,0.9794
cuda,densenet121,4,0.9988
cuda,dlrm,2048,0.9933
cuda,drq,1,1.0220
cuda,fastNLP_Bert,6,0.9989
cuda,hf_Albert,8,1.0016
cuda,hf_Bart,4,1.0064
cuda,hf_Bert,4,1.0473
cuda,hf_BigBird,2,0.9934
cuda,hf_DistilBert,8,1.0109
cuda,hf_GPT2,4,1.0282
cuda,hf_Longformer,2,1.0206
cuda,hf_Reformer,4,0.9997
cuda,hf_T5,8,0.9934
cuda,mnasnet1_0,32,1.0007
cuda,mobilenet_v2,96,1.0001
cuda,mobilenet_v3_large,32,1.0055
cuda,moco,32,0.9939
cuda,nvidia_deeprecommender,256,0.9987
cuda,pytorch_CycleGAN_and_pix2pix,1,0.9954
cuda,pytorch_stargan,16,0.9957
cuda,pytorch_struct,200,0.9908
cuda,pytorch_unet,1,0.9994
cuda,resnet18,16,1.0087
cuda,resnet50,32,0.9983
cuda,resnext50_32x4d,8,1.0007
cuda,shufflenet_v2_x1_0,128,1.0004
cuda,soft_actor_critic,256,0.9806
cuda,speech_transformer,32,1.0047
cuda,squeezenet1_1,32,0.9968
cuda,tacotron2,64,0.9788
cuda,timm_efficientdet,1,1.0224
cuda,timm_efficientnet,32,1.0179
cuda,timm_nfnet,128,0.9993
cuda,timm_regnet,32,1.0188
cuda,timm_resnest,32,1.0014
cuda,timm_vision_transformer,8,1.0061
cuda,timm_vovnet,32,1.0185
cuda,tts_angular,64,0.9887
cuda,vgg16,64,0.9994
cuda,vision_maskrcnn,4,0.9875
cuda,yolov3,8,1.0034
