dev,name,batch_size,speedup
cuda,adv_inception_v3,128,0.8515
cuda,beit_base_patch16_224,0,0.0000
cuda,botnet26t_256,128,0.8334
cuda,cait_m36_384,2,1.1430
cuda,coat_lite_mini,128,0.8525
cuda,convmixer_768_32,32,0.9235
cuda,convnext_base,32,0.8043
cuda,crossvit_9_240,64,0.8899
cuda,cspdarknet53,64,0.8101
cuda,deit_base_distilled_patch16_224,64,0.7989
cuda,densenet121,64,1.0278
cuda,dla102,64,0.8624
cuda,dm_nfnet_f0,128,0.8748
cuda,dpn107,32,0.8304
cuda,eca_botnext26ts_256,64,0.6806
cuda,eca_halonext26ts,64,0.6871
cuda,ecaresnet101d,64,0.8159
cuda,ese_vovnet19b_dw,128,0.7933
cuda,fbnetc_100,128,0.8515
cuda,fbnetv3_b,128,0.8656
cuda,gernet_l,128,0.8334
cuda,ghostnet_100,128,0.9798
cuda,gluon_inception_v3,128,0.8518
cuda,gluon_senet154,32,1.0360
cuda,gluon_xception65,32,0.7448
cuda,gmixer_24_224,64,0.6920
cuda,gmlp_s16_224,64,0.7761
cuda,hardcorenas_a,128,0.8469
cuda,hrnet_w18,2,2.3332
cuda,inception_v3,128,0.8517
cuda,jx_nest_base,32,0.7989
cuda,lcnet_050,128,1.0073
cuda,legacy_senet154,32,1.0659
cuda,mixer_b16_224,64,0.7906
cuda,mixnet_l,64,0.8361
cuda,mnasnet_100,128,0.8467
cuda,mobilenetv2_100,128,0.7719
cuda,mobilenetv3_large_100,128,0.8789
cuda,mobilevit_s,32,0.8335
cuda,nasnetalarge,16,0.8845
cuda,nfnet_l0,64,0.7547
cuda,pit_b_224,64,0.8279
cuda,pnasnet5large,16,0.8363
cuda,poolformer_m36,64,0.8122
cuda,regnety_002,128,1.2741
cuda,repvgg_a2,128,0.8765
cuda,res2net101_26w_4s,64,0.9583
cuda,res2net50_14w_8s,2,2.1558
cuda,res2next50,2,2.1459
cuda,resmlp_12_224,128,0.7664
cuda,resnest101e,32,1.1406
cuda,resnet18,128,0.8472
cuda,rexnet_100,128,0.7279
cuda,sebotnet33ts_256,64,0.7024
cuda,selecsls42b,128,0.8478
cuda,spnasnet_100,128,0.8418
cuda,swin_base_patch4_window7_224,0,0.0000
cuda,swsl_resnext101_32x16d,32,0.8197
cuda,tf_efficientnet_b0,128,0.6936
cuda,tf_mixnet_l,64,0.8539
cuda,tinynet_a,128,0.7036
cuda,tnt_s_patch16_224,64,0.8691
cuda,twins_pcpvt_base,32,1.2210
cuda,visformer_small,128,0.8350
cuda,vit_base_patch16_224,64,0.8434
cuda,volo_d1_224,64,0.8605
