dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler,CachingAutotuner.autotune_to_one_config
cuda,AlbertForMaskedLM,4,10.580577,9.189892,3.493580,1.865929,7.498507,3.040000,1.030062,0.141526,1.508855,7.460415,0.882545
cuda,AlbertForQuestionAnswering,4,10.523427,9.169824,3.481889,1.830412,7.733791,3.025494,1.033581,0.135074,1.124267,7.285373,0.509567
cuda,BartForCausalLM,4,12.939736,11.475772,5.820165,1.813683,9.084264,2.893275,1.242049,0.235820,1.387775,1.485482,6.549452
cuda,BartForConditionalGeneration,2,32.135370,28.561314,13.755606,5.085553,19.947844,7.991179,3.068716,0.882485,0.660517,1.240003,12.156019
cuda,BertForMaskedLM,16,13.682376,11.878911,5.880589,2.043932,8.408544,2.940244,1.258385,0.249316,1.944286,6.605867,1.421279
cuda,BertForQuestionAnswering,16,13.544215,11.791284,5.870810,2.025460,8.286402,2.946719,1.252629,0.245887,1.443881,5.975073,1.012912
cuda,BlenderbotSmallForCausalLM,64,8.373386,7.444371,3.347868,1.419532,5.542322,1.869503,0.873232,0.151612,2.666214,6.341640,2.064769
cuda,BlenderbotSmallForConditionalGeneration,64,21.061825,18.534160,8.415493,3.001823,12.659865,5.314613,2.096269,0.494894,2.088724,1.801305,9.485098
cuda,CamemBert,16,13.636833,11.803067,5.868738,2.064584,8.335988,2.961936,1.262598,0.247677,0.807443,5.429204,0.342626
cuda,DebertaForMaskedLM,4,26.457597,20.879967,12.438711,2.724695,15.776341,3.966086,1.929738,0.330443,14.670645,0.854937,20.977353
cuda,DebertaForQuestionAnswering,8,25.667527,20.256232,12.242853,2.633723,15.901986,3.908998,1.907289,0.318197,15.689368,1.777354,22.223961
cuda,DebertaV2ForMaskedLM,1,36.275675,27.386972,14.605693,3.042411,18.287080,4.236865,2.202357,0.540464,34.082478,1.437647,41.203467
cuda,DebertaV2ForQuestionAnswering,2,36.088311,27.173910,14.244177,3.801147,18.649127,5.266562,2.766073,0.558750,33.730716,0.492575,42.333844
