dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,42.156883,36.153467,32.221907,18.588971,5.366769,28.941115,9.383747,5.032931,0.596825,99.528728,16.472676
cuda,beit_base_patch16_224,64,22.834546,18.655448,15.304878,8.816848,2.156614,13.730128,3.531087,2.093287,0.284923,3.269200,7.231471
cuda,botnet26t_256,128,28.875101,25.944013,20.831769,15.341003,2.548070,23.943092,6.533577,2.579418,0.148421,50.265319,11.335761
cuda,cait_m36_384,4,61.018938,46.544426,43.282000,18.963057,6.773839,36.049811,15.511688,7.811394,2.244768,21.291480,24.472012
cuda,coat_lite_mini,128,28.867994,25.454711,21.319641,14.783702,2.646691,28.491580,8.055178,3.502167,0.238764,42.261189,16.515838
cuda,convit_base,64,27.426666,23.685361,18.681022,11.008953,2.219213,21.160116,5.595405,2.587685,0.306770,9.315525,12.752776
cuda,convmixer_768_32,32,24.105835,22.417761,17.341627,7.178790,3.015468,13.347111,3.773412,2.142299,0.329653,9.454336,2.430176
cuda,convnext_base,64,32.112041,25.085840,21.081618,11.843105,3.792871,23.904790,5.858435,3.467950,0.532697,29.398015,16.095814
cuda,crossvit_9_240,128,32.857686,26.816099,23.482429,12.368163,3.435071,25.953603,7.604501,3.685956,0.476915,33.704843,17.504896
cuda,cspdarknet53,64,33.564273,27.948208,23.264563,12.614776,4.079603,19.331203,5.126288,2.678809,0.349139,52.794476,11.438954
cuda,deit_base_distilled_patch16_224,64,23.116409,19.605493,14.957253,8.999683,1.669285,26.995146,4.187365,1.961968,0.248347,3.783056,19.812238
cuda,dla102,128,42.195798,35.833271,31.529912,15.861436,5.183554,23.849458,7.973572,3.904165,0.608065,37.791212,13.959555
cuda,dm_nfnet_f0,128,30.418983,23.921641,19.873400,9.384453,3.935659,18.565882,5.257586,2.675916,0.294534,27.515007,13.372948
cuda,dpn107,32,51.271349,41.279723,37.050497,18.879360,6.135234,28.499207,7.597574,4.431214,0.590137,29.084053,16.623790
cuda,eca_botnext26ts_256,128,30.718400,27.260105,22.065079,15.757818,2.892841,24.005841,6.626960,2.612020,0.168201,54.643047,11.515180
cuda,ese_vovnet19b_dw,128,21.407349,18.921274,13.514284,9.646804,1.586225,16.349297,3.962117,1.630077,0.123219,48.171221,8.571301
cuda,fbnetc_100,128,32.035668,27.063304,23.046447,14.132221,3.728023,21.090403,4.693725,2.546379,0.311956,91.210651,10.936649
cuda,fbnetv3_b,128,49.126682,40.671519,36.429315,18.529969,6.041273,28.060776,8.777452,4.309176,0.688395,106.057795,16.832515
cuda,gernet_l,128,27.063820,21.988254,18.101357,9.624713,2.986193,15.285807,3.306632,1.908243,0.245832,47.461097,8.865482
cuda,ghostnet_100,128,45.209248,37.671963,33.804487,19.598008,5.053663,33.669569,8.661620,4.214036,0.519031,179.556700,19.486123
cuda,gluon_inception_v3,128,43.517827,37.352659,33.474570,18.958234,5.446611,29.246305,9.384660,5.032587,0.616459,99.016582,16.503522
cuda,gluon_xception65,32,47.107322,38.853043,34.388554,15.426533,5.860588,22.234574,7.740360,3.740782,0.755936,31.882035,13.488678
cuda,gmixer_24_224,128,29.850928,23.805541,20.415846,10.212644,2.789150,18.034667,6.009819,3.083124,0.424852,6.787148,10.851550
cuda,gmlp_s16_224,128,32.978351,26.983434,22.100653,12.043962,3.178466,22.596905,6.334708,3.221137,0.459746,12.638511,13.986882
cuda,hrnet_w18,128,110.976214,102.197846,97.456943,44.790350,18.856952,62.308518,28.431043,13.458337,5.084691,85.569569,38.387936
cuda,inception_v3,128,43.756736,37.994327,32.956685,19.020249,5.863473,29.343979,9.563365,5.146134,0.619335,95.363589,16.585604
cuda,jx_nest_base,32,39.230829,32.202276,28.050570,16.120556,4.184520,30.342693,10.981018,4.307747,0.641844,22.761993,19.107819
cuda,lcnet_050,128,22.663480,20.291052,14.973535,9.825561,2.100796,15.235604,3.347363,1.584023,0.136237,67.801856,7.641533
cuda,mixer_b16_224,128,18.741759,15.658350,12.391147,7.199705,1.666242,12.280943,2.268384,1.323297,0.152868,5.892359,6.869010
cuda,mixnet_l,128,42.340925,33.664901,30.330646,17.023006,4.718006,27.562348,7.192008,4.395455,0.567998,97.715233,15.597652
cuda,mnasnet_100,128,26.656584,22.589529,19.146777,11.852912,2.884776,18.035218,4.179523,2.145666,0.230823,84.026675,9.277727
cuda,mobilenetv2_100,128,27.158569,23.290963,19.753005,11.961133,2.748571,18.149508,4.233354,2.419094,0.241028,90.431917,9.159561
cuda,mobilenetv3_large_100,128,29.264148,25.202258,21.791303,13.581249,3.244823,21.660459,4.861168,2.702045,0.263898,120.686612,11.543218
