,Compiler,torchbench,huggingface,timm_models
eager,eager,0.97x,0.96x,1.00x
aot_eager,aot_eager,0.85x,0.88x,0.89x
inductor,inductor,0.77x,0.89x,0.90x
inductor_no_cudagraphs,inductor_no_cudagraphs,0.92x,1.02x,1.01x
