dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.benchmark_all_configs,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,23.188277,20.141715,17.092126,10.010322,2.321924,15.107593,4.124424,1.832655,0.255017,10.097595,23.921476,17.693703
cuda,Background_Matting,4,19.922572,17.883823,14.518527,8.618782,2.313463,15.472304,5.071296,2.765200,0.212850,11.935765,28.385988,21.278695
cuda,LearningToPaint,96,12.865899,11.961993,7.874327,5.425828,0.921412,9.055200,1.097362,0.678995,0.066684,11.395733,21.909456,16.017505
cuda,Super_SloMo,6,20.297145,18.208851,15.084683,9.376632,2.600726,14.037308,5.024533,2.421014,0.121579,7.393747,8.002700
cuda,alexnet,128,6.090814,5.786053,2.351351,2.043116,0.170084,5.705437,0.721821,0.416099,0.011844,4.698565,8.540560,4.547928
cuda,attention_is_all_you_need_pytorch,256,23.456877,20.644863,17.396012,9.976727,2.119580,16.336219,4.383238,1.967896,0.337461,14.641163,31.228683,23.323780
cuda,dcgan,32,5.725330,5.441345,2.438783,2.001620,0.176404,3.150294,0.297624,0.099362,0.010530,0.114978,1.453411
cuda,demucs,4,12.671139,11.860146,8.408675,7.701708,0.411566,12.427850,0.909824,0.528668,0.031308,6.037844,9.095350,11.201050
cuda,densenet121,4,45.349473,40.702554,37.011389,21.321408,6.475678,31.557939,12.576920,5.282600,0.671198,26.099503,53.190367,43.295135
cuda,dlrm,1024,5.065071,4.761673,2.023678,1.604761,0.162379,3.227304,0.469568,0.134904,0.014275,0.120113,1.917418
cuda,drq,1,6.967105,6.505175,2.937698,2.575499,0.113618,4.090322,0.116796,0.071674,0.012539,0.392929,2.033725
cuda,fastNLP_Bert,6,24.082339,20.866515,17.650700,11.690364,1.797208,17.022149,3.660617,1.740795,0.266249,0.493715,6.643571,7.799295
cuda,functorch_dp_cifar10,64,11.144267,10.425741,7.441817,4.989151,1.175731,10.507524,1.965444,0.850035,0.054460,25.331076,33.571285,32.093191
cuda,hf_Albert,8,16.662512,14.800795,11.940765,6.698347,1.620515,11.569669,2.952943,1.424138,0.147977,0.000016,8.519261,6.631521
cuda,hf_Bart,4,29.660543,23.641145,20.600425,13.043536,2.289488,20.389155,3.529089,2.177093,0.269022,4.465246,3.834071,14.320112
cuda,hf_Bert,4,20.128557,16.883169,13.994223,8.074989,1.763556,13.066252,3.100393,1.839068,0.269059,0.000011,3.353545,6.918595
cuda,hf_Bert_large,4,32.741159,26.072063,23.165577,11.551320,3.622917,18.842358,6.372788,3.031427,0.731574,0.000011,3.108869,11.240290
cuda,hf_BigBird,2,64.910648,55.077492,51.669731,27.970442,8.495096,46.983556,19.621861,9.471431,0.546862,13.401506,7.853850,41.574525
cuda,hf_DistilBert,8,13.538517,12.043929,9.193516,6.102922,0.916404,9.735701,1.554186,0.860960,0.111155,2.007651,5.328239,6.639005
cuda,hf_GPT2,4,20.331525,17.282290,14.081265,8.584876,1.825919,11.799426,3.234102,1.570761,0.231586,0.318776,7.577266,5.513511
cuda,hf_Longformer,2,73.428075,65.002507,61.673813,41.774130,8.152524,56.857085,20.805603,7.323188,0.421221,16.024794,6.079647,39.996676
cuda,hf_Reformer,4,26.243667,22.895348,19.960284,18.077726,0.720693,22.198887,1.244642,0.715010,0.063802,0.452831,5.215513,5.403216
cuda,hf_T5,8,24.351333,20.335280,17.344829,9.785734,2.108007,15.551887,3.672856,1.881970,0.287458,2.177659,6.743183,10.263565
cuda,hf_T5_large,2,83.098727,63.888920,60.531607,30.282827,7.926993,46.146012,19.285110,6.048315,2.437361,4.131327,26.194831,28.789802
cuda,lennard_jones,1000,3.765307,3.520192,1.215383,1.016155,0.028144,1.740640,0.068292,0.037821,0.005901,0.100035,0.858002
cuda,mnasnet1_0,32,19.061586,17.236929,14.606773,9.049932,2.135364,13.567060,3.262899,1.742555,0.191799,38.087451,75.749924,45.088411
cuda,mobilenet_v2,96,20.710197,18.856059,16.147989,10.212786,2.289306,14.602001,3.675492,1.880358,0.213093,43.268199,96.222044,50.311379
cuda,mobilenet_v3_large,32,20.660126,18.598225,15.889620,9.916998,2.410649,15.995620,3.675532,2.136293,0.219641,56.646413,89.236967,65.500231
cuda,nvidia_deeprecommender,256,4.194671,3.891433,1.474340,1.146387,0.105762,3.592962,0.082225,0.057899,0.008431,0.618567,3.180092,0.494922
