dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,29.060467,25.296786,22.169415,12.167682,2.801350,16.597973,4.717345,2.024014,0.366587,0.322666,17.215762,7.718419
cuda,Background_Matting,4,27.085540,24.246271,18.736475,10.763839,2.805187,16.543532,5.960802,2.737152,0.275953,0.451664,9.183097
cuda,LearningToPaint,96,15.784544,14.657195,10.029970,6.694844,1.089194,9.386036,1.384404,0.704910,0.092817,0.236715,4.078226
cuda,Super_SloMo,6,28.259666,25.968088,20.965631,13.326272,2.827606,18.095116,6.434243,2.554789,0.176459,0.339032,8.042627
cuda,alexnet,128,8.508193,8.138630,4.152707,3.659211,0.204087,5.916263,1.008424,0.318683,0.019035,0.138889,2.609485
cuda,attention_is_all_you_need_pytorch,256,30.557514,27.050045,23.322565,13.140133,2.737718,17.967692,5.402082,2.249981,0.434439,0.394688,17.015985,8.136703
cuda,dcgan,32,9.285687,8.953467,4.275084,3.682733,0.219097,5.086514,0.369204,0.111978,0.016319,0.114337,1.750178
cuda,demucs,4,21.717085,20.635160,15.161567,13.872934,0.556160,18.629715,1.327615,0.696499,0.057345,0.308568,2.105316,5.652406
cuda,densenet121,4,60.816135,53.968654,49.661749,29.653116,7.586643,42.187145,15.258615,5.368356,0.808827,0.399704,21.282058
cuda,dlrm,1024,5.512877,5.186268,2.070624,1.386004,0.171941,2.962329,0.387610,0.148466,0.016750,0.124738,1.883080
cuda,drq,1,12.187992,11.645525,5.804185,5.216383,0.152842,7.962041,0.230552,0.121138,0.019954,0.409677,3.321163
cuda,fastNLP_Bert,6,31.637258,27.634694,24.450213,15.498362,2.317742,21.447933,4.991480,2.050240,0.356684,0.357418,6.130023,8.777804
cuda,functorch_dp_cifar10,64,14.527380,13.566626,8.938215,5.921896,1.409464,12.469531,2.515405,0.876822,0.083921,1.440899,9.462031,1.249286
cuda,hf_Albert,8,28.662405,26.517019,21.916276,14.462483,1.898257,26.076617,3.591862,1.365189,0.166380,0.824663,5.260813,14.457281
cuda,hf_Bart,4,43.096072,35.173656,31.224949,19.423245,3.064999,28.194176,5.593553,2.722708,0.345050,4.593965,5.027756,16.635581
cuda,hf_Bert,4,29.919301,25.104944,21.804428,12.892496,2.288405,19.515033,4.478688,1.958376,0.349652,0.638558,7.844515,9.695794
cuda,hf_Bert_large,4,50.710272,39.875656,36.548416,18.895228,4.967459,28.725381,8.773044,3.797310,0.977807,0.729527,12.345359,15.818646
cuda,hf_BigBird,2,77.923193,66.691961,63.161196,33.327294,8.839684,53.727944,22.274214,10.072778,0.629554,13.558265,9.615983,43.313378
cuda,hf_DistilBert,8,19.763804,17.817133,13.835359,9.191687,1.207493,14.496370,2.134053,1.055850,0.152174,2.394644,5.686430,8.983730
cuda,hf_GPT2,4,25.635096,22.107267,18.693341,10.360147,2.369884,14.495502,4.084075,1.758771,0.305353,0.326645,2.482252,6.966318
cuda,hf_GPT2_large,4,61.369343,49.639433,45.834796,22.315085,7.234938,33.452907,14.936548,5.157610,1.593364,0.709364,1.947977,19.478159
cuda,hf_Reformer,4,25.821049,23.204468,19.834481,17.530419,0.901431,22.410853,1.473427,0.781504,0.071556,0.433300,4.164495,6.276490
cuda,hf_T5,8,38.537548,33.870150,29.952708,19.848998,2.566762,28.937327,4.527303,1.894145,0.301057,3.595622,9.199449,15.435936
cuda,hf_T5_large,2,105.234300,85.750333,81.653071,42.863529,11.279130,59.001330,18.808128,7.671072,1.903658,5.919510,39.408916,34.620167
cuda,lennard_jones,1000,5.855897,5.554034,2.460683,2.102686,0.199479,2.932501,0.105002,0.067751,0.008686,0.152653,1.188666
cuda,mnasnet1_0,32,26.940625,24.369657,20.305636,12.572334,2.599443,18.798434,4.096869,2.126031,0.247591,3.462875,12.436572,3.239630
cuda,mobilenet_v2,96,28.593604,26.018954,21.345526,12.951833,3.010577,17.172311,4.365692,2.506552,0.275986,0.235123,7.623263
cuda,mobilenet_v3_large,32,31.149450,28.308900,23.559939,14.895869,3.201059,23.390507,5.007112,2.118520,0.287080,37.264222,49.124722,36.998079
cuda,nvidia_deeprecommender,256,6.839474,6.465724,3.145367,2.586012,0.150004,6.465712,0.312144,0.091854,0.012326,0.652846,4.692657,0.501491
cuda,phlippe_densenet,128,29.503768,26.865839,22.737581,14.461094,2.994622,19.913481,4.978188,2.265043,0.268290,0.299383,8.898485
cuda,phlippe_resnet,128,13.054077,11.973993,7.905016,4.882018,0.995309,6.865059,1.183701,0.671468,0.085042,0.164852,3.201086
cuda,pytorch_CycleGAN_and_pix2pix,1,12.823051,11.879508,7.888290,4.553499,1.107249,7.870637,2.103827,0.876745,0.084710,0.151833,4.633547
cuda,pytorch_stargan,16,15.734600,14.754185,10.716115,7.349257,0.975428,11.959653,1.338712,0.674004,0.073451,19.597695,38.688323,25.242688
cuda,pytorch_struct,200,6.899897,6.340184,3.187505,2.265812,0.345716,6.347607,0.315598,0.181092,0.027699,0.000004,4.445075,8.000506
cuda,pytorch_unet,1,17.391721,16.125729,11.301691,7.581303,1.267019,11.082596,2.548089,1.096691,0.103359,0.223454,5.060316
cuda,resnet152,32,57.004270,47.760059,43.415102,19.897138,8.610582,25.663531,10.453402,4.912167,1.099952,4.066592,18.900459,3.295294
cuda,resnet18,16,15.311166,14.221554,9.806779,6.670132,1.111209,11.480382,2.036645,0.813755,0.086509,3.522279,9.504967,3.257792
cuda,resnet50,32,24.605723,21.988228,17.857737,9.862328,2.650766,15.980556,3.885913,2.005029,0.254697,3.393675,12.313985,3.163343
