dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,AlbertForMaskedLM,4,24.631885,22.486436,19.291300,11.907465,1.852357,22.172987,3.502881,1.480951,0.162079,2.051492,12.234891
cuda,AlbertForQuestionAnswering,4,29.751246,27.475343,22.906635,14.885057,1.885532,25.367390,3.933602,1.351069,0.164360,1.561541,12.490751
cuda,BartForCausalLM,4,32.320209,27.728204,23.880815,15.010260,2.354190,23.029781,4.241620,2.253727,0.254231,2.506046,10.526112
cuda,BartForConditionalGeneration,2,57.545341,45.981848,42.534348,20.300868,6.404153,28.101961,11.282537,5.459062,1.513966,0.531161,14.564435
cuda,BertForMaskedLM,16,30.544461,25.777704,22.524306,13.250777,2.406889,22.210326,4.493724,1.956481,0.349163,6.458749,11.516727
cuda,BertForQuestionAnswering,16,32.541238,27.230525,23.173754,14.066973,2.258958,21.212299,4.699280,2.007262,0.355242,6.111437,9.558185
cuda,BlenderbotForCausalLM,4,44.817332,35.400874,31.908442,15.651323,4.664349,26.044874,7.894059,4.462976,0.496569,6.334118,15.360759
cuda,BlenderbotSmallForCausalLM,64,26.390904,23.250855,18.715235,12.536783,1.421429,22.530186,3.001002,1.420886,0.166720,2.447258,11.520405
cuda,BlenderbotSmallForConditionalGeneration,64,43.147549,35.390198,30.407540,15.488358,4.076972,23.847439,7.511689,3.328457,0.808528,1.428367,12.679049
cuda,CamemBert,16,32.510510,27.635885,23.573327,14.456122,2.286819,20.845609,4.622822,2.036124,0.354368,5.297410,9.196556
cuda,DebertaForMaskedLM,4,38.076188,31.961219,28.071907,19.734064,2.181712,30.659880,4.312248,2.387448,0.320267,2.470644,13.324328
cuda,DebertaForQuestionAnswering,8,38.593515,32.341853,28.322015,19.838355,2.366407,31.635745,4.544621,2.163260,0.325068,3.135082,14.388531
cuda,DebertaV2ForMaskedLM,1,55.062759,41.515414,37.910236,22.195732,3.521273,33.062865,7.036030,3.310669,0.619329,1.726840,14.788020
cuda,DebertaV2ForQuestionAnswering,2,52.808960,38.863122,34.847798,18.997713,3.957826,29.741968,7.819386,4.182214,0.636453,15.113399
cuda,DistilBertForMaskedLM,128,20.595984,18.595498,14.763045,10.023270,1.364013,15.739181,2.368860,1.056712,0.147525,4.853581,7.155153
cuda,DistilBertForQuestionAnswering,256,19.932657,17.943641,14.118230,9.342035,1.355795,15.013576,2.408212,1.060113,0.144563,3.672483,7.103051
cuda,DistillGPT2,16,19.425601,17.636176,13.431938,9.318371,1.244272,14.831480,2.203774,1.159297,0.130739,2.143177,6.823409
cuda,ElectraForCausalLM,32,37.743877,32.378411,28.254913,19.112727,2.486433,33.873480,4.724331,2.033267,0.356242,8.934530,17.404487
cuda,ElectraForQuestionAnswering,64,32.414038,27.580232,23.504873,14.328197,2.278346,25.667496,4.563803,1.979214,0.353390,6.658729,14.107379
cuda,GPT2ForSequenceClassification,4,27.493915,24.111993,19.565599,11.879245,2.934026,15.988365,3.641446,2.048614,0.306355,1.612984,7.185187
