,Compiler,torchbench,huggingface,timm_models
eager,eager,"94%, 50/53","100%, 43/43","100%, 61/61"
aot_eager,aot_eager,"85%, 45/53","91%, 39/43","98%, 60/61"
aot_cudagraphs,aot_cudagraphs,"2%, 1/53","0%, 0/43","0%, 0/61"
aot_nvfuser,aot_nvfuser,"53%, 28/53","0%, 0/43","33%, 20/61"
inductor,inductor,"64%, 34/53","63%, 27/43","28%, 17/61"
