,Compiler,torchbench,huggingface,timm_models
eager,eager,0.99x,1.00x,1.00x
aot_eager,aot_eager,0.88x,0.88x,0.88x
aot_cudagraphs,aot_cudagraphs,1.00x,0.0x,0.0x
aot_nvfuser,aot_nvfuser,0.94x,0.0x,0.83x
inductor,inductor,0.87x,0.82x,0.93x
