dev,name,batch_size,_compile,OutputGraph.call_user_compiler,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,CachingAutotuner.autotune_to_one_config,compile_fx.<locals>.bw_compiler
cuda,BERT_pytorch,16,22.591152,19.663550,17.041329,8.713166,2.508582,12.127114,4.476176,1.811409,0.298475,0.292184,10.397947,6.332456
cuda,Background_Matting,4,21.315456,19.046830,15.100108,7.658798,2.687647,12.072744,5.638707,2.633125,0.255904,0.467584,7.686017
cuda,LearningToPaint,96,10.827152,9.901556,6.169913,3.296668,1.006915,5.067324,1.328172,0.668080,0.085778,0.229077,3.052927
cuda,Super_SloMo,6,21.142607,19.185223,15.961085,9.403122,2.580190,12.780149,5.676194,2.456431,0.151648,0.274716,6.314208
cuda,alexnet,128,5.518671,5.201196,1.771969,1.381458,0.190778,2.882835,0.785208,0.286813,0.016255,0.195456,1.896095
cuda,attention_is_all_you_need_pytorch,256,23.874048,21.127477,18.010260,9.488261,2.335892,13.422725,4.769591,1.954355,0.368476,0.391496,12.369241,6.788756
cuda,dcgan,32,4.995393,4.705716,1.767213,1.262796,0.189355,1.908011,0.336247,0.095193,0.013774,0.111602,0.955276
cuda,demucs,4,9.871547,9.028666,5.724864,4.747706,0.511146,7.248311,1.072220,0.560693,0.044084,0.309143,1.869134,3.343722
cuda,densenet121,4,49.818184,44.742968,41.501689,23.171684,6.941053,32.316489,14.608156,5.012813,0.739026,0.723740,17.116807
cuda,dlrm,1024,4.106389,3.821013,1.216845,0.778481,0.288909,1.696656,0.350168,0.117672,0.014717,0.123139,1.337685
cuda,drq,1,6.982244,6.516984,2.936319,2.495140,0.137063,4.482675,0.167499,0.089639,0.016823,0.438829,2.573826
cuda,fastNLP_Bert,6,21.617250,18.555185,15.918712,8.809366,2.106902,12.574829,3.956811,1.760214,0.296986,0.635833,5.339530,6.623913
cuda,functorch_dp_cifar10,64,9.621860,8.859768,5.721030,3.023727,1.237523,6.644867,2.181238,0.785009,0.069373,0.808847,5.715156,0.632137
cuda,hf_Albert,8,15.134684,13.458404,10.774219,4.939999,1.652303,8.991600,3.088894,1.225672,0.150167,3.112920,3.764323,8.896699
cuda,hf_Bart,4,25.581935,21.878555,19.107075,9.622370,2.716744,14.836689,4.816229,2.174345,0.424597,2.607140,3.601385,10.681298
cuda,hf_Bert,4,19.826031,16.708373,13.910951,6.752646,2.055438,10.735121,3.494214,1.907756,0.300797,0.613157,2.038274,6.759797
cuda,hf_Bert_large,4,34.831264,28.600475,25.640425,11.982562,4.457928,17.071021,7.209725,3.144777,0.787632,0.891284,1.787541,10.653471
cuda,hf_BigBird,2,65.389781,55.691327,52.670403,25.848252,8.442165,41.826491,20.568556,9.299918,0.596602,13.253762,9.903967,38.056980
cuda,hf_DistilBert,8,13.076654,11.573507,8.654074,4.960661,1.050727,7.843926,1.794027,0.892868,0.129115,2.087043,4.786730,6.078918
cuda,hf_GPT2,4,20.601007,17.909035,15.144736,8.662763,2.011129,11.252361,3.658101,1.596920,0.254810,0.507149,2.385695,5.203851
cuda,hf_Reformer,4,17.400862,15.083653,11.874142,9.973035,0.836197,12.588243,1.352511,0.701770,0.063895,0.428363,3.551106,3.926226
cuda,hf_T5_large,2,88.158603,72.840980,69.562653,35.159795,9.670355,49.300586,21.225609,6.601702,2.642494,3.013756,23.734626,27.340164
cuda,lennard_jones,1000,3.727233,3.480008,0.909541,0.651428,0.040001,1.177686,0.088134,0.045560,0.007774,0.103510,0.674830
cuda,mnasnet1_0,32,20.766202,18.749640,15.365596,8.410184,2.418733,11.522667,3.883560,1.770390,0.237848,2.804017,8.446162,2.515408
cuda,mobilenet_v2,96,23.327542,21.218253,16.985384,9.462139,2.615379,12.163849,4.297542,2.101721,0.273016,0.445633,5.883377
cuda,mobilenet_v3_large,32,21.761034,19.545889,16.334652,8.731673,2.681981,13.765127,4.289217,2.156227,0.271349,29.610420,37.443359,29.395918
cuda,nvidia_deeprecommender,256,4.050550,3.734621,1.179241,0.789488,0.110939,2.495482,0.107774,0.063512,0.011160,0.538786,2.363355,0.390873
cuda,phlippe_densenet,128,22.840935,20.738487,17.396254,10.398836,2.801590,14.064345,4.788286,2.189172,0.259664,0.324677,6.905011
cuda,phlippe_resnet,128,9.449013,8.583215,5.334636,2.651496,0.937606,3.710625,1.113236,0.629032,0.081002,0.156849,2.195395
cuda,pytorch_CycleGAN_and_pix2pix,1,9.432606,8.647441,5.489785,2.693811,1.006931,4.854157,1.950712,0.793967,0.070503,0.184793,3.514623
cuda,pytorch_stargan,16,11.568925,10.738405,7.562856,4.417985,0.924557,7.020959,1.337217,0.486421,0.065903,16.871280,33.439606,20.444020
cuda,pytorch_struct,200,6.163221,5.705809,3.066873,2.367552,0.313174,4.210850,0.226218,0.141275,0.024305,0.000005,15.819314,2.169315
cuda,pytorch_unet,1,11.981503,10.939876,7.643254,4.277087,1.167956,6.334522,2.398030,1.032795,0.093080,0.242352,3.518042
cuda,resnet152,32,46.882211,40.600567,37.085747,15.866281,8.171263,17.711151,9.899147,4.082021,1.061652,3.344766,13.695738,2.600829
cuda,resnet18,16,10.500640,9.614634,6.436086,3.653168,1.031729,5.965314,1.771300,0.923830,0.081640,2.415694,5.802871,2.243883
cuda,resnet50,32,18.131335,16.047951,12.779222,5.613682,2.527586,6.220700,3.727435,1.633453,0.240536,3.061441,6.308053,2.844374
cuda,resnext50_32x4d,8,18.595230,16.497706,13.281688,6.014972,2.325275,9.171508,3.255078,1.661858,0.223011,2.754894,8.349774,2.556890
cuda,shufflenet_v2_x1_0,128,21.760425,19.480368,16.228729,8.372076,2.901488,11.444033,4.928922,2.541859,0.324501,0.329000,6.427844
cuda,soft_actor_critic,256,4.361063,4.059321,1.428220,1.184825,0.061665,2.108414,0.065115,0.041186,0.007315,0.239624,1.230362
cuda,speech_transformer,32,24.219844,20.276497,17.311852,8.294487,2.642991,12.717778,4.964865,2.233919,0.341821,0.000031,7.207798
cuda,squeezenet1_1,32,6.437577,5.802041,2.840325,1.859664,0.456093,3.806417,1.350282,0.638541,0.047254,0.145388,2.565755
cuda,timm_efficientdet,1,80.819771,65.968608,62.243778,32.456248,12.907207,46.023693,19.588312,6.643982,1.448424,30.674442,41.863379,57.628006
cuda,timm_efficientnet,32,24.561893,21.133406,17.759584,9.361693,3.049495,13.903455,4.857373,2.446534,0.328413,35.863600,43.594655,35.611315
cuda,timm_nfnet,128,23.746162,19.952596,16.559849,7.404164,3.764801,12.850280,5.702153,2.211650,0.308029,0.539677,9.902601
cuda,timm_regnet,32,25.788772,21.285998,17.841882,8.168282,3.720136,11.837294,4.583312,2.007294,0.387646,20.308605,27.857629,19.820908
cuda,timm_resnest,32,14.898217,13.659827,10.374421,6.787262,1.332651,11.384967,3.365755,1.448400,0.112841,30.390574,41.770809,36.377752
cuda,timm_vision_transformer,8,16.381021,14.410750,11.126673,6.235389,1.506047,10.418687,2.894663,1.434750,0.204111,13.213927,19.088860,18.983993
cuda,timm_vision_transformer_large,8,42.529507,35.803665,32.095966,14.777956,5.954667,21.182150,9.320886,4.402570,1.091902,11.360340,13.116828,23.991271
cuda,timm_vovnet,32,17.005233,14.704939,11.321331,5.939584,1.964098,9.782501,4.046772,1.727068,0.176840,2.883629,8.775837,2.587125
cuda,tts_angular,64,3.926409,3.657754,0.855833,0.683522,0.064444,1.176735,0.063210,0.035299,0.004506,0.100783,0.662586
cuda,vgg16,64,5.786191,5.336811,2.191291,1.593224,0.272709,2.949436,0.881895,0.376433,0.028859,0.218150,1.859428
cuda,yolov3,16,31.473387,28.079612,24.726581,14.150239,4.175997,18.295466,7.281292,2.910759,0.422258,0.520105,4.272375,9.007190
