,Compiler,torchbench,huggingface,timm_models
eager,eager,2.24,2.47,2.17
ts_nvfuser,ts_nvfuser,12.14,12.17,17.64
aot_eager,aot_eager,4.46,7.93,7.13
aot_cudagraphs,aot_cudagraphs,0.86,nan,nan
aot_nvfuser,aot_nvfuser,17.62,39.74,42.07
inductor_cudagraphs,inductor_cudagraphs,113.39,63.42,210.16
