dev,name,batch_size,speedup,start_latency,peak_memory
cuda,BERT_pytorch,16,0.7277,5.7139,9.2091
cuda,Background_Matting,4,1.0175,2.5587,9.8704
cuda,LearningToPaint,96,0.9227,1.1670,1.5715
cuda,Super_SloMo,6,0.9962,2.9255,7.1937
cuda,alexnet,128,0.9950,0.5653,4.4527
cuda,attention_is_all_you_need_pytorch,256,0.7112,5.9109,9.6077
cuda,dcgan,32,0.8409,0.4621,0.2139
cuda,demucs,4,1.0008,0.8674,17.6423
cuda,densenet121,4,0.8440,7.1059,0.9675
cuda,dlrm,2048,0.8418,0.8779,16.2088
cuda,drq,1,0.7412,0.6022,0.2225
cuda,fastNLP_Bert,0,0.0000
cuda,hf_Albert,8,0.9526,4.9624,13.4025
cuda,hf_Bart,4,0.7048,6.2183,16.8590
cuda,hf_Bert,4,0.7190,4.8048,11.1711
cuda,hf_BigBird,2,0.7711,11.9221,13.0320
cuda,hf_DistilBert,8,0.9251,2.3972,9.5264
cuda,hf_GPT2,4,0.9439,4.6947,15.3547
cuda,hf_Longformer,2,0.7970,15.2258,18.2536
cuda,hf_Reformer,4,0.9989,2.5439,1.8182
cuda,hf_T5,8,0.9351,7.5018,30.9270
cuda,mnasnet1_0,32,0.9044,2.0968,1.7912
cuda,mobilenet_v2,96,0.9895,2.0555,8.0303
cuda,mobilenet_v3_large,32,0.8953,2.4091,1.9417
cuda,moco,32,0.9943,2.3955,3.8035
cuda,nvidia_deeprecommender,256,0.9961,0.5036,14.8097
cuda,pytorch_CycleGAN_and_pix2pix,1,0.7993,1.5824,1.1810
cuda,pytorch_stargan,16,0.8402,1.5607,1.9072
cuda,pytorch_struct,200,0.6724,0.7578,1.5203
cuda,pytorch_unet,1,0.9953,1.2692,3.9812
cuda,resnet18,16,0.8953,1.0515,1.1385
cuda,resnet50,32,0.9151,2.4339,4.4238
cuda,resnext50_32x4d,8,0.8516,2.4680,2.4660
cuda,shufflenet_v2_x1_0,128,0.9306,2.6426,2.8656
cuda,soft_actor_critic,256,0.6943,0.3828,0.0802
cuda,speech_transformer,32,0.7465,6.3512,3.2113
cuda,squeezenet1_1,32,0.8503,1.0425,0.7423
cuda,tacotron2,64,0.7211,33.7214,22.6982
cuda,timm_efficientdet,1,0.7772,24.2167,3.1320
cuda,timm_efficientnet,32,0.7788,3.7677,5.2372
cuda,timm_nfnet,128,0.9985,5.4842,17.7458
cuda,timm_regnet,32,0.9344,4.7920,9.4559
cuda,timm_resnest,32,0.9341,1.5479,2.7672
cuda,timm_vision_transformer,8,0.7212,3.4842,2.2583
cuda,timm_vovnet,32,0.9513,2.2152,3.6522
cuda,tts_angular,64,0.9306,0.5666,0.7849
cuda,vgg16,64,0.9981,0.8090,14.1100
cuda,vision_maskrcnn,0,0.0000
cuda,yolov3,16,0.9690,9.1161,11.6115
