dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function,compile_fx.<locals>.fw_compiler,GraphLowering.run,GraphLowering.compile_to_module,Scheduler.__init__,Scheduler.codegen,WrapperCodeGen.generate,cudagraphify,compile_fx.<locals>.bw_compiler
cuda,adv_inception_v3,128,0.830441,41.680443,35.367841,2.152098,9.063742,5.729377,2.554570,0.192054,279.793408,255.780618
cuda,botnet26t_256,128,0.748600,79.053679,76.518252,1.588919,6.752066,4.790625,1.432631,0.083147,213.574432,145.454124
cuda,cait_m36_384,2,2.667537,94.048176,75.247580,5.664988,20.260289,13.887378,5.292724,0.553555,204.631119,155.674843
cuda,convit_base,32,0.638665,38.743549,35.636799,1.563374,4.569506,2.898469,1.317322,0.152388,94.358602,64.952687
cuda,convmixer_768_32,32,0.655818,9.148513,4.749407,0.973717,3.042051,2.033844,0.723939,0.124723,12.800519,12.168169
cuda,convnext_base,32,1.106121,152.761955,145.589500,3.344534,10.665748,7.003813,2.873599,0.261720,375.224646,243.815722
cuda,cspdarknet53,64,1.213778,26.451956,21.910226,1.453915,4.605676,2.895765,1.132654,0.137097,157.044292,141.483579
cuda,densenet121,64,2.262629,77.104249,67.484069,2.632219,16.705164,10.901057,4.264539,0.248255,358.217911,310.271972
cuda,dla102,64,0.956088,34.022692,26.774485,1.686899,7.242541,4.681183,1.828354,0.195693,144.810638,127.120706
cuda,dm_nfnet_f0,128,1.532293,14.757236,6.057152,2.581943,7.529386,5.325327,1.403845,0.214324,2.315562,6.560675
cuda,dpn107,32,2.255806,106.511326,97.312893,2.299253,8.543668,5.353865,2.160691,0.234017,324.724347,238.444160
cuda,eca_botnext26ts_256,64,0.834268,83.208730,80.276271,1.919023,7.234335,5.131319,1.557202,0.095567,260.184920,189.129281
cuda,eca_halonext26ts,64,0.854952,88.288125,85.309330,2.746895,9.662114,7.049917,2.032858,0.103558,193.611454,120.780112
cuda,ecaresnet101d,64,1.359937,22.394058,13.582095,2.302489,7.263250,4.695916,1.874089,0.241776,77.195758,73.366716
cuda,ese_vovnet19b_dw,128,0.527162,22.253823,20.475579,0.694835,4.364225,2.869173,1.048428,0.077735,118.328132,102.953945
cuda,fbnetc_100,128,1.070508,23.280502,19.325258,1.118526,4.387402,2.753460,1.110221,0.127607,118.766521,105.036773
cuda,fbnetv3_b,128,1.953405,44.922755,36.914001,2.692600,8.159650,5.346534,1.961652,0.288826,188.470651,162.588438
cuda,gernet_l,128,1.065789,12.449413,8.855072,0.903453,2.997638,1.839975,0.772521,0.105374,72.750069,67.872263
cuda,ghostnet_100,128,0.822971,54.081807,48.153580,1.863352,8.066438,5.082497,2.131621,0.201315,331.960403,293.864840
cuda,gluon_inception_v3,128,0.849945,11.131195,4.707097,2.220245,9.117454,5.797928,2.573278,0.195586,2.560435,9.326003
cuda,gluon_senet154,32,2.152213,35.468411,20.083016,3.340980,10.623491,6.875755,2.721029,0.438605,88.923235,83.104356
cuda,gluon_xception65,32,0.954666,26.580999,18.148359,1.702066,5.473548,3.442554,1.421484,0.230474,119.907976,109.380089
cuda,gmixer_24_224,64,1.056646,57.728132,51.958752,1.795340,7.600050,5.315569,1.756422,0.210246,211.645342,169.214571
cuda,gmlp_s16_224,64,1.003641,50.906937,43.449395,2.836392,11.065225,8.146759,2.412364,0.208445,136.140170,106.765104
cuda,hardcorenas_a,128,0.670968,23.602811,20.882564,0.938799,4.290627,2.617677,0.988771,0.108846,121.940649,106.354280
cuda,hrnet_w18,2,3.620085,64.831726,34.148682,4.674386,16.980740,11.626535,3.974244,0.573545,290.470608,278.444222
cuda,inception_v3,128,0.861371,11.152687,4.676679,2.193909,9.157937,5.851144,2.561534,0.191663,2.581136,9.394112
cuda,lcnet_050,128,0.502477,11.481263,9.400808,0.997669,3.189193,1.884156,0.962327,0.074338,57.769897,52.605983
cuda,legacy_senet154,32,2.083889,22.709203,7.391608,3.377441,10.623442,6.864778,2.739410,0.451069,4.673059,11.579011
cuda,mixer_b16_224,64,0.540089,48.409764,44.427404,1.372211,4.559651,3.214035,0.979016,0.109231,143.042203,104.637872
cuda,mixnet_l,64,3.480190,59.022332,53.057671,1.733212,7.791403,4.813923,2.114937,0.277012,235.023405,191.619800
cuda,mnasnet_100,128,0.857582,10.623950,7.491406,0.915781,4.045305,2.643711,0.968683,0.103118,53.538446,51.079511
cuda,mobilenetv2_100,128,0.852992,12.981733,9.661911,1.214512,4.011437,2.605371,0.948402,0.112176,41.270143,36.912771
cuda,mobilenetv3_large_100,128,0.854557,10.243368,6.803969,1.181099,4.826672,3.085938,1.175759,0.133818,48.521629,47.972114
cuda,mobilevit_s,32,1.130341,198.608629,193.929060,4.157475,15.919850,10.952625,4.186431,0.185720,491.469861,317.726721
cuda,nfnet_l0,64,1.286382,38.305451,33.156971,1.684308,5.432835,3.711922,1.095062,0.203206,70.143190,44.228504
cuda,pit_b_224,64,0.749457,62.417300,58.000099,1.845154,5.395885,3.386474,1.254431,0.154264,225.842375,175.181978
cuda,poolformer_m36,64,1.432123,142.703602,132.425979,4.431011,17.831855,13.237269,3.713834,0.302859,210.983622,101.061440
cuda,regnety_002,128,0.922620,25.622159,22.283329,0.978627,3.997724,2.388288,0.966610,0.126763,128.118331,110.887587
cuda,repvgg_a2,128,1.023887,10.360112,7.093221,0.731077,2.748034,1.512157,0.559636,0.081779,48.726796,45.183978
cuda,res2net101_26w_4s,64,1.845218,44.171914,30.716374,3.153559,12.366233,8.099476,3.276743,0.360121,225.774487,210.833141
cuda,res2net50_14w_8s,2,1.465776,45.859251,34.060918,2.218137,10.193089,6.600801,2.519005,0.312121,366.292352,344.865467
cuda,res2next50,2,0.881903,24.428578,18.457363,1.282556,6.261808,3.982282,1.592441,0.182643,152.484607,141.699464
cuda,resmlp_12_224,128,0.490519,26.158429,23.573242,0.809153,2.983611,1.929929,0.763660,0.091720,118.170333,98.447529
cuda,resnet18,128,0.268046,8.374283,7.181001,0.416346,1.888359,1.221669,0.412382,0.041251,50.381324,45.533852
cuda,rexnet_100,128,1.063382,85.172876,80.534964,1.767817,6.624779,4.080665,1.617543,0.174653,432.993863,360.960309
cuda,sebotnet33ts_256,64,1.020690,81.769770,78.031631,2.221282,9.083656,6.527693,1.938774,0.124486,174.381014,107.740047
cuda,selecsls42b,128,0.398340,22.651011,20.013542,0.854931,5.055129,3.318600,1.279719,0.086698,141.270148,127.225117
cuda,spnasnet_100,128,1.054763,7.275405,3.333729,1.099716,4.343402,2.759130,1.095425,0.126193,11.528967,13.723363
cuda,swin_base_patch4_window7_224,64,2.157938,100.837015,90.621142,4.606332,20.032990,13.280589,5.768025,0.324596,338.818519,273.292744
cuda,swsl_resnext101_32x16d,32,0.928433,14.897094,7.758444,1.458856,4.823693,3.042296,1.231189,0.183883,42.309972,40.983315
cuda,tf_efficientnet_b0,128,1.054102,37.957466,33.898281,1.311478,5.670166,3.632402,1.395098,0.158937,165.697899,138.872572
cuda,tf_mixnet_l,64,3.749744,35.107325,29.118991,1.802244,8.238004,5.045244,2.295757,0.279135,127.098562,108.150789
cuda,tinynet_a,128,1.175733,28.719294,23.895795,1.752730,6.115766,3.921846,1.537099,0.180678,165.998989,150.081371
cuda,twins_pcpvt_base,32,2.145736,256.641999,243.417095,4.757151,16.799324,10.868506,4.616612,0.441422,733.872187,512.638432
