dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert,create_aot_dispatcher_function
cuda,AlbertForMaskedLM,2,1.433500,3.218737
cuda,AlbertForQuestionAnswering,2,1.424997,3.244083
cuda,AllenaiLongformerBase,1,4.877294,9.409420
cuda,BartForCausalLM,2,1.491269,2.721383
cuda,BartForConditionalGeneration,1,3.959486,8.185549
cuda,BertForMaskedLM,64,1.755936,2.769038
cuda,BertForQuestionAnswering,64,1.734628,2.731096
cuda,BigBird,1,8.281042,2.444462
cuda,BlenderbotSmallForCausalLM,64,1.087814,1.807852
cuda,BlenderbotSmallForConditionalGeneration,32,2.537024,5.130786
cuda,CamemBert,1,1.730874,2.759525
cuda,DebertaForMaskedLM,4,3.845421,3.532734
cuda,DebertaForQuestionAnswering,4,3.666925,3.663758
cuda,DistilBertForMaskedLM,16,0.903517,1.500240
cuda,DistilBertForQuestionAnswering,32,0.868816,1.423911
cuda,DistillGPT2,1,0.993398,1.379021
cuda,ElectraForCausalLM,1,1.749260,2.857217
cuda,ElectraForQuestionAnswering,64,1.780982,2.837848
cuda,GPT2ForSequenceClassification,4,1.816022,2.697357
cuda,LayoutLMForMaskedLM,16,1.878624,2.853904
cuda,LayoutLMForSequenceClassification,16,1.922055,2.965418
cuda,M2M100ForConditionalGeneration,2,3.821036,7.918303
cuda,MBartForCausalLM,16,1.562170,2.869718
cuda,MBartForConditionalGeneration,8,4.122052,8.306895
cuda,MT5ForConditionalGeneration,2,3.761726,6.748962
cuda,MegatronBertForCausalLM,2,3.720318,6.038080
cuda,MegatronBertForQuestionAnswering,8,3.694714,6.020293
cuda,MobileBertForMaskedLM,16,8.670089,17.023413
cuda,MobileBertForQuestionAnswering,32,8.527831,16.853063
cuda,OPTForCausalLM,4,1.601274,2.860519
cuda,PLBartForCausalLM,16,0.894845,1.390876
cuda,PLBartForConditionalGeneration,8,2.036042,3.912817
cuda,PegasusForCausalLM,8,1.558966,2.756729
cuda,PegasusForConditionalGeneration,4,3.607817,7.674620
cuda,RobertaForCausalLM,4,1.810374,2.878572
cuda,RobertaForQuestionAnswering,64,1.831985,2.928702
cuda,Speech2Text2ForCausalLM,64,0.956823,1.438830
cuda,T5ForConditionalGeneration,4,2.613418,4.122303
cuda,T5Small,1,2.553544,4.073568
cuda,TrOCRForCausalLM,8,1.527843,2.807461
cuda,XGLMForCausalLM,1,2.945910,6.090451
cuda,XLNetLMHeadModel,4,4.568388,11.446555
cuda,YituTechConvBert,1,2.571453,4.744086
