dev,name,batch_size,convert_frame_assert.<locals>._convert_frame_assert
cuda,BartForCausalLM,4,2.394328
cuda,BertForMaskedLM,64,2.831345
cuda,BertForQuestionAnswering,128,2.816813
cuda,BlenderbotSmallForCausalLM,64,1.674128
cuda,BlenderbotSmallForConditionalGeneration,64,4.159396
cuda,CamemBert,1,2.830769
cuda,DebertaForMaskedLM,4,6.488556
cuda,DebertaForQuestionAnswering,8,6.553340
cuda,DistilBertForMaskedLM,64,1.470590
cuda,DistilBertForQuestionAnswering,64,1.353941
cuda,DistillGPT2,1,1.382980
cuda,ElectraForCausalLM,32,2.912166
cuda,ElectraForQuestionAnswering,64,2.828181
cuda,LayoutLMForMaskedLM,16,3.186273
cuda,LayoutLMForSequenceClassification,16,3.200746
cuda,M2M100ForConditionalGeneration,8,6.447252
cuda,MBartForCausalLM,32,2.433001
cuda,MBartForConditionalGeneration,16,6.426936
cuda,MT5ForConditionalGeneration,8,5.317240
cuda,MegatronBertForCausalLM,16,5.905155
cuda,MegatronBertForQuestionAnswering,16,6.131745
cuda,MobileBertForMaskedLM,32,14.444584
cuda,MobileBertForQuestionAnswering,64,14.125087
cuda,OPTForCausalLM,32,2.489508
cuda,PLBartForCausalLM,32,1.357868
cuda,PLBartForConditionalGeneration,16,3.256553
cuda,PegasusForCausalLM,32,2.470664
cuda,PegasusForConditionalGeneration,16,6.108303
cuda,RobertaForCausalLM,64,2.851588
cuda,RobertaForQuestionAnswering,128,2.839822
cuda,Speech2Text2ForCausalLM,128,1.371837
cuda,T5ForConditionalGeneration,4,3.643150
cuda,T5Small,1,3.674482
cuda,TrOCRForCausalLM,32,2.409475
cuda,XGLMForCausalLM,8,4.982104
cuda,YituTechConvBert,1,4.117661
