dev,name,batch_size,graphs,graph_calls,captured_ops,total_ops,pct_ops,pct_time,start_latency
cuda,BERT_pytorch,16,1,1,558,558,1.0000,0.9978,3.0504
cuda,Background_Matting,1,1,1,184,184,1.0000,0.9973,0.6159
cuda,LearningToPaint,96,1,1,72,72,1.0000,0.9944,0.4607
cuda,Super_SloMo,0,0.0000
cuda,alexnet,128,1,1,23,23,1.0000,0.9894,0.3330
cuda,attention_is_all_you_need_pytorch,32,1,1,554,554,1.0000,0.9983,2.4491
cuda,dcgan,256,1,1,14,14,1.0000,0.9887,0.3258
cuda,demucs,8,1,1,70,70,1.0000,0.9973,0.5727
cuda,densenet121,64,1,1,432,432,1.0000,0.9980,3.5930
cuda,detectron2_maskrcnn,2,123,120,1214,1752,0.6929,0.7073,5.0407
cuda,dlrm,0,0.0000
cuda,drq,1,1,1,26,26,1.0000,0.9874,0.3859
cuda,fambench_xlmr,0,0.0000
cuda,fastNLP_Bert,1,6,6,472,545,0.8661,0.9180,4.4754
cuda,hf_Albert,1,1,1,466,467,0.9979,0.9981,1.6801
cuda,hf_Bart,1,1,1,668,668,1.0000,0.9985,3.4038
cuda,hf_Bert,1,1,1,389,389,1.0000,0.9972,4.7581
cuda,hf_BigBird,1,64,75,5441,5528,0.9843,0.9700,7.7385
cuda,hf_DistilBert,1,1,1,228,228,1.0000,0.9959,0.8719
cuda,hf_GPT2,1,1,1,732,732,1.0000,0.9976,3.9781
cuda,hf_Longformer,1,4,4,3261,3264,0.9991,0.9945,9.8610
cuda,hf_Reformer,1,6,6,649,653,0.9939,0.9897,2.7761
cuda,hf_T5,1,1,1,860,860,1.0000,0.9985,7.3169
cuda,maml,1,23,23,753,1200,0.6275,0.5762,10.0253
cuda,maml_omniglot,1,1,1,15,15,1.0000,0.9880,0.3504
cuda,mnasnet1_0,32,1,1,153,153,1.0000,0.9970,0.6046
cuda,mobilenet_v2,16,1,1,154,154,1.0000,0.9967,0.6582
cuda,mobilenet_v3_large,32,1,1,188,188,1.0000,0.9971,0.7800
cuda,moco,32,11,7,0,-5,0.0000,0.0000,2.0896
cuda,nvidia_deeprecommender,256,1,1,14,14,1.0000,0.9815,0.3338
cuda,opacus_cifar10,64,1,1,70,70,1.0000,0.9956,2.2990
cuda,pyhpc_equation_of_state,1048576,1,1,373,373,1.0000,0.9938,0.5568
cuda,pyhpc_isoneutral_mixing,0,0.0000
cuda,pyhpc_turbulent_kinetic_energy,1048576,1,1,1594,1594,1.0000,0.9978,1.3907
cuda,pytorch_CycleGAN_and_pix2pix,1,1,1,92,92,1.0000,0.9968,0.4554
cuda,pytorch_stargan,16,1,1,57,57,1.0000,0.9952,0.4479
cuda,pytorch_struct,200,1,1,43,43,1.0000,0.9904,0.3613
cuda,pytorch_unet,1,1,1,72,72,1.0000,0.9963,0.5468
cuda,resnet18,8,1,1,70,70,1.0000,0.9945,0.4480
cuda,resnet50,32,1,1,176,176,1.0000,0.9973,0.7858
cuda,resnext50_32x4d,8,1,1,176,177,0.9944,0.9975,0.7775
cuda,shufflenet_v2_x1_0,64,1,1,247,248,0.9960,0.9975,0.8945
cuda,soft_actor_critic,256,1,1,13,13,1.0000,0.9818,0.3023
cuda,speech_transformer,1,4,4,1109,1217,0.9113,0.9328,2.9779
cuda,squeezenet1_1,16,1,1,67,67,1.0000,0.9940,0.4325
cuda,tacotron2,0,0.0000
cuda,timm_efficientdet,128,1,1,1187,1188,0.9992,0.3756,106.6463
cuda,timm_efficientnet,64,1,1,240,240,1.0000,0.9973,2.8785
cuda,timm_nfnet,128,1,1,590,590,1.0000,0.9988,9.4685
cuda,timm_regnet,32,1,1,447,447,1.0000,0.9990,11.1633
cuda,timm_resnest,32,1,1,131,131,1.0000,0.9943,0.5742
cuda,timm_vision_transformer,8,1,1,306,306,1.0000,0.9972,1.1224
cuda,timm_vovnet,32,1,1,130,130,1.0000,0.9967,2.1215
cuda,tts_angular,64,4,4,22,29,0.7586,0.8483,0.4257
cuda,vgg16,4,1,1,41,41,1.0000,0.9930,0.3582
cuda,vision_maskrcnn,4,245,265,3874,12019,0.3223,0.4607,14.1472
cuda,yolov3,16,5,3,325,326,0.9969,0.9970,15.8910
